Tuzla TZLTOCDELLAPP04;Latency;Read Latency;Write Latency;Avg. Size;Read Size;Write Size;Total IOPS;Read IOPS;Write IOPS;CPU Utilization
2025-10-05 15:00:00;2,04;0,32;2,04;581;16;581;0.036;0.000;0.036;%2.0
2025-10-05 16:00:00;2,05;0;2,05;585;0;585;0.036;0.000;0.036;%2.0
2025-10-05 17:00:00;2,05;0;2,05;585;0;585;0.036;0.000;0.036;%2.0
2025-10-05 18:00:00;2,08;0,33;2,08;585;16;585;0.036;0.000;0.036;%2.0
2025-10-05 19:00:00;2,07;0;2,07;585;0;585;0.036;0.000;0.036;%2.0
2025-10-05 20:00:00;1,12;0,39;1,12;152;24;152;0.173;0.000;0.173;%2.0
2025-10-05 21:00:00;2,03;0;2,03;578;0;578;0.037;0.000;0.037;%5.0
2025-10-05 22:00:00;2,06;0;2,06;584;0;584;0.036;0.000;0.036;%2.0
2025-10-05 23:00:00;2,1;0;2,1;591;0;591;0.036;0.000;0.036;%2.0
2025-10-06 00:00:00;2,05;0;2,05;575;0;575;0.037;0.000;0.037;%2.0
2025-10-06 01:00:00;2,08;0,43;2,08;581;16;581;0.037;0.000;0.037;%2.0
2025-10-06 02:00:00;2;0,74;2;183;8;183;0.146;0.000;0.146;%2.0
2025-10-06 03:00:00;2,08;0;2,08;586;0;586;0.037;0.000;0.037;%2.0
2025-10-06 04:00:00;2,07;0;2,07;581;0;581;0.037;0.000;0.037;%2.0
2025-10-06 05:00:00;2,09;0,51;2,09;587;16;587;0.037;0.000;0.037;%2.0
2025-10-06 06:00:00;2,08;0;2,08;582;0;582;0.037;0.000;0.037;%2.0
2025-10-06 07:00:00;2,07;0;2,07;578;0;578;0.037;0.000;0.037;%2.0
2025-10-06 08:00:00;1,22;0,39;1,22;177;10;177;0.147;0.000;0.147;%2.0
2025-10-06 09:00:00;2,06;0;2,06;582;0;582;0.037;0.000;0.037;%2.0
2025-10-06 10:00:00;2,04;0,4;2,04;571;9;571;0.038;0.000;0.038;%2.0
2025-10-06 11:00:00;2,05;0,34;2,05;577;8;577;0.037;0.000;0.037;%2.0
2025-10-06 12:00:00;2,04;0,35;2,04;576;8;576;0.038;0.000;0.038;%2.0
2025-10-06 13:00:00;2,1;0;2,1;589;0;589;0.037;0.000;0.037;%2.0
2025-10-06 14:00:00;1,15;0,39;1,15;155;11;155;0.172;0.000;0.172;%2.0
2025-10-06 15:00:00;2,06;0;2,06;582;0;582;0.037;0.000;0.037;%2.0
2025-10-06 16:00:00;2,07;0;2,07;578;0;578;0.038;0.000;0.038;%2.0
2025-10-06 17:00:00;2,11;0;2,11;589;0;589;0.037;0.000;0.037;%4.0
2025-10-06 18:00:00;2,06;0;2,06;581;0;581;0.038;0.000;0.038;%1.0
2025-10-06 19:00:00;2,11;0;2,11;592;0;592;0.037;0.000;0.037;%1.0
2025-10-06 20:00:00;1,38;0,45;1,38;261;14;261;0.089;0.000;0.089;%1.0
2025-10-06 21:00:00;1,35;0;1,35;238;0;238;0.078;0.000;0.078;%1.0
2025-10-06 22:00:00;2,1;0;2,1;590;0;590;0.048;0.000;0.048;%1.0
2025-10-06 23:00:00;2,11;0;2,11;593;0;593;0.037;0.000;0.037;%2.0
2025-10-07 00:00:00;2,09;0,41;2,09;587;16;587;0.037;0.000;0.037;%2.0
2025-10-07 01:00:00;2,08;0;2,08;584;0;584;0.038;0.000;0.038;%2.0
2025-10-07 02:00:00;1,37;0,51;1,37;164;10;164;0.166;0.000;0.166;%2.0
2025-10-07 03:00:00;2,1;0;2,1;595;0;595;0.037;0.000;0.037;%2.0
2025-10-07 04:00:00;2,06;0;2,06;577;0;577;0.038;0.000;0.038;%2.0
2025-10-07 05:00:00;2,11;0,38;2,11;596;15;596;0.037;0.000;0.037;%2.0
2025-10-07 06:00:00;2,1;0;2,1;590;0;590;0.038;0.000;0.038;%2.0
2025-10-07 07:00:00;2,12;0;2,12;603;0;603;0.037;0.000;0.037;%2.0
2025-10-07 08:00:00;1,19;0,35;1,19;155;11;155;0.175;0.000;0.175;%2.0
2025-10-07 09:00:00;2,1;0;2,1;596;0;596;0.037;0.000;0.037;%2.0
2025-10-07 10:00:00;2,06;0,54;2,06;581;12;581;0.038;0.000;0.038;%2.0
2025-10-07 11:00:00;2,12;0,4;2,12;592;8;592;0.038;0.000;0.038;%2.0
2025-10-07 12:00:00;2,07;0,36;2,07;582;16;582;0.038;0.000;0.038;%2.0
2025-10-07 13:00:00;2,1;0;2,1;590;0;590;0.038;0.000;0.038;%2.0
2025-10-07 14:00:00;1,27;0,45;1,27;181;10;181;0.146;0.000;0.146;%2.0
2025-10-07 15:00:00;2,1;0;2,1;598;0;598;0.037;0.000;0.037;%2.0
2025-10-07 16:00:00;2,07;0;2,07;583;0;583;0.038;0.000;0.038;%2.0
2025-10-07 17:00:00;2,15;0;2,15;606;0;606;0.037;0.000;0.037;%2.0
2025-10-07 18:00:00;2,09;0,32;2,09;585;10;586;0.038;0.000;0.038;%1.0
2025-10-07 19:00:00;2,14;0;2,14;601;0;601;0.037;0.000;0.037;%1.0
2025-10-07 20:00:00;1,31;0,5;1,31;194;8;194;0.136;0.000;0.136;%1.0
2025-10-07 21:00:00;1,86;0;1,86;521;0;521;0.042;0.000;0.042;%1.0
2025-10-07 22:00:00;2,08;0;2,08;582;0;582;0.026;0.000;0.026;%1.0
2025-10-07 23:00:00;1,99;0;1,99;559;0;559;0.021;0.000;0.021;%1.0
2025-10-08 00:00:00;2,19;0;2,19;620;0;620;0.066;0.000;0.066;%1.0
2025-10-08 01:00:00;2,13;0,35;2,13;601;16;601;0.037;0.000;0.037;%2.0
2025-10-08 02:00:00;1,23;0,42;1,23;141;11;141;0.204;0.000;0.204;%2.0
2025-10-08 03:00:00;2,11;0;2,11;599;0;599;0.038;0.000;0.038;%2.0
2025-10-08 04:00:00;2,08;0;2,08;589;0;589;0.038;0.000;0.038;%2.0
2025-10-08 05:00:00;2,12;0,44;2,12;597;16;597;0.038;0.000;0.038;%2.0
2025-10-08 06:00:00;2,07;0;2,07;588;0;588;0.038;0.000;0.038;%2.0
2025-10-08 07:00:00;2,1;0;2,1;595;0;595;0.038;0.000;0.038;%2.0
2025-10-08 08:00:00;1,3;0,36;1,3;180;8;180;0.150;0.000;0.150;%2.0
2025-10-08 09:00:00;2,1;0;2,1;597;0;597;0.038;0.000;0.038;%2.0
2025-10-08 10:00:00;2,09;0;2,09;590;0;590;0.038;0.000;0.038;%2.0
2025-10-08 11:00:00;2,14;0;2,14;601;0;601;0.038;0.000;0.038;%2.0
2025-10-08 12:00:00;2,11;0;2,11;595;0;595;0.038;0.000;0.038;%2.0
2025-10-08 13:00:00;2,12;0;2,12;599;0;599;0.038;0.000;0.038;%2.0
2025-10-08 14:00:00;1,26;0,39;1,26;189;10;189;0.143;0.000;0.143;%2.0
2025-10-08 15:00:00;2,09;0,4;2,09;595;16;595;0.038;0.000;0.038;%2.0
2025-10-08 16:00:00;2,11;0;2,11;599;0;599;0.038;0.000;0.038;%2.0
2025-10-08 17:00:00;2,15;0;2,15;605;0;605;0.038;0.000;0.038;%2.0
2025-10-08 18:00:00;2,08;0;2,08;589;0;589;0.038;0.000;0.038;%2.0
2025-10-08 19:00:00;2,15;0;2,15;606;0;606;0.038;0.000;0.038;%2.0
2025-10-08 20:00:00;1,12;0,31;1,12;168;8;168;0.164;0.000;0.164;%2.0
2025-10-08 21:00:00;1,88;0;1,88;520;0;520;0.044;0.000;0.044;%2.0
2025-10-08 22:00:00;2,13;0;2,13;600;0;600;0.038;0.000;0.038;%2.0
2025-10-08 23:00:00;2,12;0;2,12;597;0;597;0.038;0.000;0.038;%2.0
2025-10-09 00:00:00;2,07;0;2,07;586;0;586;0.039;0.000;0.039;%2.0
2025-10-09 01:00:00;2,12;0;2,12;600;0;600;0.038;0.000;0.038;%2.0
2025-10-09 02:00:00;1,34;0,36;1,34;161;9;161;0.176;0.000;0.176;%2.0
2025-10-09 03:00:00;2,11;0,47;2,11;600;16;600;0.038;0.000;0.038;%2.0
2025-10-09 04:00:00;2,09;0;2,09;587;0;587;0.039;0.000;0.039;%2.0
2025-10-09 05:00:00;2,12;0;2,12;596;0;596;0.039;0.000;0.039;%2.0
2025-10-09 06:00:00;2,11;0;2,11;596;0;596;0.039;0.000;0.039;%2.0
2025-10-09 07:00:00;2,11;0,38;2,11;598;16;598;0.038;0.000;0.038;%2.0
2025-10-09 08:00:00;1,3;0;1,3;185;0;185;0.148;0.000;0.148;%5.0
2025-10-09 09:00:00;2,11;0;2,11;600;0;600;0.038;0.000;0.038;%2.0
2025-10-09 10:00:00;2,11;0;2,11;599;0;599;0.038;0.000;0.038;%2.0
2025-10-09 11:00:00;2,1;0;2,1;601;0;601;0.039;0.000;0.039;%2.0
2025-10-09 12:00:00;2,1;0,33;2,1;595;16;595;0.039;0.000;0.039;%2.0
2025-10-09 13:00:00;2,06;0,31;2,06;579;16;579;0.040;0.000;0.040;%2.0
2025-10-09 14:00:00;1,14;0,08;1,14;164;16;164;0.173;0.001;0.173;%2.0
2025-10-09 15:00:00;2,01;0,06;2,04;574;15;585;0.041;0.001;0.040;%1.0
2025-10-09 16:00:00;1,87;0,08;1,91;527;16;536;0.046;0.001;0.045;%1.0
2025-10-09 17:00:00;1,25;0,08;1,3;328;16;341;0.077;0.003;0.074;%1.0
2025-10-09 18:00:00;2;0,34;2;563;16;564;0.041;0.000;0.041;%1.0
2025-10-09 19:00:00;1,9;0,13;1,91;543;9;546;0.023;0.000;0.023;%1.0
2025-10-09 20:00:00;1,94;0,32;1,94;549;16;549;0.023;0.000;0.023;%1.0
2025-10-09 21:00:00;1,93;0,33;1,94;553;16;553;0.023;0.000;0.023;%1.0
2025-10-09 22:00:00;1,88;0,3;1,88;537;16;537;0.023;0.000;0.023;%1.0
2025-10-09 23:00:00;1,91;0,41;1,91;544;16;544;0.023;0.000;0.023;%2.0
2025-10-10 00:00:00;1,85;0,31;1,85;526;16;527;0.024;0.000;0.024;%1.0
2025-10-10 01:00:00;1,88;0,3;1,88;538;16;538;0.024;0.000;0.024;%1.0
2025-10-10 02:00:00;2;0,38;2;576;16;577;0.022;0.000;0.022;%1.0
2025-10-10 03:00:00;2;0,33;2;576;16;576;0.022;0.000;0.022;%1.0
2025-10-10 04:00:00;1,99;0,37;1,99;571;16;572;0.022;0.000;0.022;%1.0
2025-10-10 05:00:00;1,99;0,33;1,99;572;16;573;0.022;0.000;0.022;%1.0
2025-10-10 06:00:00;1,98;0,36;1,98;569;16;569;0.022;0.000;0.022;%1.0
2025-10-10 07:00:00;1,99;0,38;1,99;570;16;570;0.022;0.000;0.022;%1.0
2025-10-10 08:00:00;1,58;0,39;1,58;326;14;326;0.565;0.000;0.565;%1.0
2025-10-10 09:00:00;1,5;0,37;1,5;377;16;377;0.065;0.000;0.065;%2.0
2025-10-10 10:00:00;2,12;0,38;2,12;604;16;604;0.039;0.000;0.039;%1.0
2025-10-10 11:00:00;2,14;1;2,14;604;16;604;0.039;0.000;0.039;%1.0
2025-10-10 12:00:00;2,03;0,37;2,03;582;16;582;0.039;0.000;0.039;%1.0
2025-10-10 13:00:00;1,94;0,39;1,94;550;16;550;0.033;0.000;0.033;%1.0
2025-10-10 14:00:00;1,99;0,34;1,99;567;16;567;0.035;0.000;0.035;%1.0
2025-10-10 15:00:00;1,19;0,17;1,25;318;16;338;0.042;0.003;0.039;%1.0
2025-10-10 16:00:00;1,7;0,11;1,71;476;14;481;0.028;0.000;0.028;%1.0
2025-10-10 17:00:00;1,95;0,31;1,95;558;16;558;0.023;0.000;0.023;%1.0
2025-10-10 18:00:00;1,67;0,29;1,68;428;15;430;0.032;0.000;0.032;%1.0
2025-10-10 19:00:00;1,44;0,22;1,46;313;16;319;0.290;0.006;0.284;%1.0
2025-10-10 20:00:00;0,66;0,05;1,12;116;16;193;0.307;0.133;0.173;%3.0
2025-10-10 21:00:00;1,1;0,16;1,54;292;16;420;0.098;0.031;0.067;%2.0
2025-10-10 22:00:00;1,55;0,31;1,59;415;16;425;0.063;0.002;0.061;%2.0
2025-10-10 23:00:00;1,72;0,37;1,72;475;16;476;0.051;0.000;0.051;%2.0
2025-10-11 00:00:00;1,75;0,41;1,75;482;16;483;0.050;0.000;0.050;%2.0
2025-10-11 01:00:00;1,62;0,37;1,62;439;16;439;0.055;0.000;0.055;%2.0
2025-10-11 02:00:00;1,16;0,38;1,16;176;16;176;0.161;0.000;0.161;%2.0
2025-10-11 03:00:00;1,58;0,31;1,59;430;16;433;0.062;0.000;0.061;%2.0
2025-10-11 04:00:00;1,74;0,17;1,74;479;20;481;0.055;0.000;0.055;%2.0
2025-10-11 05:00:00;1,71;0,36;1,71;472;16;473;0.052;0.000;0.052;%2.0
2025-10-11 06:00:00;1,75;0,45;1,75;480;16;480;0.051;0.000;0.051;%2.0
2025-10-11 07:00:00;1,73;0,38;1,73;476;16;476;0.050;0.000;0.050;%2.0
2025-10-11 08:00:00;1,22;0,41;1,22;161;16;161;0.179;0.000;0.179;%2.0
2025-10-11 09:00:00;1,74;0,36;1,74;476;16;477;0.050;0.000;0.050;%2.0
2025-10-11 10:00:00;1,71;0,41;1,71;468;16;468;0.051;0.000;0.051;%2.0
2025-10-11 11:00:00;1,75;0,35;1,75;477;16;477;0.050;0.000;0.050;%2.0
2025-10-11 12:00:00;1,73;0,41;1,73;470;15;470;0.051;0.000;0.051;%2.0
2025-10-11 13:00:00;1,72;0,35;1,72;472;16;472;0.051;0.000;0.051;%2.0
2025-10-11 14:00:00;1,27;0,33;1,27;164;15;164;0.179;0.000;0.178;%2.0
2025-10-11 15:00:00;1,7;0,41;1,7;467;16;467;0.052;0.000;0.052;%2.0
2025-10-11 16:00:00;1,69;0,37;1,69;466;16;466;0.052;0.000;0.052;%2.0
2025-10-11 17:00:00;1,71;0,38;1,71;469;16;469;0.051;0.000;0.051;%2.0
2025-10-11 18:00:00;1,73;0,41;1,73;466;16;466;0.052;0.000;0.052;%5.0
2025-10-11 19:00:00;1,73;0,37;1,73;473;16;473;0.051;0.000;0.051;%2.0
2025-10-11 20:00:00;1,18;0,4;1,18;172;16;172;0.166;0.000;0.166;%2.0
2025-10-11 21:00:00;1,4;0,33;1,4;358;16;358;0.069;0.000;0.069;%2.0
2025-10-11 22:00:00;1,73;0;1,73;474;0;474;0.051;0.000;0.051;%2.0
2025-10-11 23:00:00;1,7;0,53;1,7;467;16;467;0.051;0.000;0.051;%1.0
2025-10-12 00:00:00;1,62;0,32;1,62;438;16;438;0.048;0.000;0.048;%1.0
2025-10-12 01:00:00;1,23;0,48;1,23;312;14;312;0.042;0.000;0.042;%1.0
2025-10-12 02:00:00;1,33;0,3;1,33;344;16;344;0.036;0.000;0.036;%1.0
2025-10-12 03:00:00;1,4;0,5;1,4;370;35;370;0.027;0.000;0.027;%1.0
2025-10-12 04:00:00;1,08;0;1,08;267;0;267;0.020;0.000;0.020;%0.0
2025-10-12 05:00:00;1,59;0,35;1,59;428;16;428;0.026;0.000;0.026;%1.0
2025-10-12 06:00:00;1,64;0;1,64;438;0;438;0.027;0.000;0.027;%1.0
2025-10-12 07:00:00;1,44;0;1,44;379;0;379;0.024;0.000;0.024;%1.0
2025-10-12 08:00:00;1,04;0;1,04;253;0;253;0.020;0.000;0.020;%1.0
2025-10-12 09:00:00;1,1;0,36;1,1;156;16;156;0.361;0.000;0.361;%2.0
2025-10-12 10:00:00;1,06;0,39;1,06;253;16;253;0.035;0.000;0.035;%1.0
2025-10-12 11:00:00;1,44;0,07;1,44;377;22;378;0.042;0.000;0.042;%1.0
2025-10-12 12:00:00;1,2;0,44;1,2;302;16;302;0.038;0.000;0.038;%1.0
2025-10-12 13:00:00;1,23;0,38;1,23;305;16;305;0.037;0.000;0.037;%1.0
2025-10-12 14:00:00;0,98;0,38;0,98;86;16;86;0.147;0.000;0.147;%1.0
2025-10-12 15:00:00;0,92;0;0,92;203;0;203;0.052;0.000;0.052;%1.0
2025-10-12 16:00:00;1,24;0,07;1,24;314;22;315;0.039;0.000;0.039;%1.0
2025-10-12 17:00:00;0,88;0,36;0,88;197;16;197;0.032;0.000;0.032;%1.0
2025-10-12 18:00:00;1,09;0,43;1,09;263;16;264;0.035;0.000;0.035;%1.0
2025-10-12 19:00:00;1,24;0;1,24;311;0;311;0.038;0.000;0.038;%1.0
2025-10-12 20:00:00;1;0,51;1;103;14;103;0.141;0.000;0.141;%1.0
2025-10-12 21:00:00;1,12;0,35;1,12;272;16;272;0.036;0.000;0.036;%1.0
2025-10-12 22:00:00;1,18;0,42;1,18;292;16;292;0.037;0.000;0.037;%1.0
2025-10-12 23:00:00;1,14;0,35;1,15;277;16;277;0.035;0.000;0.035;%1.0
2025-10-13 00:00:00;1,2;0;1,2;301;0;301;0.037;0.000;0.037;%1.0
2025-10-13 01:00:00;0,97;0,32;0,97;230;9;230;0.037;0.000;0.037;%1.0
2025-10-13 02:00:00;0,92;0,51;0,92;84;16;84;0.138;0.000;0.138;%1.0
2025-10-13 03:00:00;1,09;0,44;1,09;265;16;265;0.039;0.000;0.039;%1.0
2025-10-13 04:00:00;1,22;0,27;1,22;313;5;313;0.038;0.000;0.038;%1.0
2025-10-13 05:00:00;0,9;0,44;0,9;202;16;202;0.031;0.000;0.031;%1.0
2025-10-13 06:00:00;1,21;0,37;1,21;305;16;305;0.035;0.000;0.035;%1.0
2025-10-13 07:00:00;1,19;0,34;1,19;298;16;298;0.035;0.000;0.035;%1.0
2025-10-13 08:00:00;0,88;0,53;0,88;63;8;63;0.135;0.000;0.135;%1.0
2025-10-13 09:00:00;1,03;0,37;1,03;226;16;226;0.062;0.000;0.062;%1.0
2025-10-13 10:00:00;1,12;0;1,12;274;0;274;0.034;0.000;0.034;%1.0
2025-10-13 11:00:00;1,01;0;1,01;238;0;238;0.033;0.000;0.033;%1.0
2025-10-13 12:00:00;0,87;0,14;0,94;206;106;215;0.045;0.004;0.041;%1.0
2025-10-13 13:00:00;1,13;0,3;1,18;288;16;304;0.054;0.003;0.051;%1.0
2025-10-13 14:00:00;0,99;0,15;1,01;124;117;124;0.152;0.004;0.148;%2.0
2025-10-13 15:00:00;1,25;0,4;1,25;323;16;324;0.041;0.000;0.041;%1.0
2025-10-13 16:00:00;1,5;0,37;1,5;421;16;422;0.051;0.000;0.050;%2.0
2025-10-13 17:00:00;0,95;0,4;0,95;211;16;211;0.034;0.000;0.034;%1.0
2025-10-13 18:00:00;1,24;0,14;1,24;320;16;321;0.040;0.000;0.039;%1.0
2025-10-13 19:00:00;1,38;0,4;1,38;359;51;359;0.043;0.000;0.043;%1.0
2025-10-13 20:00:00;0,96;0,44;0,96;92;57;92;0.138;0.000;0.138;%1.0
2025-10-13 21:00:00;1,19;0,35;1,19;312;15;312;0.040;0.000;0.040;%1.0
2025-10-13 22:00:00;1,31;0,45;1,35;342;125;351;0.040;0.002;0.038;%1.0
2025-10-13 23:00:00;1,25;0,35;1,25;315;20;316;0.031;0.000;0.031;%1.0
2025-10-14 00:00:00;1,03;0,35;1,03;259;19;259;0.021;0.000;0.021;%0.0
2025-10-14 01:00:00;1,13;0,38;1,23;292;89;320;0.030;0.004;0.026;%1.0
2025-10-14 02:00:00;1,02;0,38;1,02;239;33;239;0.022;0.000;0.022;%1.0
2025-10-14 03:00:00;0,99;0,73;0,99;233;85;233;0.022;0.000;0.022;%1.0
2025-10-14 04:00:00;1,09;0,46;1,14;277;125;292;0.024;0.002;0.022;%1.0
2025-10-14 05:00:00;1,27;0,39;1,27;331;48;331;0.023;0.000;0.023;%1.0
2025-10-14 06:00:00;1,01;0,37;1,01;240;19;240;0.020;0.000;0.020;%0.0
2025-10-14 07:00:00;1,11;0,45;1,11;168;123;168;0.330;0.003;0.327;%1.0
2025-10-14 08:00:00;0,92;0,33;0,92;75;16;75;0.136;0.000;0.136;%1.0
2025-10-14 09:00:00;0,98;0,36;0,98;228;16;228;0.033;0.000;0.033;%0.0
2025-10-14 10:00:00;1,27;0,34;1,27;326;16;326;0.038;0.000;0.038;%1.0
2025-10-14 11:00:00;1,19;0,35;1,19;306;23;306;0.034;0.000;0.034;%1.0
2025-10-14 12:00:00;1,18;0,4;1,18;305;16;305;0.022;0.000;0.022;%1.0
2025-10-14 13:00:00;1,32;0,49;1,36;345;123;354;0.025;0.001;0.024;%1.0
2025-10-14 14:00:00;1;0,1;1,01;241;18;243;0.020;0.000;0.020;%1.0
2025-10-14 15:00:00;1,35;0,38;1,35;351;45;352;0.024;0.000;0.024;%2.0
2025-10-14 16:00:00;1,18;0,36;1,28;309;83;337;0.027;0.003;0.024;%1.0
2025-10-14 17:00:00;1,07;0,38;1,07;170;97;171;0.234;0.001;0.233;%1.0
2025-10-14 18:00:00;1,13;0,45;1,18;294;126;306;0.045;0.003;0.042;%1.0
2025-10-14 19:00:00;1,21;0,45;1,23;307;126;313;0.044;0.002;0.042;%1.0
2025-10-14 20:00:00;0,98;0,47;0,98;103;12;103;0.140;0.000;0.140;%1.0
2025-10-14 21:00:00;1,14;0,43;1,19;292;124;303;0.045;0.003;0.042;%1.0
2025-10-14 22:00:00;1,15;0,4;1,16;290;95;290;0.042;0.000;0.041;%1.0
2025-10-14 23:00:00;1,16;0,44;1,18;296;125;299;0.043;0.001;0.042;%1.0
2025-10-15 00:00:00;1,22;0,42;1,22;309;40;309;0.042;0.000;0.042;%1.0
2025-10-15 01:00:00;0,95;0,45;0,96;225;126;228;0.042;0.001;0.041;%1.0
2025-10-15 02:00:00;1,1;0,39;1,1;110;73;110;0.174;0.000;0.174;%2.0
2025-10-15 03:00:00;1,13;0,34;1,13;284;30;284;0.045;0.000;0.045;%1.0
2025-10-15 04:00:00;1,09;0,71;1,09;266;42;267;0.041;0.000;0.041;%1.0
2025-10-15 05:00:00;1,2;0,38;1,2;298;16;298;0.040;0.000;0.040;%1.0
2025-10-15 06:00:00;1,08;0,4;1,08;262;16;262;0.038;0.000;0.038;%1.0
2025-10-15 07:00:00;1,24;0,4;1,24;319;16;319;0.042;0.000;0.042;%1.0
2025-10-15 08:00:00;1,04;0,26;1,04;111;15;111;0.135;0.000;0.135;%2.0
2025-10-15 09:00:00;1,31;0,47;1,31;331;34;331;0.043;0.000;0.043;%4.0
2025-10-15 10:00:00;1,25;0,5;1,25;323;16;323;0.042;0.000;0.042;%1.0
2025-10-15 11:00:00;0,95;0,42;0,95;208;44;208;0.035;0.000;0.035;%1.0
2025-10-15 12:00:00;1,19;0,46;1,19;303;36;303;0.041;0.000;0.041;%1.0
2025-10-15 13:00:00;1,17;0,41;1,21;289;119;300;0.044;0.003;0.041;%1.0
2025-10-15 14:00:00;1,06;0,61;1,07;90;65;90;0.189;0.001;0.188;%1.0
2025-10-15 15:00:00;1,02;0,44;1,02;239;57;240;0.054;0.000;0.054;%1.0
2025-10-15 16:00:00;1,05;0,6;1,05;241;16;241;0.037;0.000;0.037;%1.0
2025-10-15 17:00:00;1,21;0,39;1,26;314;89;327;0.044;0.002;0.042;%1.0
2025-10-15 18:00:00;1,31;0,45;1,37;336;127;352;0.048;0.003;0.044;%1.0
2025-10-15 19:00:00;1,16;0,48;1,16;286;92;286;0.039;0.000;0.039;%1.0
2025-10-15 20:00:00;1,02;0,39;1,03;116;117;116;0.146;0.002;0.144;%1.0
2025-10-15 21:00:00;1,22;0,47;1,27;319;127;330;0.045;0.003;0.043;%1.0
2025-10-15 22:00:00;1,11;0,44;1,11;273;64;273;0.039;0.000;0.039;%1.0
2025-10-15 23:00:00;1,22;0,4;1,24;313;110;318;0.043;0.001;0.042;%1.0
2025-10-16 00:00:00;0,98;0,38;0,98;220;33;220;0.033;0.000;0.033;%0.0
2025-10-16 01:00:00;0,93;0,36;0,93;219;45;219;0.022;0.000;0.022;%0.0
2025-10-16 02:00:00;1,06;0,48;1,06;266;115;266;0.025;0.000;0.025;%1.0
2025-10-16 03:00:00;1,2;0,37;1,2;301;13;301;0.025;0.000;0.025;%1.0
2025-10-16 04:00:00;0,98;0,63;0,98;223;51;223;0.021;0.000;0.021;%0.0
2025-10-16 05:00:00;1,36;0,42;1,36;358;15;359;0.025;0.000;0.025;%1.0
2025-10-16 06:00:00;1,14;0,43;1,14;288;16;288;0.022;0.000;0.022;%1.0
2025-10-16 07:00:00;1,01;0,46;1,01;161;124;161;0.247;0.001;0.246;%1.0
2025-10-16 08:00:00;1,01;0,34;1,01;109;16;109;0.149;0.000;0.149;%1.0
2025-10-16 09:00:00;1,01;0,34;1,01;213;41;213;0.068;0.000;0.068;%1.0
2025-10-16 10:00:00;0,96;0,36;0,96;220;16;220;0.035;0.000;0.035;%1.0
2025-10-16 11:00:00;1,27;0,44;1,27;329;81;329;0.042;0.000;0.042;%1.0
2025-10-16 12:00:00;1;0,41;1;228;35;228;0.036;0.000;0.036;%1.0
2025-10-16 13:00:00;1,28;0,45;1,7;300;80;409;0.048;0.016;0.032;%1.0
2025-10-16 14:00:00;1,07;0,25;1,08;132;44;132;0.182;0.000;0.182;%2.0
2025-10-16 15:00:00;1,18;0,44;1,18;322;82;322;0.038;0.000;0.038;%1.0
