Esenyurt ESNTOCDELLAPP01;Latency;Read Latency;Write Latency;Avg. Size;Read Size;Write Size;Total IOPS;Read IOPS;Write IOPS;CPU Utilization
2025-11-02 12:20:00;1,12;1,21;0,97;304;476;26;27.903;17.253;10.649;%69.0
2025-11-02 12:25:00;1,33;1,37;1,25;300;476;26;28.024;17.045;10.979;%75.0
2025-11-02 12:30:00;1,31;1,37;1,22;299;475;25;28.181;17.113;11.067;%75.0
2025-11-02 12:35:00;1,37;1,42;1,29;302;477;26;27.643;16.955;10.688;%75.0
2025-11-02 12:40:00;1,36;1,41;1,29;301;477;26;27.862;16.997;10.865;%75.0
2025-11-02 12:45:00;1,87;1,53;2,38;297;476;27;27.936;16.794;11.141;%75.0
2025-11-02 12:50:00;1,38;1,42;1,31;300;469;26;27.909;17.266;10.643;%75.0
2025-11-02 12:55:00;1,35;1,4;1,27;300;476;26;27.921;16.978;10.943;%75.0
2025-11-02 13:00:00;1,33;1,39;1,24;298;475;26;28.066;17.020;11.046;%75.0
2025-11-02 13:05:00;1,4;1,44;1,33;298;473;27;27.995;17.029;10.966;%75.0
2025-11-02 13:10:00;1,36;1,42;1,26;299;476;26;27.922;16.935;10.987;%75.0
2025-11-02 13:15:00;1,32;1,37;1,23;297;475;25;28.281;17.086;11.196;%75.0
2025-11-02 13:20:00;1,35;1,41;1,25;303;475;26;27.651;17.028;10.623;%74.0
2025-11-02 13:25:00;1,33;1,38;1,26;297;471;26;28.265;17.238;11.027;%74.0
2025-11-02 13:30:00;1,42;1,47;1,33;297;476;26;28.015;16.898;11.117;%75.0
2025-11-02 13:35:00;1,43;1,48;1,34;300;475;26;27.663;16.846;10.817;%75.0
2025-11-02 13:40:00;1,58;1,56;1,63;298;471;32;28.113;17.006;11.107;%76.0
2025-11-02 13:45:00;1,64;1,61;1,68;296;474;32;28.125;16.771;11.354;%76.0
2025-11-02 13:50:00;1,6;1,58;1,64;302;475;33;27.634;16.827;10.807;%75.0
2025-11-02 13:55:00;1,44;1,47;1,39;295;467;28;28.241;17.192;11.049;%75.0
2025-11-02 14:00:00;1,39;1,46;1,28;297;477;26;28.100;16.879;11.221;%74.0
2025-11-02 14:05:00;1,56;1,53;1,6;295;471;27;28.048;16.924;11.124;%75.0
2025-11-02 14:10:00;1,37;1,43;1,29;298;470;26;28.216;17.242;10.974;%75.0
2025-11-02 14:15:00;1,36;1,4;1,28;297;475;26;28.280;17.095;11.186;%75.0
2025-11-02 14:20:00;1,37;1,42;1,28;303;477;27;27.668;16.972;10.696;%74.0
2025-11-02 14:25:00;1,19;1,27;1,06;301;477;27;28.247;17.208;11.039;%71.0
2025-11-02 14:30:00;1,12;1,21;0,97;299;476;26;28.509;17.320;11.189;%70.0
2025-11-02 14:35:00;1,16;1,24;1,02;302;474;27;28.092;17.302;10.790;%70.0
2025-11-02 14:40:00;1,66;1,62;1,71;299;474;33;27.673;16.681;10.993;%75.0
2025-11-02 14:45:00;1,77;1,73;1,81;294;475;32;27.917;16.487;11.430;%76.0
2025-11-02 14:50:00;1,73;1,68;1,81;299;471;34;27.574;16.724;10.849;%76.0
2025-11-02 14:55:00;1,45;1,43;1,49;299;475;27;28.080;17.032;11.048;%76.0
2025-11-02 15:00:00;1,35;1,35;1,35;298;475;26;28.357;17.142;11.215;%75.0
2025-11-02 15:05:00;1,45;1,46;1,45;298;475;28;28.053;16.956;11.096;%75.0
2025-11-02 15:10:00;1,39;1,39;1,4;298;473;28;28.308;17.212;11.096;%75.0
2025-11-02 15:15:00;1,35;1,35;1,34;298;476;26;28.299;17.091;11.208;%75.0
2025-11-02 15:20:00;1,36;1,36;1,35;303;476;27;27.753;17.057;10.696;%75.0
2025-11-02 15:25:00;1,37;1,37;1,36;301;477;27;27.939;16.992;10.948;%75.0
2025-11-02 15:30:00;1,35;1,36;1,33;298;475;26;28.213;17.100;11.113;%75.0
2025-11-02 15:35:00;1,37;1,37;1,38;301;475;27;27.895;17.101;10.793;%75.0
2025-11-02 15:40:00;1,53;1,5;1,57;299;474;32;27.950;16.867;11.083;%75.0
2025-11-02 15:45:00;1,64;1,6;1,69;294;475;32;28.014;16.589;11.424;%76.0
2025-11-02 15:50:00;1,66;1,64;1,69;299;475;32;27.288;16.486;10.802;%75.0
2025-11-02 15:55:00;1,31;1,34;1,26;301;478;27;27.823;16.918;10.905;%73.0
2025-11-02 16:00:00;1,13;1,23;0,97;298;474;26;28.363;17.201;11.162;%69.0
2025-11-02 16:05:00;1,21;1,29;1,08;299;475;28;28.042;17.021;11.021;%70.0
2025-11-02 16:10:00;1,16;1,26;1;299;475;27;28.081;17.072;11.009;%69.0
2025-11-02 16:15:00;1,15;1,25;1,01;297;476;26;28.311;17.063;11.248;%70.0
2025-11-02 16:20:00;1,37;1,42;1,27;299;468;27;27.802;17.158;10.644;%74.0
2025-11-02 16:25:00;1,47;1,52;1,39;298;476;27;27.695;16.709;10.986;%75.0
2025-11-02 16:30:00;1,39;1,44;1,31;296;475;26;28.135;16.938;11.196;%75.0
2025-11-02 16:35:00;1,4;1,44;1,35;301;476;27;27.855;16.972;10.883;%75.0
2025-11-02 16:40:00;1,54;1,53;1,55;299;474;32;27.791;16.784;11.007;%76.0
2025-11-02 16:45:00;1,6;1,58;1,62;295;474;33;28.064;16.675;11.389;%76.0
2025-11-02 16:50:00;1,44;1,46;1,41;303;477;29;27.709;16.917;10.792;%75.0
2025-11-02 16:55:00;1,42;1,47;1,36;298;474;27;28.031;17.042;10.989;%76.0
2025-11-02 17:00:00;1,37;1,43;1,28;298;476;26;28.255;17.046;11.208;%75.0
2025-11-02 17:05:00;1,54;1,54;1,55;297;477;28;27.789;16.661;11.128;%76.0
2025-11-02 17:10:00;1,46;1,5;1,39;299;477;27;27.912;16.902;11.010;%79.0
2025-11-02 17:15:00;1,44;1,49;1,36;296;476;26;28.173;16.906;11.267;%78.0
2025-11-02 17:20:00;1,38;1,42;1,31;304;477;27;27.659;17.013;10.645;%75.0
2025-11-02 17:25:00;1,41;1,45;1,34;299;476;27;28.080;17.060;11.021;%76.0
2025-11-02 17:30:00;1,38;1,43;1,3;298;476;26;28.158;17.006;11.152;%75.0
2025-11-02 17:35:00;1,4;1,45;1,32;303;479;27;27.589;16.839;10.749;%75.0
2025-11-02 17:40:00;1,6;1,57;1,65;301;477;33;27.767;16.751;11.016;%75.0
2025-11-02 17:45:00;1,55;1,53;1,58;297;478;32;28.160;16.756;11.405;%76.0
2025-11-02 17:50:00;1,49;1,48;1,49;303;478;31;27.596;16.779;10.818;%75.0
2025-11-02 17:55:00;1,41;1,46;1,32;300;478;27;27.759;16.801;10.958;%75.0
2025-11-02 18:00:00;1,33;1,38;1,26;299;478;26;28.181;17.018;11.163;%75.0
2025-11-02 18:05:00;1,46;1,49;1,41;299;477;28;27.762;16.735;11.026;%74.0
2025-11-02 18:10:00;1,19;1,3;1,02;301;479;27;28.019;17.009;11.010;%69.0
2025-11-02 18:15:00;1,11;1,2;0,97;300;479;26;28.613;17.290;11.323;%69.0
2025-11-02 18:20:00;1,11;1,2;0,98;306;478;27;27.996;17.305;10.691;%69.0
2025-11-02 18:25:00;1,3;1,37;1,19;300;476;27;27.971;16.986;10.985;%73.0
2025-11-02 18:30:00;1,38;1,45;1,26;296;477;26;28.041;16.813;11.228;%74.0
2025-11-02 18:35:00;1,43;1,49;1,35;301;477;27;27.579;16.768;10.811;%75.0
2025-11-02 18:40:00;1,53;1,52;1,54;300;477;32;27.830;16.783;11.046;%75.0
2025-11-02 18:45:00;1,45;1,47;1,41;296;478;29;28.170;16.782;11.388;%75.0
2025-11-02 18:50:00;1,48;1,55;1,39;302;478;27;27.327;16.664;10.663;%75.0
2025-11-02 18:55:00;1,44;1,5;1,36;300;477;27;27.684;16.769;10.915;%74.0
2025-11-02 19:00:00;1,39;1,46;1,29;297;477;26;28.135;16.903;11.232;%75.0
2025-11-02 19:05:00;1,48;1,52;1,41;297;475;28;27.838;16.777;11.061;%75.0
2025-11-02 19:10:00;1,46;1,53;1,35;298;473;26;27.964;16.996;10.967;%75.0
2025-11-02 19:15:00;1,39;1,44;1,32;296;477;26;28.225;16.933;11.292;%75.0
2025-11-02 19:20:00;1,38;1,43;1,3;303;476;27;27.574;16.933;10.641;%74.0
2025-11-02 19:25:00;1,26;1,34;1,14;301;478;26;27.976;17.031;10.945;%71.0
2025-11-02 19:30:00;1,13;1,22;0,98;300;478;26;28.435;17.255;11.180;%70.0
2025-11-02 19:35:00;1,17;1,25;1,03;304;479;26;27.927;17.133;10.794;%70.0
2025-11-02 19:40:00;1,39;1,43;1,34;302;478;26;27.676;16.890;10.786;%75.0
2025-11-02 19:45:00;1,36;1,41;1,28;296;478;25;28.192;16.867;11.325;%75.0
2025-11-02 19:50:00;1,37;1,41;1,29;303;478;26;27.582;16.886;10.696;%75.0
2025-11-02 19:55:00;1,39;1,42;1,33;300;478;26;27.862;16.889;10.974;%75.0
2025-11-02 20:00:00;1,37;1,42;1,3;297;479;25;28.188;16.906;11.281;%75.0
2025-11-02 20:05:00;1,45;1,47;1,42;299;478;27;27.868;16.813;11.055;%75.0
2025-11-02 20:10:00;1,62;1,6;1,65;296;474;28;27.662;16.634;11.028;%75.0
2025-11-02 20:15:00;1,41;1,47;1,31;294;471;26;28.375;17.045;11.330;%75.0
2025-11-02 20:20:00;1,36;1,41;1,27;302;477;26;27.630;16.929;10.701;%74.0
2025-11-02 20:25:00;1,33;1,37;1,27;301;478;26;27.884;16.953;10.930;%74.0
2025-11-02 20:30:00;1,35;1,41;1,27;296;475;26;28.215;16.964;11.251;%74.0
2025-11-02 20:35:00;1,36;1,39;1,3;299;471;27;27.994;17.150;10.844;%74.0
2025-11-02 20:40:00;1,32;1,36;1,24;301;478;26;27.771;16.932;10.839;%73.0
2025-11-02 20:45:00;1,58;1,54;1,64;294;477;27;27.996;16.634;11.362;%75.0
2025-11-02 20:50:00;1,43;1,49;1,34;301;476;26;27.452;16.777;10.675;%74.0
2025-11-02 20:55:00;1,51;1,55;1,44;283;435;28;29.334;18.370;10.964;%77.0
2025-11-02 21:00:00;1,4;1,46;1,31;295;476;26;28.120;16.823;11.297;%75.0
2025-11-02 21:05:00;1,57;1,6;1,53;295;475;27;27.564;16.483;11.081;%75.0
2025-11-02 21:10:00;1,43;1,49;1,32;299;475;26;27.682;16.807;10.875;%75.0
2025-11-02 21:15:00;1,36;1,42;1,27;297;477;25;27.997;16.813;11.184;%75.0
2025-11-02 21:20:00;1,35;1,4;1,27;304;478;26;27.372;16.830;10.542;%74.0
2025-11-02 21:25:00;1,38;1,44;1,29;302;478;26;27.570;16.818;10.753;%75.0
2025-11-02 21:30:00;1,37;1,42;1,28;297;477;25;28.015;16.856;11.159;%75.0
2025-11-02 21:35:00;1,37;1,42;1,28;302;477;26;27.549;16.829;10.720;%75.0
2025-11-02 21:40:00;1,38;1,41;1,34;302;478;32;27.759;16.833;10.926;%73.0
2025-11-02 21:45:00;1,35;1,41;1,27;298;478;30;28.202;16.852;11.350;%72.0
2025-11-02 21:50:00;1,12;1,21;0,96;305;478;26;27.701;17.077;10.624;%68.0
2025-11-02 21:55:00;1,11;1,19;0,96;303;478;26;27.969;17.146;10.822;%69.0
2025-11-02 22:00:00;1,22;1,31;1,1;298;478;25;28.221;17.027;11.194;%73.0
2025-11-02 22:05:00;1,43;1,47;1,36;299;477;27;27.691;16.739;10.952;%75.0
2025-11-02 22:10:00;1,36;1,4;1,29;302;478;26;27.671;16.892;10.780;%75.0
2025-11-02 22:15:00;1,34;1,39;1,25;296;477;25;28.140;16.902;11.239;%75.0
2025-11-02 22:20:00;1,36;1,42;1,27;304;478;26;27.391;16.833;10.558;%74.0
2025-11-02 22:25:00;1,38;1,43;1,3;300;478;25;27.597;16.746;10.851;%74.0
2025-11-02 22:30:00;1,31;1,38;1,21;297;478;25;28.030;16.838;11.192;%74.0
2025-11-02 22:35:00;1,32;1,37;1,25;302;477;25;27.595;16.913;10.682;%74.0
2025-11-02 22:40:00;1,63;1,61;1,65;300;477;32;27.393;16.482;10.911;%75.0
2025-11-02 22:45:00;1,32;1,37;1,24;296;479;25;28.077;16.771;11.306;%74.0
2025-11-02 22:50:00;1,3;1,36;1,22;302;478;25;27.503;16.858;10.645;%74.0
2025-11-02 22:55:00;1,3;1,35;1,22;299;472;25;27.904;17.097;10.806;%74.0
2025-11-02 23:00:00;1,19;1,27;1,07;297;476;24;28.191;17.005;11.186;%71.0
2025-11-02 23:05:00;1,35;1,4;1,29;298;474;26;27.840;16.911;10.929;%74.0
2025-11-02 23:10:00;1,35;1,41;1,26;300;476;25;27.634;16.821;10.813;%73.0
2025-11-02 23:15:00;1,34;1,41;1,24;291;468;24;28.410;17.094;11.316;%74.0
2025-11-02 23:20:00;1,35;1,42;1,25;302;477;25;27.419;16.809;10.609;%73.0
2025-11-02 23:25:00;1,36;1,43;1,27;300;477;25;27.501;16.752;10.749;%74.0
2025-11-02 23:30:00;1,31;1,38;1,2;296;477;24;27.953;16.799;11.154;%74.0
2025-11-02 23:35:00;1,31;1,36;1,23;301;477;25;27.604;16.876;10.727;%74.0
2025-11-02 23:40:00;1,51;1,51;1,52;300;477;31;27.452;16.580;10.873;%75.0
2025-11-02 23:45:00;1,31;1,38;1,22;295;477;24;28.163;16.858;11.304;%74.0
2025-11-02 23:50:00;1,32;1,39;1,21;303;478;25;27.418;16.825;10.593;%73.0
2025-11-02 23:55:00;1,3;1,36;1,2;301;477;25;27.684;16.887;10.797;%73.0
2025-11-03 00:00:00;1,26;1,34;1,14;296;476;24;28.292;17.013;11.279;%73.0
2025-11-03 00:05:00;2,21;1,67;3,03;285;450;32;28.401;17.198;11.203;%70.0
2025-11-03 00:10:00;1,12;1,22;0,96;302;478;25;28.049;17.166;10.884;%68.0
2025-11-03 00:15:00;1,13;1,23;0,97;299;478;24;28.326;17.164;11.162;%68.0
2025-11-03 00:20:00;1,09;1,18;0,92;306;478;25;27.808;17.262;10.547;%68.0
2025-11-03 00:25:00;1,07;1,17;0,92;305;480;24;28.009;17.285;10.724;%68.0
2025-11-03 00:30:00;1,09;1,19;0,93;299;478;24;28.487;17.276;11.211;%68.0
2025-11-03 00:35:00;1,06;1,15;0,92;306;479;25;27.976;17.327;10.649;%67.0
2025-11-03 00:40:00;1,5;1,53;1,46;302;477;31;27.470;16.689;10.781;%74.0
2025-11-03 00:45:00;1,42;1,46;1,36;296;478;24;28.063;16.836;11.227;%75.0
2025-11-03 00:50:00;1,48;1,52;1,43;302;477;24;27.311;16.798;10.513;%75.0
2025-11-03 00:55:00;1,5;1,53;1,45;300;478;24;27.542;16.706;10.836;%75.0
2025-11-03 01:00:00;1,41;1,45;1,36;296;477;23;28.235;16.993;11.243;%76.0
2025-11-03 01:05:00;1,46;1,47;1,43;299;477;25;27.812;16.852;10.960;%75.0
2025-11-03 01:10:00;1,45;1,48;1,41;300;477;24;27.681;16.894;10.787;%75.0
2025-11-03 01:15:00;1,38;1,39;1,35;298;478;23;28.268;17.059;11.209;%76.0
2025-11-03 01:20:00;1,38;1,41;1,33;303;477;24;27.641;17.027;10.613;%75.0
2025-11-03 01:25:00;1,38;1,4;1,35;302;477;24;27.788;17.041;10.748;%76.0
2025-11-03 01:30:00;1,36;1,39;1,32;299;478;23;28.171;17.041;11.130;%76.0
2025-11-03 01:35:00;1,37;1,39;1,34;302;477;24;27.764;17.048;10.716;%75.0
2025-11-03 01:40:00;1,31;1,33;1,29;304;478;28;27.891;17.113;10.779;%70.0
2025-11-03 01:45:00;1,03;1,14;0,86;299;479;23;28.664;17.362;11.302;%66.0
2025-11-03 01:50:00;1,01;1,11;0,84;308;480;24;28.027;17.466;10.561;%65.0
2025-11-03 01:55:00;1,02;1,12;0,87;306;480;24;28.150;17.417;10.733;%66.0
2025-11-03 02:00:00;1,03;1,14;0,87;301;479;23;28.582;17.393;11.189;%67.0
2025-11-03 02:05:00;3,38;2,08;5,27;288;464;32;27.481;16.261;11.220;%73.0
2025-11-03 02:10:00;1,25;1,31;1,17;301;477;24;28.022;17.115;10.907;%73.0
2025-11-03 02:15:00;1,37;1,43;1,25;273;418;23;30.781;19.480;11.301;%76.0
2025-11-03 02:20:00;1,4;1,47;1,29;278;413;24;30.157;19.662;10.495;%75.0
2025-11-03 02:25:00;1,35;1,41;1,24;296;460;24;28.270;17.606;10.664;%74.0
2025-11-03 02:30:00;1,28;1,34;1,18;296;474;23;28.368;17.177;11.191;%74.0
2025-11-03 02:35:00;1,29;1,35;1,2;299;471;24;28.032;17.229;10.803;%74.0
2025-11-03 02:40:00;1,52;1,46;1,62;300;474;28;27.608;16.827;10.781;%74.0
2025-11-03 02:45:00;1,24;1,3;1,16;298;477;23;28.360;17.163;11.197;%74.0
2025-11-03 02:50:00;1,26;1,31;1,18;305;478;24;27.688;17.120;10.568;%74.0
2025-11-03 02:55:00;1,29;1,34;1,21;300;473;24;28.045;17.257;10.787;%74.0
2025-11-03 03:00:00;1,28;1,35;1,19;295;470;23;28.658;17.432;11.226;%75.0
2025-11-03 03:05:00;1,22;1,23;1,2;298;472;25;28.533;17.432;11.100;%68.0
2025-11-03 03:10:00;1,07;1,16;0,92;304;477;25;28.288;17.462;10.825;%68.0
2025-11-03 03:15:00;4,53;1,88;8,5;296;474;30;27.817;16.668;11.149;%68.0
2025-11-03 03:20:00;1,3;1,34;1,22;305;474;24;27.814;17.370;10.443;%75.0
2025-11-03 03:25:00;1,31;1,35;1,23;295;456;24;28.723;18.027;10.696;%75.0
2025-11-03 03:30:00;1,3;1,36;1,21;298;473;23;28.418;17.362;11.056;%75.0
2025-11-03 03:35:00;1,31;1,35;1,25;305;476;24;27.860;17.322;10.538;%75.0
2025-11-03 03:40:00;1,69;1,56;1,89;301;475;29;27.584;16.803;10.781;%74.0
2025-11-03 03:45:00;1,3;1,36;1,22;298;476;23;28.430;17.277;11.153;%75.0
2025-11-03 03:50:00;1,31;1,36;1,22;304;471;24;27.940;17.473;10.467;%75.0
2025-11-03 03:55:00;1,3;1,35;1,22;292;447;24;29.139;18.429;10.710;%75.0
2025-11-03 04:00:00;1,25;1,31;1,16;294;461;23;29.020;17.968;11.053;%75.0
2025-11-03 04:05:00;2,44;2,11;2,95;278;438;31;27.828;16.873;10.955;%73.0
2025-11-03 04:10:00;1,26;1,32;1,18;304;478;24;27.888;17.243;10.645;%75.0
2025-11-03 04:15:00;1,24;1,3;1,16;299;478;23;28.481;17.295;11.186;%75.0
2025-11-03 04:20:00;1,02;1,12;0,85;307;478;24;28.033;17.509;10.523;%66.0
2025-11-03 04:25:00;1,05;1,14;0,89;306;478;24;28.018;17.411;10.608;%67.0
2025-11-03 04:30:00;1,03;1,14;0,86;301;478;23;28.591;17.507;11.084;%67.0
2025-11-03 04:35:00;1,04;1,14;0,89;300;476;24;28.656;17.509;11.147;%67.0
2025-11-03 04:40:00;1,65;1,46;1,95;302;477;29;27.688;16.904;10.784;%73.0
2025-11-03 04:45:00;1,22;1,28;1,14;299;479;23;28.480;17.250;11.230;%74.0
2025-11-03 04:50:00;1,23;1,28;1,15;307;478;24;27.711;17.286;10.425;%74.0
2025-11-03 04:55:00;1,26;1,3;1,18;305;478;24;27.906;17.283;10.623;%74.0
2025-11-03 05:00:00;1,23;1,3;1,14;299;477;23;28.435;17.321;11.114;%74.0
2025-11-03 05:05:00;1,3;1,33;1,24;301;477;24;28.165;17.267;10.898;%75.0
2025-11-03 05:10:00;1,26;1,31;1,17;304;478;24;27.983;17.282;10.701;%75.0
2025-11-03 05:15:00;1,24;1,29;1,15;299;477;23;28.448;17.309;11.139;%75.0
2025-11-03 05:20:00;1,27;1,31;1,2;298;458;24;28.447;17.973;10.474;%74.0
2025-11-03 05:25:00;1,26;1,31;1,18;304;477;24;27.952;17.286;10.666;%74.0
2025-11-03 05:30:00;1,27;1,34;1,16;300;479;23;28.237;17.139;11.098;%74.0
2025-11-03 05:35:00;1,29;1,35;1,2;304;478;24;27.730;17.107;10.623;%73.0
2025-11-03 05:40:00;1,48;1,44;1,54;303;476;31;27.622;16.886;10.736;%69.0
2025-11-03 05:45:00;1,04;1,15;0,87;299;478;23;28.549;17.324;11.225;%67.0
2025-11-03 05:50:00;1,04;1,15;0,87;307;478;24;27.849;17.339;10.509;%66.0
2025-11-03 05:55:00;1,07;1,17;0,9;305;478;24;27.961;17.272;10.689;%67.0
2025-11-03 06:00:00;1,05;1,16;0,87;300;478;23;28.527;17.340;11.188;%67.0
2025-11-03 06:05:00;1,29;1,35;1,2;297;473;24;28.355;17.213;11.142;%73.0
2025-11-03 06:10:00;1,32;1,37;1,23;302;477;24;27.727;17.031;10.696;%74.0
2025-11-03 06:15:00;1,3;1,36;1,22;296;477;23;28.286;17.046;11.241;%75.0
2025-11-03 06:20:00;1,31;1,36;1,22;301;471;24;28.020;17.350;10.669;%74.0
2025-11-03 06:25:00;1,32;1,37;1,23;303;478;24;27.822;17.104;10.718;%74.0
2025-11-03 06:30:00;1,27;1,33;1,18;299;477;23;28.274;17.168;11.107;%74.0
2025-11-03 06:35:00;1,3;1,34;1,23;304;478;24;27.759;17.134;10.624;%74.0
2025-11-03 06:40:00;1,71;1,57;1,91;300;476;31;27.407;16.597;10.810;%74.0
2025-11-03 06:45:00;1,27;1,32;1,19;297;478;23;28.422;17.114;11.308;%75.0
2025-11-03 06:50:00;1,25;1,3;1,17;305;478;24;27.840;17.211;10.630;%74.0
2025-11-03 06:55:00;1,29;1,33;1,23;303;478;25;27.929;17.194;10.735;%75.0
2025-11-03 07:00:00;1,29;1,36;1,2;298;477;24;28.284;17.098;11.186;%74.0
2025-11-03 07:05:00;1,15;1,21;1,04;302;478;25;28.250;17.293;10.957;%69.0
2025-11-03 07:10:00;1,07;1,16;0,92;304;478;24;28.216;17.426;10.790;%67.0
2025-11-03 07:15:00;1,05;1,15;0,9;299;477;24;28.768;17.464;11.304;%68.0
2025-11-03 07:20:00;1,16;1,23;1,04;305;477;25;27.908;17.321;10.587;%70.0
2025-11-03 07:25:00;1,3;1,35;1,23;302;477;25;27.883;17.082;10.801;%74.0
2025-11-03 07:30:00;1,28;1,34;1,19;298;478;24;28.292;17.081;11.211;%74.0
2025-11-03 07:35:00;1,36;1,41;1,27;302;477;25;27.592;16.910;10.682;%74.0
2025-11-03 07:40:00;1,97;1,77;2,28;298;475;36;27.282;16.311;10.971;%74.0
2025-11-03 07:45:00;1,32;1,38;1,23;296;478;24;28.230;16.906;11.325;%74.0
2025-11-03 07:50:00;1,37;1,43;1,28;303;477;25;27.458;16.863;10.595;%74.0
2025-11-03 07:55:00;1,38;1,43;1,31;300;478;26;27.672;16.812;10.861;%74.0
2025-11-03 08:00:00;1,35;1,41;1,27;296;477;25;28.117;16.852;11.265;%74.0
2025-11-03 08:05:00;1,59;1,48;1,76;297;477;26;27.788;16.686;11.101;%73.0
2025-11-03 08:10:00;1,36;1,42;1,28;301;477;26;27.753;16.925;10.828;%74.0
2025-11-03 08:15:00;1,33;1,39;1,23;296;478;25;28.180;16.896;11.284;%74.0
2025-11-03 08:20:00;1,26;1,34;1,14;304;478;26;27.733;17.058;10.675;%72.0
2025-11-03 08:25:00;1,14;1,23;1;303;479;26;27.983;17.145;10.838;%68.0
2025-11-03 08:30:00;1,11;1,21;0,96;299;478;25;28.503;17.212;11.291;%68.0
2025-11-03 08:35:00;1,17;1,26;1,03;304;479;26;27.794;17.038;10.756;%69.0
2025-11-03 08:40:00;2;1,83;2,25;297;475;37;26.963;15.989;10.975;%74.0
2025-11-03 08:45:00;1,58;1,54;1,64;293;477;28;28.058;16.594;11.464;%75.0
2025-11-03 08:50:00;1,5;1,53;1,46;300;477;26;27.350;16.667;10.683;%75.0
2025-11-03 08:55:00;1,49;1,52;1,46;299;478;26;27.593;16.672;10.921;%76.0
2025-11-03 09:00:00;1,39;1,43;1,33;295;476;25;28.223;16.903;11.320;%75.0
2025-11-03 09:05:00;1,65;1,67;1,62;295;476;27;27.458;16.379;11.080;%75.0
2025-11-03 09:10:00;1,49;1,54;1,42;297;471;26;27.709;16.837;10.871;%76.0
2025-11-03 09:15:00;1,42;1,45;1,38;296;477;25;28.093;16.827;11.266;%75.0
2025-11-03 09:20:00;1,48;1,49;1,45;301;476;26;27.446;16.768;10.678;%76.0
2025-11-03 09:25:00;1,4;1,42;1,38;302;478;26;27.550;16.783;10.767;%75.0
2025-11-03 09:30:00;1,39;1,4;1,37;292;466;25;28.497;17.258;11.239;%76.0
2025-11-03 09:35:00;1,49;1,52;1,45;301;478;26;27.435;16.670;10.765;%75.0
2025-11-03 09:40:00;1,27;1,34;1,15;301;478;26;27.826;16.953;10.873;%70.0
2025-11-03 09:45:00;1,59;1,35;1,96;296;478;27;28.272;16.836;11.436;%69.0
2025-11-03 09:50:00;1,13;1,23;0,98;304;476;26;27.886;17.264;10.622;%69.0
2025-11-03 09:55:00;1,18;1,27;1,02;302;476;27;27.892;17.084;10.807;%69.0
2025-11-03 10:00:00;1,32;1,42;1,17;296;477;27;28.006;16.739;11.266;%71.0
2025-11-03 10:05:00;1,62;1,63;1,6;295;476;28;27.327;16.296;11.031;%74.0
2025-11-03 10:10:00;1,5;1,57;1,4;298;477;27;27.427;16.496;10.931;%74.0
2025-11-03 10:15:00;1,47;1,56;1,34;293;476;26;27.896;16.538;11.358;%75.0
