Tuzla TZLTOCDELLOSS01;Latency;Read Latency;Write Latency;Avg. Size;Read Size;Write Size;Total IOPS;Read IOPS;Write IOPS;CPU Utilization
2025-10-22 08:00:00;1,64;1,77;1,58;163;445;37;19.260;5.968;13.291;%67.0
2025-10-22 09:00:00;1,87;1,9;1,86;160;442;41;19.773;5.853;13.921;%66.0
2025-10-22 10:00:00;2,38;2,06;2,51;164;443;45;18.994;5.670;13.324;%70.0
2025-10-22 11:00:00;2,46;2,07;2,63;167;444;48;18.922;5.676;13.246;%65.0
2025-10-22 12:00:00;3,05;2,37;3,36;177;444;55;17.070;5.366;11.704;%75.0
2025-10-22 13:00:00;3;2,41;3,26;173;443;53;18.040;5.531;12.509;%69.0
2025-10-22 14:00:00;3,34;2,61;3,67;175;441;56;17.549;5.431;12.117;%72.0
2025-10-22 15:00:00;3,56;3,08;3,79;181;438;58;17.284;5.600;11.684;%74.0
2025-10-22 16:00:00;3,02;2,35;3,32;173;443;55;17.972;5.464;12.508;%70.0
2025-10-22 17:00:00;3,31;2,61;3,62;176;442;58;17.265;5.322;11.943;%73.0
2025-10-22 18:00:00;3,13;2,39;3,47;177;444;57;17.340;5.373;11.966;%73.0
2025-10-22 19:00:00;2,89;2,26;3,16;174;443;54;17.861;5.504;12.357;%70.0
2025-10-22 20:00:00;2,7;2,19;2,93;171;444;50;18.021;5.544;12.477;%69.0
2025-10-22 21:00:00;2,44;2,08;2,61;172;444;48;18.110;5.673;12.436;%70.0
2025-10-22 22:00:00;2,13;1,94;2,22;168;445;44;18.633;5.792;12.841;%68.0
2025-10-22 23:00:00;2,13;2,86;1,77;172;437;42;19.032;6.302;12.730;%67.0
2025-10-23 00:00:00;1,69;2,04;1,52;167;438;38;19.366;6.231;13.135;%65.0
2025-10-23 01:00:00;1,44;1,88;1,24;160;440;34;20.306;6.277;14.028;%61.0
2025-10-23 02:00:00;1,41;1,68;1,28;162;442;34;19.700;6.155;13.545;%63.0
2025-10-23 03:00:00;2,58;3,04;2,35;182;436;57;18.824;6.192;12.632;%71.0
2025-10-23 04:00:00;2,95;3,05;2,9;185;425;60;18.094;6.211;11.883;%73.0
2025-10-23 05:00:00;3,77;3,21;4,05;180;411;65;17.613;5.843;11.770;%73.0
2025-10-23 06:00:00;3,92;3,2;4,27;178;440;52;16.974;5.482;11.492;%75.0
2025-10-23 07:00:00;1,67;1,81;1,61;174;445;36;17.660;5.932;11.728;%76.0
2025-10-23 08:00:00;1,61;1,78;1,54;162;444;37;19.360;5.965;13.395;%65.0
2025-10-23 09:00:00;2,01;2,1;1,97;160;439;42;19.572;5.830;13.742;%66.0
2025-10-23 10:00:00;2,27;2,11;2,34;160;441;45;19.124;5.564;13.560;%69.0
2025-10-23 11:00:00;2,76;2,15;3,03;171;443;51;18.064;5.569;12.496;%70.0
2025-10-23 12:00:00;3,08;2,39;3,38;172;440;54;18.107;5.567;12.540;%68.0
2025-10-23 13:00:00;3,42;2,66;3,77;179;440;58;17.018;5.399;11.619;%75.0
2025-10-23 14:00:00;3,09;2,31;3,43;176;443;56;17.671;5.453;12.218;%71.0
2025-10-23 15:00:00;3,36;2,55;3,73;176;439;56;17.682;5.507;12.175;%71.0
2025-10-23 16:00:00;3,24;2,38;3,62;176;443;57;17.571;5.414;12.157;%72.0
2025-10-23 17:00:00;3,21;2,43;3,56;176;442;58;17.475;5.379;12.097;%73.0
2025-10-23 18:00:00;3,27;2,47;3,62;173;443;56;17.642;5.326;12.316;%71.0
2025-10-23 19:00:00;3,28;2,86;3,47;175;434;55;17.766;5.623;12.144;%71.0
2025-10-23 20:00:00;2,81;2,26;3,05;173;442;52;17.813;5.512;12.301;%71.0
2025-10-23 21:00:00;2,58;2,12;2,79;170;443;48;18.056;5.573;12.483;%70.0
2025-10-23 22:00:00;2,2;2,15;2,22;168;440;45;18.709;5.850;12.859;%67.0
2025-10-23 23:00:00;1,75;1,8;1,73;165;443;41;19.091;5.899;13.192;%66.0
2025-10-24 00:00:00;1,47;1,71;1,37;161;440;37;19.902;6.123;13.779;%62.0
2025-10-24 01:00:00;1,44;1,7;1,32;163;441;37;19.606;6.108;13.498;%66.0
2025-10-24 02:00:00;1,43;1,79;1,26;162;440;36;19.492;6.085;13.407;%65.0
2025-10-24 03:00:00;2,99;3,24;2,87;185;434;60;18.496;6.204;12.292;%72.0
2025-10-24 04:00:00;2,46;2,7;2,34;179;419;53;18.277;6.277;12.000;%74.0
2025-10-24 05:00:00;7,3;4,97;8,38;181;417;73;16.504;5.210;11.295;%71.0
2025-10-24 06:00:00;7;4,28;8,19;175;437;59;16.069;4.912;11.156;%74.0
2025-10-24 07:00:00;1,79;1,92;1,72;171;445;37;17.387;5.721;11.667;%76.0
2025-10-24 08:00:00;1,7;1,84;1,63;164;444;39;18.827;5.791;13.037;%69.0
2025-10-24 09:00:00;1,93;1,89;1,95;161;442;42;19.587;5.811;13.777;%66.0
2025-10-24 10:00:00;2,5;2,1;2,67;164;442;46;18.977;5.637;13.340;%68.0
2025-10-24 11:00:00;2,86;2,29;3,12;173;444;53;17.734;5.453;12.281;%71.0
2025-10-24 12:00:00;3,13;2,39;3,45;173;444;55;17.605;5.368;12.237;%71.0
2025-10-24 13:00:00;3,33;2,41;3,75;177;443;58;17.178;5.313;11.865;%73.0
2025-10-24 14:00:00;3,3;2,42;3,68;175;443;57;17.439;5.331;12.108;%72.0
2025-10-24 15:00:00;3,33;2,45;3,72;175;443;58;17.452;5.324;12.128;%72.0
2025-10-24 16:00:00;3,49;2,49;3,92;175;443;58;17.466;5.295;12.171;%71.0
2025-10-24 17:00:00;3,69;2,56;4,2;179;443;61;16.979;5.247;11.732;%75.0
2025-10-24 18:00:00;4,26;4,77;3,99;185;424;61;17.387;5.963;11.424;%75.0
2025-10-24 19:00:00;5,7;7,07;4,76;205;410;64;17.493;7.119;10.374;%78.0
2025-10-24 20:00:00;3,28;2,92;3,46;178;439;54;17.537;5.656;11.881;%73.0
2025-10-24 21:00:00;2,71;2,27;2,91;172;441;50;18.026;5.618;12.408;%71.0
2025-10-24 22:00:00;2,23;2,12;2,28;168;441;46;18.820;5.827;12.994;%67.0
2025-10-24 23:00:00;1,94;1,91;1,96;167;444;43;18.875;5.838;13.038;%67.0
2025-10-25 00:00:00;1,75;1,87;1,69;164;440;40;19.173;5.925;13.248;%66.0
2025-10-25 01:00:00;1,64;1,8;1,57;162;441;38;19.507;6.003;13.504;%66.0
2025-10-25 02:00:00;1,51;1,77;1,39;164;442;37;19.656;6.166;13.490;%65.0
2025-10-25 03:00:00;2,56;3,03;2,33;183;434;58;18.822;6.282;12.541;%72.0
2025-10-25 04:00:00;2,35;2,59;2,23;178;412;56;18.345;6.270;12.075;%74.0
2025-10-25 05:00:00;2,94;2,96;2,93;185;430;64;18.013;5.937;12.076;%73.0
2025-10-25 06:00:00;3,39;2,97;3,58;177;439;61;17.419;5.338;12.080;%73.0
2025-10-25 07:00:00;1,87;1,98;1,82;174;444;40;17.510;5.797;11.713;%76.0
2025-10-25 08:00:00;1,45;1,73;1,33;162;444;36;19.207;5.932;13.275;%67.0
2025-10-25 09:00:00;1,47;1,7;1,37;156;443;36;20.543;6.030;14.513;%62.0
2025-10-25 10:00:00;1,84;1,89;1,82;160;442;41;19.736;5.841;13.895;%66.0
2025-10-25 11:00:00;2,42;2,15;2,54;169;444;49;18.084;5.512;12.572;%69.0
2025-10-25 12:00:00;2,55;2,12;2,74;169;444;50;18.402;5.566;12.836;%67.0
2025-10-25 13:00:00;2,96;2,29;3,26;174;444;54;17.673;5.425;12.248;%71.0
2025-10-25 14:00:00;3,09;2,32;3,42;175;444;56;17.618;5.418;12.200;%72.0
2025-10-25 15:00:00;3,43;2,75;3,74;177;439;58;17.277;5.390;11.887;%74.0
2025-10-25 16:00:00;3,32;2,56;3,66;175;440;56;17.692;5.459;12.233;%71.0
2025-10-25 17:00:00;3,31;2,52;3,66;177;443;58;17.218;5.356;11.862;%74.0
2025-10-25 18:00:00;3,22;2,37;3,6;175;444;56;17.520;5.381;12.139;%72.0
2025-10-25 19:00:00;3,06;2,36;3,38;174;444;55;17.592;5.406;12.185;%72.0
2025-10-25 20:00:00;2,83;2,27;3,08;173;444;53;17.748;5.462;12.285;%71.0
2025-10-25 21:00:00;2,57;2,11;2,76;169;444;49;18.388;5.595;12.792;%68.0
2025-10-25 22:00:00;2,21;2,01;2,3;168;443;46;18.690;5.743;12.947;%67.0
2025-10-25 23:00:00;1,95;1,94;1,95;168;444;44;18.682;5.757;12.925;%68.0
2025-10-26 00:00:00;1,78;1,91;1,72;165;441;42;18.990;5.869;13.122;%67.0
2025-10-26 01:00:00;1,64;1,83;1,55;161;442;39;19.479;5.932;13.547;%65.0
2025-10-26 02:00:00;1,39;1,76;1,23;159;441;36;20.082;6.084;13.997;%61.0
2025-10-26 03:00:00;2,95;3,33;2,76;186;429;62;18.449;6.229;12.220;%72.0
2025-10-26 04:00:00;2,4;2,52;2,34;172;413;52;18.441;6.166;12.274;%73.0
2025-10-26 05:00:00;2,96;2,95;2,96;180;435;63;17.949;5.658;12.291;%72.0
2025-10-26 06:00:00;3,27;2,87;3,45;177;439;59;17.615;5.464;12.151;%72.0
2025-10-26 07:00:00;1,69;1,86;1,6;175;446;38;17.546;5.896;11.649;%77.0
2025-10-26 08:00:00;1,28;1,63;1,12;159;444;34;19.972;6.116;13.857;%63.0
2025-10-26 09:00:00;1,26;1,59;1,12;155;442;34;20.836;6.173;14.663;%61.0
2025-10-26 10:00:00;1,58;1,77;1,49;157;443;38;19.955;5.889;14.066;%65.0
2025-10-26 11:00:00;1,9;1,94;1,88;165;444;44;18.702;5.671;13.031;%67.0
2025-10-26 12:00:00;2,29;2,09;2,38;170;445;48;18.196;5.593;12.603;%69.0
2025-10-26 13:00:00;2,48;2,15;2,63;170;444;49;18.064;5.557;12.508;%69.0
2025-10-26 14:00:00;2,6;2,19;2,78;169;444;47;18.173;5.556;12.617;%69.0
2025-10-26 15:00:00;2,72;2,15;2,98;171;444;49;18.046;5.597;12.450;%70.0
2025-10-26 16:00:00;3,08;2,26;3,45;174;443;51;17.501;5.490;12.011;%72.0
2025-10-26 17:00:00;2,78;2,11;3,07;170;443;49;18.337;5.611;12.725;%67.0
2025-10-26 18:00:00;2,95;2,24;3,28;174;444;51;17.571;5.501;12.070;%72.0
2025-10-26 19:00:00;2,72;2,15;2,98;171;445;48;17.980;5.557;12.423;%69.0
2025-10-26 20:00:00;2,5;2,12;2,67;168;443;47;18.102;5.546;12.556;%69.0
2025-10-26 21:00:00;2,4;2,08;2,55;170;444;45;17.958;5.636;12.322;%71.0
2025-10-26 22:00:00;1,87;1,83;1,88;163;443;40;19.238;5.879;13.359;%65.0
2025-10-26 23:00:00;1,77;1,82;1,75;166;443;39;18.771;5.886;12.886;%69.0
2025-10-27 00:00:00;1,52;1,74;1,42;163;441;35;19.414;6.090;13.324;%65.0
2025-10-27 01:00:00;1,26;1,62;1,1;157;441;32;20.589;6.289;14.300;%60.0
2025-10-27 02:00:00;1,39;1,77;1,22;161;442;33;19.896;6.271;13.624;%64.0
2025-10-27 03:00:00;2,49;2,88;2,3;181;433;53;18.607;6.267;12.340;%72.0
2025-10-27 04:00:00;2,43;2,59;2,35;176;418;50;18.412;6.302;12.110;%73.0
2025-10-27 05:00:00;2,75;2,65;2,79;177;438;62;18.017;5.516;12.501;%72.0
2025-10-27 06:00:00;2,52;2,54;2,51;176;441;45;17.649;5.845;11.804;%75.0
2025-10-27 07:00:00;1,2;1,57;1,02;160;445;30;19.933;6.221;13.712;%63.0
2025-10-27 08:00:00;1,39;1,64;1,29;159;444;34;20.158;6.134;14.025;%62.0
2025-10-27 09:00:00;1,87;1,87;1,87;160;443;39;19.631;5.877;13.754;%67.0
2025-10-27 10:00:00;2,14;1,98;2,21;161;442;43;19.466;5.789;13.678;%68.0
2025-10-27 11:00:00;2,43;2,05;2,59;166;443;47;18.802;5.687;13.115;%65.0
2025-10-27 12:00:00;2,71;2,23;2,93;172;444;51;17.799;5.504;12.295;%71.0
2025-10-27 13:00:00;2,88;2,21;3,18;174;443;52;17.772;5.515;12.256;%71.0
2025-10-27 14:00:00;4,58;5,8;3,84;191;415;57;17.835;6.676;11.159;%76.0
2025-10-27 15:00:00;3,13;2,63;3,36;176;439;54;17.662;5.597;12.064;%72.0
2025-10-27 16:00:00;2,96;2,35;3,23;172;442;54;17.670;5.395;12.275;%71.0
2025-10-27 17:00:00;3,47;3,23;3,6;180;433;56;17.505;5.748;11.757;%74.0
2025-10-27 18:00:00;3,13;2,48;3,43;176;441;55;17.439;5.481;11.957;%73.0
2025-10-27 19:00:00;2,98;2,35;3,28;177;444;53;17.158;5.435;11.722;%74.0
2025-10-27 20:00:00;4,33;5,94;3,32;191;413;52;18.441;7.110;11.331;%73.0
2025-10-27 21:00:00;2,85;3,08;2,74;178;432;47;17.731;6.010;11.721;%74.0
2025-10-27 22:00:00;1,96;2;1,94;168;443;42;18.586;5.845;12.741;%68.0
2025-10-27 23:00:00;2,04;2,43;1,86;168;438;41;18.838;6.050;12.788;%67.0
2025-10-28 00:00:00;1,87;1,87;1,87;165;440;40;19.046;5.945;13.101;%66.0
2025-10-28 01:00:00;1,41;1,69;1,28;161;441;34;19.786;6.160;13.626;%65.0
2025-10-28 02:00:00;1,29;1,67;1,11;162;442;33;19.613;6.200;13.413;%67.0
2025-10-28 03:00:00;2,63;3,05;2,42;181;434;55;18.813;6.246;12.567;%71.0
2025-10-28 04:00:00;2,29;2,56;2,15;174;412;49;18.632;6.432;12.200;%73.0
2025-10-28 05:00:00;3,03;3,08;3,01;181;431;62;18.000;5.796;12.203;%72.0
2025-10-28 06:00:00;4,91;3,32;5,62;174;438;56;16.905;5.240;11.665;%74.0
2025-10-28 07:00:00;1,63;1,8;1,55;165;446;35;18.936;5.953;12.983;%74.0
2025-10-28 08:00:00;1,59;1,75;1,51;166;445;36;18.956;6.008;12.947;%69.0
2025-10-28 09:00:00;1,77;1,84;1,73;157;443;38;20.236;5.945;14.291;%65.0
2025-10-28 10:00:00;2,22;2,11;2,26;161;441;43;19.523;5.801;13.722;%68.0
2025-10-28 11:00:00;2,77;2,4;2,94;173;441;50;17.989;5.673;12.316;%71.0
2025-10-28 12:00:00;2,84;2,53;2,98;172;442;51;18.063;5.614;12.449;%70.0
2025-10-28 13:00:00;3,1;2,84;3,23;174;439;54;18.035;5.652;12.382;%70.0
2025-10-28 14:00:00;3,23;2,85;3,41;177;440;56;17.455;5.518;11.937;%73.0
2025-10-28 15:00:00;2,99;2,67;3,13;174;440;53;17.801;5.574;12.228;%71.0
2025-10-28 16:00:00;3,03;2,36;3,34;173;443;53;17.460;5.376;12.084;%72.0
2025-10-28 17:00:00;3,54;3,82;3,39;180;429;53;18.081;6.089;11.992;%72.0
2025-10-28 18:00:00;3;2,54;3,21;176;441;52;17.638;5.604;12.034;%73.0
2025-10-28 19:00:00;3,12;2,91;3,22;177;441;51;17.699;5.693;12.006;%72.0
2025-10-28 20:00:00;2,36;2,06;2,5;169;444;47;18.255;5.618;12.637;%69.0
2025-10-28 21:00:00;2,12;1,97;2,19;167;444;44;18.616;5.728;12.888;%67.0
2025-10-28 22:00:00;1,8;1,85;1,78;163;444;41;19.283;5.834;13.449;%64.0
2025-10-28 23:00:00;1,76;1,81;1,74;165;444;39;19.079;5.909;13.170;%66.0
2025-10-29 00:00:00;1,55;1,74;1,47;163;440;37;19.355;6.074;13.280;%66.0
2025-10-29 01:00:00;1,41;1,71;1,28;161;442;34;19.579;6.067;13.513;%66.0
2025-10-29 02:00:00;1,27;1,69;1,08;160;443;33;20.226;6.243;13.983;%61.0
2025-10-29 03:00:00;2,45;2,95;2,19;182;435;55;18.720;6.265;12.455;%73.0
2025-10-29 04:00:00;2,58;2,71;2,51;178;412;55;18.404;6.323;12.081;%73.0
2025-10-29 05:00:00;4,73;3,62;5,24;181;430;67;17.083;5.356;11.727;%73.0
2025-10-29 06:00:00;3,16;2,96;3,25;174;439;48;17.440;5.611;11.829;%75.0
2025-10-29 07:00:00;1,74;1,84;1,69;165;446;36;18.563;5.860;12.702;%76.0
2025-10-29 08:00:00;1,33;1,61;1,2;160;444;32;19.961;6.205;13.756;%64.0
2025-10-29 09:00:00;1,65;1,74;1,6;156;442;35;20.283;6.043;14.240;%64.0
2025-10-29 10:00:00;1,92;1,93;1,91;160;443;40;19.366;5.785;13.581;%69.0
2025-10-29 11:00:00;2,29;2,01;2,41;167;444;45;18.717;5.715;13.002;%67.0
2025-10-29 12:00:00;2,53;2,28;2,63;170;442;48;18.441;5.717;12.724;%68.0
2025-10-29 13:00:00;2,96;2,26;3,28;175;444;51;17.440;5.494;11.945;%73.0
2025-10-29 14:00:00;2,61;2,12;2,82;167;444;48;18.815;5.629;13.185;%65.0
2025-10-29 15:00:00;3,28;2,35;3,71;177;443;54;17.069;5.407;11.662;%75.0
2025-10-29 16:00:00;3,01;2,25;3,35;172;444;51;17.920;5.513;12.407;%70.0
2025-10-29 17:00:00;2,99;2,29;3,31;171;442;51;18.192;5.593;12.599;%69.0
2025-10-29 18:00:00;2,99;2,33;3,29;174;443;52;17.730;5.539;12.190;%72.0
2025-10-29 19:00:00;2,88;2,24;3,17;172;444;51;17.706;5.475;12.232;%72.0
2025-10-29 20:00:00;2,48;2,12;2,63;166;444;47;18.528;5.579;12.950;%68.0
2025-10-29 21:00:00;2,21;2,03;2,29;165;444;44;18.833;5.714;13.119;%66.0
2025-10-29 22:00:00;1,97;1,92;1,99;165;443;42;18.783;5.756;13.027;%68.0
2025-10-29 23:00:00;1,75;1,89;1,68;166;443;40;19.092;6.004;13.088;%67.0
2025-10-30 00:00:00;1,52;1,72;1,43;163;440;37;19.421;6.079;13.343;%65.0
2025-10-30 01:00:00;1,29;1,63;1,14;161;442;34;19.923;6.202;13.721;%65.0
2025-10-30 02:00:00;1,29;1,69;1,11;162;442;34;20.299;6.386;13.912;%61.0
2025-10-30 03:00:00;2,54;2,96;2,33;181;430;54;18.713;6.313;12.400;%73.0
2025-10-30 04:00:00;2,41;2,54;2,33;176;415;53;18.502;6.310;12.192;%73.0
2025-10-30 05:00:00;3,07;2,8;3,19;177;437;61;17.901;5.555;12.346;%71.0
2025-10-30 06:00:00;4,13;3,2;4,55;174;440;52;17.107;5.393;11.714;%73.0
2025-10-30 07:00:00;1,65;1,78;1,59;175;446;35;17.515;5.939;11.577;%77.0
2025-10-30 08:00:00;1,7;1,79;1,66;167;445;38;18.683;5.951;12.731;%70.0
2025-10-30 09:00:00;1,77;1,78;1,77;159;443;40;20.200;5.983;14.217;%63.0
2025-10-30 10:00:00;2,22;2,03;2,3;162;441;44;19.201;5.710;13.491;%69.0
2025-10-30 11:00:00;2,81;2,18;3,1;171;444;50;17.856;5.505;12.351;%70.0
2025-10-30 12:00:00;3,11;2,57;3,35;172;437;53;18.091;5.621;12.470;%69.0
2025-10-30 13:00:00;3,26;2,48;3,62;178;440;56;17.195;5.471;11.724;%74.0
2025-10-30 14:00:00;3,05;2,33;3,37;174;443;54;17.718;5.463;12.254;%71.0
2025-10-30 15:00:00;3,71;3,73;3,7;181;426;56;17.881;6.039;11.842;%73.0
2025-10-30 16:00:00;3,2;2,41;3,55;177;442;57;17.131;5.352;11.779;%74.0
2025-10-30 17:00:00;3,8;3,56;3,91;179;436;58;17.107;5.485;11.622;%75.0
2025-10-30 18:00:00;3,26;2,63;3,54;174;440;55;17.714;5.474;12.241;%72.0
2025-10-30 19:00:00;4,6;5,28;4,19;195;420;59;17.379;6.550;10.829;%77.0
2025-10-30 20:00:00;2,84;2,53;2,98;175;440;50;18.025;5.784;12.241;%72.0
2025-10-30 21:00:00;2,36;2,15;2,46;167;441;46;18.587;5.691;12.896;%68.0
2025-10-30 22:00:00;2,03;2,08;2,01;166;441;42;19.155;5.949;13.206;%66.0
2025-10-30 23:00:00;2,3;3,15;1,86;173;428;41;19.599;6.724;12.876;%67.0
2025-10-31 00:00:00;2,49;3,81;1,75;177;425;39;19.506;6.957;12.548;%69.0
2025-10-31 01:00:00;1,47;1,72;1,36;161;442;35;19.760;6.091;13.669;%65.0
2025-10-31 02:00:00;1,39;1,75;1,23;162;442;35;19.777;6.178;13.599;%64.0
2025-10-31 03:00:00;2,57;3,09;2,33;177;433;54;19.219;6.230;12.989;%69.0
2025-10-31 04:00:00;2,97;3,05;2,93;180;426;63;17.958;5.795;12.163;%72.0
2025-10-31 05:00:00;3,88;3,38;4,14;180;410;58;17.629;6.071;11.558;%74.0
2025-10-31 06:00:00;3,67;3,05;3,96;176;439;53;17.294;5.527;11.767;%75.0
2025-10-31 07:00:00;1,59;1,74;1,52;172;446;35;17.930;5.986;11.945;%75.0
2025-10-31 08:00:00;1,5;1,66;1,43;162;444;36;19.800;6.119;13.681;%63.0
2025-10-31 09:00:00;4,21;6,43;2,73;189;403;46;19.781;7.917;11.864;%72.0
2025-10-31 10:00:00;2,97;3,81;2,55;171;425;46;19.432;6.406;13.026;%71.0
2025-10-31 11:00:00;2,83;2,65;2,91;174;438;51;17.985;5.705;12.279;%71.0
2025-10-31 12:00:00;2,97;2,4;3,22;172;440;52;17.946;5.545;12.401;%70.0
2025-10-31 13:00:00;2,99;2,29;3,29;171;443;53;17.829;5.395;12.434;%70.0
2025-10-31 14:00:00;3,3;2,43;3,69;175;443;56;17.225;5.302;11.923;%73.0
2025-10-31 15:00:00;3,34;3,07;3,46;176;440;56;17.672;5.527;12.145;%72.0
2025-10-31 16:00:00;3,26;2,45;3,63;177;442;57;17.306;5.384;11.922;%73.0
2025-10-31 17:00:00;3,53;2,56;3,96;177;443;58;17.225;5.303;11.922;%73.0
2025-10-31 18:00:00;3,08;2,34;3,42;176;442;56;17.567;5.461;12.106;%72.0
2025-10-31 19:00:00;3,08;2,84;3,19;176;438;54;17.881;5.670;12.211;%71.0
2025-10-31 20:00:00;3,93;4,62;3,55;187;429;55;17.423;6.158;11.265;%76.0
2025-10-31 21:00:00;3,04;2,67;3,21;175;438;53;17.821;5.650;12.171;%72.0
2025-10-31 22:00:00;2,18;1,97;2,28;168;444;45;18.638;5.742;12.896;%68.0
2025-10-31 23:00:00;1,95;2,34;1,77;166;439;41;19.396;6.121;13.275;%66.0
2025-11-01 00:00:00;1,73;2,12;1,55;166;437;39;19.369;6.200;13.169;%66.0
2025-11-01 01:00:00;1,47;1,74;1,35;161;442;36;19.706;6.052;13.654;%65.0
2025-11-01 02:00:00;1,41;1,79;1,24;163;442;36;19.945;6.250;13.696;%63.0
2025-11-01 03:00:00;2,64;3,01;2,46;186;432;57;18.527;6.337;12.189;%74.0
2025-11-01 04:00:00;2,34;2,5;2,26;177;415;53;18.512;6.362;12.150;%74.0
2025-11-01 05:00:00;2,74;2,94;2,64;183;433;62;18.171;5.941;12.230;%73.0
2025-11-01 06:00:00;3,07;2,87;3,16;180;437;61;17.655;5.599;12.055;%74.0
2025-11-01 07:00:00;1,55;1,74;1,46;171;445;35;18.109;6.017;12.093;%73.0
2025-11-01 08:00:00;1,3;1,57;1,18;160;444;33;20.216;6.247;13.969;%63.0
2025-11-01 09:00:00;1,41;1,66;1,31;156;443;35;20.649;6.129;14.521;%62.0
2025-11-01 10:00:00;1,75;1,85;1,71;160;442;40;19.870;5.928;13.942;%66.0
2025-11-01 11:00:00;2,19;2,01;2,27;168;444;47;18.565;5.691;12.874;%68.0
2025-11-01 12:00:00;2,66;2,14;2,89;173;444;51;17.857;5.537;12.320;%71.0
2025-11-01 13:00:00;2,92;2,23;3,22;172;444;52;18.121;5.522;12.599;%69.0
2025-11-01 14:00:00;3,06;2,33;3,39;177;444;56;17.381;5.418;11.963;%73.0
2025-11-01 15:00:00;3,14;2,34;3,49;174;444;55;17.703;5.435;12.268;%71.0
2025-11-01 16:00:00;3,27;2,39;3,67;176;442;56;17.374;5.388;11.986;%73.0
2025-11-01 17:00:00;3,22;2,43;3,58;175;444;56;17.333;5.313;12.020;%73.0
2025-11-01 18:00:00;3,09;2,34;3,43;174;443;55;17.628;5.416;12.212;%71.0
2025-11-01 19:00:00;3,05;2,37;3,36;176;444;55;17.132;5.339;11.794;%74.0
2025-11-01 20:00:00;2,77;2,21;3,02;172;444;51;18.004;5.528;12.476;%70.0
2025-11-01 21:00:00;2,41;2,1;2,55;170;443;48;18.303;5.669;12.634;%67.0
2025-11-01 22:00:00;2,18;2,02;2,26;168;444;45;18.515;5.721;12.795;%68.0
2025-11-01 23:00:00;1,99;1,98;1,99;168;445;44;18.502;5.743;12.759;%69.0
2025-11-02 00:00:00;1,78;1,85;1,74;165;442;40;19.008;5.928;13.080;%68.0
2025-11-02 01:00:00;1,59;1,81;1,49;162;442;37;19.414;5.997;13.418;%67.0
2025-11-02 02:00:00;1,51;1,85;1,35;165;443;37;19.561;6.170;13.391;%65.0
2025-11-02 03:00:00;2,75;3,14;2,56;179;431;57;18.799;6.149;12.649;%71.0
2025-11-02 04:00:00;2,25;2,42;2,16;173;416;50;18.573;6.252;12.321;%74.0
2025-11-02 05:00:00;2,98;3,1;2,92;182;435;62;17.966;5.781;12.185;%73.0
2025-11-02 06:00:00;2,94;2,74;3,03;176;440;55;17.616;5.539;12.076;%73.0
2025-11-02 07:00:00;1,79;2;1,68;176;444;41;17.968;6.002;11.966;%74.0
2025-11-02 08:00:00;1,18;1,56;1,01;159;445;32;20.234;6.209;14.025;%62.0
2025-11-02 09:00:00;1,32;1,62;1,2;155;443;33;20.846;6.173;14.674;%62.0
2025-11-02 10:00:00;1,51;1,74;1,42;158;443;37;20.227;6.031;14.196;%65.0
2025-11-02 11:00:00;1,85;1,89;1,83;167;445;43;18.847;5.830;13.017;%67.0
2025-11-02 12:00:00;2,04;1,95;2,07;166;444;45;18.979;5.757;13.222;%66.0
2025-11-02 13:00:00;2,4;2,05;2,56;168;444;48;18.616;5.655;12.960;%67.0
2025-11-02 14:00:00;2,91;2,24;3,21;174;444;52;17.659;5.483;12.175;%72.0
2025-11-02 15:00:00;2,75;2,2;2,99;170;444;51;18.249;5.533;12.717;%68.0
2025-11-02 16:00:00;3,01;2,22;3,36;172;444;53;17.911;5.468;12.443;%70.0
2025-11-02 17:00:00;3,11;2,26;3,5;176;444;55;17.408;5.436;11.972;%73.0
2025-11-02 18:00:00;2,83;2,2;3,11;172;444;52;18.151;5.564;12.587;%69.0
2025-11-02 19:00:00;2,76;2,18;3,02;174;445;52;17.841;5.530;12.311;%70.0
2025-11-02 20:00:00;2,74;2,29;2,95;174;442;51;17.660;5.576;12.084;%73.0
2025-11-02 21:00:00;2,37;2,08;2,5;170;444;47;18.304;5.649;12.655;%70.0
2025-11-02 22:00:00;2,02;2,05;2;169;444;45;18.472;5.770;12.702;%70.0
2025-11-02 23:00:00;1,75;1,89;1,69;166;445;42;18.838;5.814;13.024;%68.0
2025-11-03 00:00:00;1,53;1,75;1,43;161;440;38;19.823;6.073;13.750;%63.0
2025-11-03 01:00:00;1,44;1,74;1,31;161;442;36;19.603;6.041;13.561;%66.0
2025-11-03 02:00:00;1,37;1,7;1,22;163;442;35;19.791;6.193;13.598;%65.0
2025-11-03 03:00:00;2,56;3,05;2,31;184;432;58;18.615;6.281;12.334;%73.0
2025-11-03 04:00:00;2,19;2,4;2,08;178;420;52;18.463;6.314;12.149;%74.0
2025-11-03 05:00:00;2,9;2,93;2,88;184;437;67;17.791;5.615;12.176;%72.0
2025-11-03 06:00:00;2,48;2,46;2,5;176;443;49;17.533;5.631;11.902;%76.0
2025-11-03 07:00:00;1,41;1,66;1,29;164;446;34;19.122;6.049;13.073;%68.0
2025-11-03 08:00:00;1,43;1,67;1,33;161;444;37;19.937;6.046;13.891;%63.0
2025-11-03 09:00:00;1,92;1,9;1,93;160;443;42;19.841;5.831;14.010;%66.0
