Pursaklar ANKTOCDELLAPP02;Latency;Read Latency;Write Latency;Avg. Size;Read Size;Write Size;Total IOPS;Read IOPS;Write IOPS;CPU Utilization
2025-10-08 06:00:00;0,65;0,92;0,31;270;471;21;8.542;4.729;3.813;%11.0
2025-10-08 07:00:00;0,62;0,87;0,32;267;461;23;5.107;2.841;2.266;%11.0
2025-10-08 08:00:00;0,63;0,87;0,32;265;460;24;5.115;2.830;2.284;%11.0
2025-10-08 09:00:00;0,66;0,96;0,31;270;478;21;15.481;8.428;7.053;%18.0
2025-10-08 10:00:00;0,68;0,94;0,36;267;469;23;8.556;4.677;3.879;%32.0
2025-10-08 11:00:00;0,65;0,93;0,33;266;471;24;8.616;4.654;3.962;%20.0
2025-10-08 12:00:00;0,66;0,93;0,33;266;471;24;8.691;4.710;3.981;%20.0
2025-10-08 13:00:00;0,66;0,93;0,33;267;471;25;8.575;4.654;3.921;%19.0
2025-10-08 14:00:00;0,65;0,93;0,33;266;471;25;8.553;4.624;3.929;%16.0
2025-10-08 15:00:00;0,68;0,94;0,37;267;471;25;8.488;4.603;3.884;%24.0
2025-10-08 16:00:00;0,66;0,93;0,33;268;470;25;8.595;4.697;3.898;%12.0
2025-10-08 17:00:00;0,66;0,92;0,33;270;469;26;8.609;4.745;3.864;%20.0
2025-10-08 18:00:00;0,66;0,92;0,33;270;469;25;8.619;4.753;3.866;%20.0
2025-10-08 19:00:00;0,66;0,92;0,33;270;470;25;8.621;4.757;3.864;%20.0
2025-10-08 20:00:00;0,69;0,94;0,37;270;469;25;8.603;4.738;3.864;%32.0
2025-10-08 21:00:00;0,66;0,93;0,34;269;469;24;8.580;4.709;3.871;%20.0
2025-10-08 22:00:00;0,66;0,93;0,32;268;468;24;8.531;4.695;3.836;%20.0
2025-10-08 23:00:00;0,66;0,93;0,32;269;466;23;8.582;4.755;3.828;%20.0
2025-10-09 00:00:00;0,66;0,93;0,32;269;467;23;8.578;4.753;3.826;%19.0
2025-10-09 01:00:00;0,65;0,92;0,32;265;459;22;8.626;4.792;3.834;%19.0
2025-10-09 02:00:00;0,65;0,93;0,31;267;467;22;8.483;4.666;3.816;%19.0
2025-10-09 03:00:00;0,68;0,93;0,36;257;446;21;8.623;4.784;3.839;%30.0
2025-10-09 04:00:00;0,64;0,89;0,31;249;428;21;8.879;4.982;3.897;%20.0
2025-10-09 05:00:00;0,64;0,89;0,31;255;433;21;8.843;5.017;3.826;%19.0
2025-10-09 06:00:00;0,64;0,91;0,31;266;465;21;8.500;4.686;3.814;%19.0
2025-10-09 07:00:00;0,65;0,91;0,31;266;463;21;8.534;4.728;3.806;%19.0
2025-10-09 08:00:00;0,64;0,91;0,31;266;463;22;8.527;4.708;3.819;%19.0
2025-10-09 09:00:00;0,65;0,92;0,32;265;466;23;8.518;4.669;3.849;%19.0
2025-10-09 10:00:00;0,65;0,92;0,32;265;463;23;8.589;4.724;3.864;%19.0
2025-10-09 11:00:00;0,65;0,92;0,33;265;464;24;8.540;4.671;3.870;%21.0
2025-10-09 12:00:00;0,67;0,93;0,36;265;465;24;8.597;4.705;3.892;%30.0
2025-10-09 13:00:00;0,65;0,92;0,33;266;464;25;8.638;4.736;3.901;%20.0
2025-10-09 14:00:00;0,65;0,92;0,33;266;463;24;8.680;4.775;3.905;%20.0
2025-10-09 15:00:00;0,65;0,91;0,33;266;462;24;8.721;4.808;3.913;%20.0
2025-10-09 16:00:00;0,65;0,91;0,33;266;460;25;8.636;4.782;3.854;%19.0
2025-10-09 17:00:00;0,68;0,93;0,37;264;458;25;8.659;4.783;3.876;%26.0
2025-10-09 18:00:00;0,65;0,91;0,33;264;459;25;8.675;4.779;3.896;%14.0
2025-10-09 19:00:00;0,65;0,91;0,33;265;458;25;8.450;4.681;3.770;%13.0
2025-10-09 20:00:00;0,65;0,9;0,33;264;454;25;7.897;4.392;3.505;%12.0
2025-10-09 21:00:00;0,65;0,9;0,33;264;454;24;8.471;4.726;3.746;%12.0
2025-10-09 22:00:00;0,65;0,85;0,38;259;435;26;5.321;3.031;2.290;%19.0
2025-10-09 23:00:00;0,67;0,94;0,33;267;463;22;13.287;7.382;5.904;%20.0
2025-10-10 00:00:00;0,64;0,89;0,32;263;450;23;8.677;4.881;3.796;%19.0
2025-10-10 01:00:00;0,64;0,89;0,32;260;441;22;8.818;5.010;3.808;%19.0
2025-10-10 02:00:00;0,64;0,88;0,32;263;445;22;8.804;5.005;3.799;%19.0
2025-10-10 03:00:00;0,63;0,86;0,32;256;429;21;9.022;5.193;3.828;%19.0
2025-10-10 04:00:00;0,62;0,83;0,32;249;408;21;9.253;5.444;3.809;%18.0
2025-10-10 05:00:00;0,63;0,85;0,31;252;421;21;9.140;5.290;3.849;%16.0
2025-10-10 06:00:00;0,65;0,93;0,31;267;471;21;8.444;4.625;3.819;%14.0
2025-10-10 07:00:00;0,65;0,93;0,31;266;469;21;8.513;4.659;3.854;%19.0
2025-10-10 08:00:00;0,67;0,94;0,35;266;469;22;8.494;4.636;3.858;%31.0
2025-10-10 09:00:00;0,65;0,93;0,32;266;472;23;8.464;4.592;3.872;%20.0
2025-10-10 10:00:00;0,65;0,93;0,32;266;469;23;8.506;4.635;3.871;%19.0
2025-10-10 11:00:00;0,65;0,93;0,32;267;471;24;8.526;4.629;3.897;%20.0
2025-10-10 12:00:00;0,66;0,94;0,33;266;471;25;8.546;4.630;3.916;%20.0
2025-10-10 13:00:00;0,67;0,94;0,34;266;472;25;8.488;4.581;3.907;%23.0
2025-10-10 14:00:00;0,68;0,96;0,36;265;472;25;8.371;4.498;3.874;%29.0
2025-10-10 15:00:00;0,66;0,95;0,33;263;472;25;8.335;4.444;3.891;%20.0
2025-10-10 16:00:00;0,66;0,98;0,32;257;470;25;8.092;4.226;3.866;%19.0
2025-10-10 17:00:00;0,66;0,95;0,33;264;471;25;8.378;4.490;3.888;%20.0
2025-10-10 18:00:00;0,67;0,94;0,35;268;473;25;8.497;4.610;3.887;%25.0
2025-10-10 19:00:00;0,67;0,94;0,35;268;473;25;8.519;4.614;3.905;%26.0
2025-10-10 20:00:00;0,66;0,94;0,32;267;473;24;8.463;4.584;3.880;%20.0
2025-10-10 21:00:00;0,66;0,94;0,33;268;473;24;8.444;4.594;3.850;%20.0
2025-10-10 22:00:00;0,66;0,94;0,32;269;473;23;8.449;4.614;3.835;%19.0
2025-10-10 23:00:00;0,65;0,93;0,32;268;473;23;8.481;4.628;3.853;%19.0
2025-10-11 00:00:00;0,67;0,94;0,34;267;472;22;8.494;4.635;3.859;%27.0
2025-10-11 01:00:00;0,67;0,95;0,33;263;464;22;8.547;4.671;3.876;%23.0
2025-10-11 02:00:00;0,65;0,94;0,31;267;472;21;8.461;4.604;3.857;%19.0
2025-10-11 03:00:00;0,65;0,92;0,31;261;457;21;8.582;4.719;3.864;%19.0
2025-10-11 04:00:00;0,65;0,91;0,32;256;440;21;8.707;4.870;3.837;%19.0
2025-10-11 05:00:00;0,64;0,89;0,31;256;435;21;8.817;4.999;3.818;%18.0
2025-10-11 06:00:00;0,65;0,93;0,31;268;471;21;8.405;4.615;3.789;%16.0
2025-10-11 07:00:00;0,65;0,93;0,31;267;471;21;8.390;4.589;3.802;%14.0
2025-10-11 08:00:00;0,65;0,93;0,31;267;470;22;8.338;4.557;3.781;%12.0
2025-10-11 09:00:00;0,64;0,91;0,32;266;468;23;6.983;3.814;3.169;%11.0
2025-10-11 10:00:00;0,65;0,91;0,33;265;465;24;6.790;3.715;3.076;%13.0
2025-10-11 11:00:00;0,65;0,89;0,37;265;460;27;5.109;2.808;2.301;%17.0
2025-10-11 12:00:00;0,67;0,97;0,33;268;476;22;15.321;8.300;7.021;%16.0
2025-10-11 13:00:00;0,66;0,94;0,33;266;470;25;8.517;4.609;3.908;%20.0
2025-10-11 14:00:00;0,66;0,95;0,32;263;470;24;8.424;4.514;3.910;%19.0
2025-10-11 15:00:00;0,66;0,96;0,32;260;470;24;8.297;4.385;3.912;%19.0
2025-10-11 16:00:00;0,69;0,98;0,36;260;469;24;8.277;4.392;3.885;%31.0
2025-10-11 17:00:00;0,66;0,94;0,32;264;470;24;8.409;4.516;3.892;%18.0
2025-10-11 18:00:00;0,65;0,93;0,33;267;471;24;8.512;4.616;3.897;%16.0
2025-10-11 19:00:00;0,65;0,93;0,32;266;471;24;8.449;4.575;3.874;%13.0
2025-10-11 20:00:00;0,65;0,93;0,32;267;471;24;8.575;4.665;3.910;%17.0
2025-10-11 21:00:00;0,67;0,94;0,35;268;471;24;8.484;4.623;3.862;%27.0
2025-10-11 22:00:00;0,67;0,94;0,34;267;470;23;8.475;4.624;3.850;%25.0
2025-10-11 23:00:00;0,65;0,93;0,32;267;470;23;8.475;4.623;3.852;%19.0
2025-10-12 00:00:00;0,65;0,93;0,32;266;470;23;8.471;4.614;3.857;%19.0
2025-10-12 01:00:00;0,67;0,99;0,31;251;457;22;8.124;4.273;3.852;%18.0
2025-10-12 02:00:00;0,68;1,03;0,31;248;462;22;7.821;4.016;3.805;%18.0
2025-10-12 03:00:00;0,66;0,95;0,31;251;447;22;8.281;4.460;3.821;%18.0
2025-10-12 04:00:00;0,64;0,89;0,32;251;422;22;8.957;5.128;3.830;%20.0
2025-10-12 05:00:00;0,64;0,89;0,31;258;441;21;8.820;4.977;3.843;%19.0
2025-10-12 06:00:00;0,66;0,93;0,33;266;466;21;8.501;4.675;3.827;%27.0
2025-10-12 07:00:00;0,65;0,92;0,33;264;461;21;8.568;4.737;3.831;%23.0
2025-10-12 08:00:00;0,64;0,91;0,31;264;463;21;8.571;4.716;3.855;%19.0
2025-10-12 09:00:00;0,65;0,92;0,31;266;469;22;8.505;4.642;3.863;%19.0
2025-10-12 10:00:00;0,65;0,92;0,32;266;466;22;8.566;4.695;3.871;%19.0
2025-10-12 11:00:00;0,65;0,92;0,32;266;468;23;8.524;4.663;3.862;%19.0
2025-10-12 12:00:00;0,65;0,92;0,32;266;468;24;8.533;4.664;3.869;%19.0
2025-10-12 13:00:00;0,65;0,92;0,32;266;467;24;8.523;4.653;3.870;%20.0
2025-10-12 14:00:00;0,68;0,94;0,37;266;467;24;8.549;4.676;3.873;%32.0
2025-10-12 15:00:00;0,65;0,93;0,32;265;466;24;8.545;4.660;3.884;%20.0
2025-10-12 16:00:00;0,65;0,94;0,32;262;463;24;8.404;4.549;3.856;%19.0
2025-10-12 17:00:00;0,65;0,92;0,32;267;465;24;8.537;4.695;3.842;%20.0
2025-10-12 18:00:00;0,65;0,92;0,32;266;465;24;8.579;4.703;3.876;%20.0
2025-10-12 19:00:00;0,66;0,92;0,34;265;465;24;8.583;4.696;3.887;%23.0
2025-10-12 20:00:00;0,67;0,93;0,35;265;466;24;8.569;4.678;3.891;%24.0
2025-10-12 21:00:00;0,65;0,92;0,33;266;466;24;8.557;4.683;3.874;%15.0
2025-10-12 22:00:00;0,65;0,92;0,32;266;466;23;8.547;4.685;3.862;%13.0
2025-10-12 23:00:00;0,65;0,91;0,32;266;464;23;7.919;4.362;3.557;%12.0
2025-10-13 00:00:00;0,64;0,89;0,32;264;459;23;6.535;3.620;2.915;%11.0
2025-10-13 01:00:00;0,63;0,86;0,32;258;439;24;5.262;2.968;2.294;%11.0
2025-10-13 02:00:00;0,62;0,86;0,32;264;451;23;5.191;2.918;2.273;%11.0
2025-10-13 03:00:00;0,65;0,87;0,37;260;438;23;5.287;3.013;2.274;%19.0
2025-10-13 04:00:00;0,61;0,8;0,33;243;391;23;5.616;3.360;2.256;%12.0
2025-10-13 05:00:00;0,61;0,81;0,32;249;408;22;5.487;3.229;2.258;%11.0
2025-10-13 06:00:00;0,61;0,84;0,31;260;442;22;5.216;2.957;2.258;%11.0
2025-10-13 07:00:00;0,61;0,83;0,32;260;439;23;5.250;2.985;2.265;%11.0
2025-10-13 08:00:00;0,61;0,83;0,32;258;437;24;5.282;2.993;2.289;%11.0
2025-10-13 09:00:00;0,61;0,83;0,33;259;437;25;5.283;2.995;2.288;%11.0
2025-10-13 10:00:00;0,68;0,98;0,31;267;476;20;41.908;22.675;19.233;%19.0
2025-10-13 11:00:00;0,65;0,9;0,34;261;452;24;8.711;4.814;3.897;%24.0
2025-10-13 12:00:00;0,66;0,9;0,36;261;451;25;8.775;4.860;3.915;%28.0
2025-10-13 13:00:00;0,64;0,89;0,33;260;449;25;8.809;4.889;3.920;%20.0
2025-10-13 14:00:00;0,64;0,88;0,33;260;448;25;8.825;4.902;3.924;%20.0
2025-10-13 15:00:00;0,64;0,88;0,33;258;447;25;8.825;4.885;3.940;%20.0
2025-10-13 16:00:00;0,66;0,94;0,34;266;471;25;8.513;4.600;3.913;%24.0
2025-10-13 17:00:00;0,67;0,94;0,36;266;470;25;8.531;4.620;3.911;%28.0
2025-10-13 18:00:00;0,66;0,93;0,33;266;470;25;8.525;4.622;3.904;%20.0
2025-10-13 19:00:00;0,66;0,94;0,33;267;472;25;8.463;4.585;3.878;%20.0
2025-10-13 20:00:00;0,66;0,96;0,32;261;470;25;8.277;4.395;3.881;%19.0
2025-10-13 21:00:00;0,67;0,98;0,33;258;469;24;8.184;4.306;3.878;%19.0
2025-10-13 22:00:00;0,69;1;0,36;257;468;24;8.077;4.235;3.843;%30.0
2025-10-13 23:00:00;0,66;0,99;0,31;254;465;23;8.035;4.193;3.842;%18.0
2025-10-14 00:00:00;0,67;1,01;0,31;248;464;23;7.845;4.009;3.836;%18.0
2025-10-14 01:00:00;0,67;0,98;0,31;253;459;22;8.194;4.332;3.862;%18.0
2025-10-14 02:00:00;0,65;0,94;0,32;267;473;22;8.419;4.580;3.840;%19.0
2025-10-14 03:00:00;0,65;0,92;0,31;263;458;21;8.646;4.784;3.862;%19.0
2025-10-14 04:00:00;0,65;0,89;0,32;253;428;21;8.932;5.097;3.836;%20.0
2025-10-14 05:00:00;0,65;0,92;0,31;257;448;21;8.599;4.749;3.850;%19.0
2025-10-14 06:00:00;0,66;0,99;0,3;253;468;21;7.965;4.139;3.826;%18.0
2025-10-14 07:00:00;0,67;1,03;0,3;242;461;21;7.712;3.876;3.836;%17.0
2025-10-14 08:00:00;0,69;1,05;0,34;239;458;22;7.690;3.837;3.853;%30.0
2025-10-14 09:00:00;0,67;1,05;0,31;240;465;22;7.575;3.715;3.859;%17.0
2025-10-14 10:00:00;0,67;1,06;0,3;237;461;23;7.486;3.655;3.831;%17.0
2025-10-14 11:00:00;0,67;1,02;0,31;247;468;24;7.764;3.906;3.859;%18.0
2025-10-14 12:00:00;0,67;0,99;0,32;255;470;24;8.026;4.152;3.874;%19.0
2025-10-14 13:00:00;0,66;0,95;0,33;264;471;25;8.411;4.502;3.909;%20.0
2025-10-14 14:00:00;0,68;0,95;0,37;267;472;25;8.492;4.599;3.893;%29.0
2025-10-14 15:00:00;0,66;0,94;0,33;266;472;25;8.471;4.571;3.900;%16.0
2025-10-14 16:00:00;0,66;0,94;0,33;267;472;25;8.491;4.603;3.888;%14.0
2025-10-14 17:00:00;0,66;0,94;0,33;267;472;25;8.435;4.566;3.869;%12.0
2025-10-14 18:00:00;0,65;0,92;0,33;266;468;26;6.773;3.672;3.101;%12.0
2025-10-14 19:00:00;0,67;0,92;0,38;263;462;28;5.093;2.759;2.334;%18.0
2025-10-14 20:00:00;0,64;0,89;0,33;262;461;27;5.072;2.750;2.322;%11.0
2025-10-14 21:00:00;0,64;0,9;0,33;263;462;27;5.057;2.746;2.310;%11.0
2025-10-14 22:00:00;0,63;0,88;0,33;266;463;26;5.099;2.803;2.296;%11.0
2025-10-14 23:00:00;0,68;0,98;0,32;269;481;21;23.798;12.852;10.946;%13.0
2025-10-15 00:00:00;0,65;0,93;0,32;268;472;23;8.457;4.622;3.834;%19.0
2025-10-15 01:00:00;0,68;0,94;0,36;265;463;23;8.537;4.708;3.829;%31.0
2025-10-15 02:00:00;0,66;0,93;0,32;269;472;22;8.433;4.618;3.815;%20.0
2025-10-15 03:00:00;0,65;0,92;0,31;263;457;22;8.641;4.794;3.847;%19.0
2025-10-15 04:00:00;0,65;0,89;0,32;255;431;22;8.876;5.053;3.823;%20.0
2025-10-15 05:00:00;0,64;0,91;0,31;257;444;21;8.693;4.858;3.835;%19.0
2025-10-15 06:00:00;0,65;0,93;0,31;266;470;21;8.384;4.580;3.804;%19.0
2025-10-15 07:00:00;0,65;0,93;0,31;267;471;22;8.442;4.619;3.823;%19.0
2025-10-15 08:00:00;0,65;0,93;0,32;267;470;22;8.480;4.634;3.845;%19.0
2025-10-15 09:00:00;0,65;0,93;0,32;267;471;23;8.477;4.610;3.867;%19.0
2025-10-15 10:00:00;0,66;0,93;0,33;266;468;24;8.519;4.648;3.871;%22.0
2025-10-15 11:00:00;0,68;0,94;0,36;267;471;24;8.513;4.618;3.895;%29.0
2025-10-15 12:00:00;0,65;0,93;0,33;266;471;25;8.533;4.612;3.922;%20.0
2025-10-15 13:00:00;0,65;0,93;0,33;266;470;25;8.568;4.634;3.935;%20.0
2025-10-15 14:00:00;0,65;0,93;0,33;266;470;25;8.554;4.629;3.925;%20.0
2025-10-15 15:00:00;0,66;0,94;0,34;264;469;25;8.534;4.599;3.935;%22.0
2025-10-15 16:00:00;0,69;0,98;0,36;256;464;25;8.207;4.316;3.890;%29.0
2025-10-15 17:00:00;0,66;0,96;0,32;258;463;25;8.268;4.395;3.872;%19.0
2025-10-15 18:00:00;0,66;0,94;0,33;264;467;25;8.439;4.552;3.888;%20.0
2025-10-15 19:00:00;0,65;0,93;0,33;266;469;25;8.525;4.632;3.894;%20.0
2025-10-15 20:00:00;0,65;0,93;0,33;266;469;24;8.562;4.667;3.895;%20.0
2025-10-15 21:00:00;0,69;0,95;0,37;266;467;24;8.572;4.684;3.888;%31.0
2025-10-15 22:00:00;0,65;0,93;0,32;267;468;23;8.550;4.695;3.855;%20.0
2025-10-15 23:00:00;0,65;0,93;0,32;266;467;23;8.542;4.679;3.863;%19.0
2025-10-16 00:00:00;0,65;0,93;0,32;266;466;22;8.544;4.685;3.859;%19.0
2025-10-16 01:00:00;0,65;0,93;0,32;262;459;22;8.649;4.761;3.888;%19.0
2025-10-16 02:00:00;0,65;0,93;0,32;266;466;22;8.595;4.729;3.867;%19.0
2025-10-16 03:00:00;0,65;0,9;0,32;262;450;21;8.833;4.954;3.879;%19.0
2025-10-16 04:00:00;0,64;0,88;0,32;254;426;21;9.011;5.180;3.832;%18.0
2025-10-16 05:00:00;0,65;0,89;0,34;257;438;21;8.883;5.020;3.864;%21.0
2025-10-16 06:00:00;0,65;0,92;0,33;264;464;21;8.487;4.655;3.832;%17.0
2025-10-16 07:00:00;0,64;0,92;0,31;259;460;22;8.070;4.376;3.694;%11.0
2025-10-16 08:00:00;0,64;0,91;0,32;264;461;23;7.986;4.401;3.585;%11.0
2025-10-16 09:00:00;0,62;0,86;0,33;263;453;25;5.138;2.861;2.278;%11.0
