Pursaklar ANKTOCDELLAPP01;Latency;Read Latency;Write Latency;Avg. Size;Read Size;Write Size;Total IOPS;Read IOPS;Write IOPS;CPU Utilization
2025-10-06 00:00:00;1,22;1,23;1,2;367;475;32;27.238;20.555;6.682;%70.0
2025-10-06 01:00:00;1,22;1,23;1,18;366;474;32;27.275;20.571;6.704;%70.0
2025-10-06 02:00:00;1,29;1,29;1,28;367;477;31;27.160;20.484;6.676;%73.0
2025-10-06 03:00:00;1,13;1,16;1,04;367;476;30;27.498;20.784;6.715;%67.0
2025-10-06 04:00:00;1,27;1,24;1,37;364;469;30;27.657;21.043;6.615;%72.0
2025-10-06 05:00:00;1,21;1,22;1,18;363;467;30;27.677;21.103;6.574;%70.0
2025-10-06 06:00:00;1,25;1,26;1,24;370;477;30;27.202;20.637;6.565;%72.0
2025-10-06 07:00:00;1,12;1,15;1,03;369;477;31;27.420;20.753;6.667;%67.0
2025-10-06 08:00:00;1,34;1,33;1,35;365;476;32;26.945;20.243;6.702;%74.0
2025-10-06 09:00:00;1,25;1,26;1,24;366;476;34;27.089;20.353;6.736;%70.0
2025-10-06 10:00:00;1,29;1,29;1,3;366;476;34;26.950;20.274;6.676;%72.0
2025-10-06 11:00:00;1,35;1,34;1,37;365;475;34;26.802;20.083;6.719;%73.0
2025-10-06 12:00:00;1,23;1,25;1,19;364;475;35;26.745;19.983;6.762;%69.0
2025-10-06 13:00:00;1,34;1,33;1,36;363;475;35;26.683;19.890;6.793;%73.0
2025-10-06 14:00:00;1,32;1,32;1,32;365;476;35;26.953;20.157;6.797;%72.0
2025-10-06 15:00:00;1,38;1,36;1,44;365;476;35;27.224;20.373;6.851;%75.0
2025-10-06 16:00:00;1,31;1,3;1,35;367;476;36;27.228;20.501;6.727;%74.0
2025-10-06 17:00:00;1,45;1,42;1,54;366;476;36;27.078;20.323;6.756;%76.0
2025-10-06 18:00:00;1,28;1,28;1,28;366;476;36;27.114;20.311;6.803;%71.0
2025-10-06 19:00:00;1,39;1,38;1,43;364;475;35;26.752;19.957;6.795;%73.0
2025-10-06 20:00:00;1,32;1,33;1,31;363;475;34;26.537;19.766;6.770;%71.0
2025-10-06 21:00:00;1,34;1,34;1,33;361;475;33;26.284;19.493;6.791;%70.0
2025-10-06 22:00:00;1,33;1,33;1,32;362;475;33;26.181;19.491;6.690;%71.0
2025-10-06 23:00:00;1,31;1,32;1,27;362;475;32;26.243;19.574;6.668;%70.0
2025-10-07 00:00:00;1,24;1,26;1,2;365;476;32;26.698;20.045;6.654;%69.0
2025-10-07 01:00:00;1,28;1,29;1,26;365;474;31;26.981;20.322;6.659;%71.0
2025-10-07 02:00:00;1,21;1,22;1,15;366;476;30;27.100;20.431;6.669;%69.0
2025-10-07 03:00:00;1,32;1,31;1,34;364;475;30;26.956;20.239;6.717;%73.0
2025-10-07 04:00:00;1,17;1,17;1,18;356;470;29;27.811;20.650;7.161;%67.0
2025-10-07 05:00:00;1,28;1,3;1,24;354;467;28;27.675;20.550;7.125;%73.0
2025-10-07 06:00:00;1,2;1,23;1,13;361;476;28;27.464;20.402;7.062;%69.0
2025-10-07 07:00:00;1,25;1,25;1,24;367;477;31;27.175;20.504;6.672;%71.0
2025-10-07 08:00:00;1,22;1,23;1,19;366;476;32;27.031;20.335;6.695;%70.0
2025-10-07 09:00:00;1,24;1,25;1,21;365;476;34;26.791;20.073;6.718;%70.0
2025-10-07 10:00:00;1,34;1,33;1,37;363;472;34;26.977;20.268;6.710;%73.0
2025-10-07 11:00:00;1,31;1,3;1,34;366;476;34;27.170;20.418;6.752;%73.0
2025-10-07 12:00:00;1,24;1,24;1,23;367;476;35;27.444;20.663;6.781;%71.0
2025-10-07 13:00:00;1,37;1,36;1,41;365;475;35;27.050;20.283;6.767;%74.0
2025-10-07 14:00:00;1,25;1,26;1,21;365;476;35;27.083;20.273;6.809;%70.0
2025-10-07 15:00:00;1,45;1,42;1,53;364;476;35;26.888;20.052;6.836;%77.0
2025-10-07 16:00:00;1,25;1,25;1,23;367;476;36;27.217;20.460;6.757;%71.0
2025-10-07 17:00:00;1,38;1,36;1,45;366;476;36;27.315;20.493;6.822;%75.0
2025-10-07 18:00:00;1,24;1,25;1,22;366;477;36;27.331;20.504;6.827;%71.0
2025-10-07 19:00:00;1,33;1,32;1,36;365;476;35;27.051;20.252;6.798;%74.0
2025-10-07 20:00:00;1,33;1,32;1,38;365;476;34;27.002;20.227;6.775;%73.0
2025-10-07 21:00:00;1,29;1,28;1,29;365;476;34;27.199;20.411;6.787;%72.0
2025-10-07 22:00:00;1,26;1,26;1,25;367;476;33;27.193;20.511;6.682;%72.0
2025-10-07 23:00:00;1,22;1,23;1,2;368;477;33;27.329;20.644;6.685;%71.0
2025-10-08 00:00:00;1,25;1,25;1,24;368;476;32;27.439;20.760;6.678;%71.0
2025-10-08 01:00:00;1,27;1,27;1,28;366;475;31;27.465;20.751;6.715;%73.0
2025-10-08 02:00:00;1,15;1,17;1,07;368;477;30;27.362;20.684;6.678;%68.0
2025-10-08 03:00:00;1,34;1,34;1,35;365;475;30;27.080;20.363;6.718;%74.0
2025-10-08 04:00:00;1,16;1,16;1,16;363;470;30;27.314;20.698;6.615;%66.0
2025-10-08 05:00:00;1,27;1,28;1,25;362;468;30;27.148;20.552;6.596;%71.0
2025-10-08 06:00:00;1,23;1,25;1,17;366;476;30;26.918;20.287;6.631;%70.0
2025-10-08 07:00:00;1,26;1,27;1,21;366;476;30;26.975;20.286;6.689;%71.0
2025-10-08 08:00:00;1,24;1,25;1,21;367;476;32;27.089;20.416;6.674;%71.0
2025-10-08 09:00:00;1,28;1,28;1,28;367;476;34;27.116;20.394;6.723;%72.0
2025-10-08 10:00:00;1,28;1,28;1,28;367;476;34;27.083;20.398;6.685;%72.0
2025-10-08 11:00:00;1,37;1,36;1,42;364;475;34;27.036;20.239;6.798;%74.0
2025-10-08 12:00:00;1,24;1,25;1,22;364;475;34;27.214;20.347;6.867;%70.0
2025-10-08 13:00:00;1,41;1,39;1,46;364;475;35;27.036;20.212;6.824;%75.0
2025-10-08 14:00:00;1,24;1,25;1,21;364;475;35;27.130;20.296;6.834;%70.0
2025-10-08 15:00:00;1,35;1,33;1,38;365;476;35;26.960;20.152;6.808;%74.0
2025-10-08 16:00:00;1,37;1,35;1,44;366;476;36;27.024;20.266;6.759;%75.0
2025-10-08 17:00:00;1,36;1,35;1,39;365;475;36;26.935;20.144;6.791;%74.0
2025-10-08 18:00:00;1,27;1,27;1,25;365;476;36;27.031;20.213;6.818;%72.0
2025-10-08 19:00:00;1,34;1,33;1,36;365;476;35;26.918;20.124;6.793;%74.0
2025-10-08 20:00:00;1,26;1,26;1,25;365;476;34;27.080;20.280;6.800;%71.0
2025-10-08 21:00:00;1,34;1,33;1,4;365;476;34;27.073;20.286;6.786;%74.0
2025-10-08 22:00:00;1,31;1,31;1,32;366;476;33;26.951;20.262;6.689;%73.0
2025-10-08 23:00:00;1,16;1,18;1,09;366;475;32;27.186;20.494;6.692;%67.0
2025-10-09 00:00:00;1,33;1,33;1,34;365;475;32;27.018;20.329;6.689;%73.0
2025-10-09 01:00:00;1,17;1,19;1,11;366;474;31;27.403;20.696;6.707;%68.0
2025-10-09 02:00:00;1,27;1,27;1,28;366;476;31;27.149;20.453;6.696;%72.0
2025-10-09 03:00:00;1,22;1,24;1,17;365;475;30;27.046;20.334;6.711;%69.0
2025-10-09 04:00:00;1,26;1,24;1,32;362;468;30;27.459;20.780;6.679;%70.0
2025-10-09 05:00:00;1,18;1,19;1,13;366;471;30;27.544;20.989;6.555;%69.0
2025-10-09 06:00:00;1,2;1,21;1,18;370;478;30;27.404;20.838;6.566;%71.0
2025-10-09 07:00:00;1,27;1,28;1,26;368;477;30;27.242;20.603;6.639;%72.0
2025-10-09 08:00:00;1,18;1,2;1,14;368;477;32;27.516;20.812;6.705;%69.0
2025-10-09 09:00:00;1,33;1,32;1,35;367;476;34;27.216;20.490;6.726;%74.0
2025-10-09 10:00:00;1,19;1,2;1,16;368;477;34;27.314;20.615;6.699;%69.0
2025-10-09 11:00:00;1,32;1,31;1,37;366;476;34;27.013;20.315;6.698;%74.0
2025-10-09 12:00:00;1,34;1,33;1,38;366;475;35;27.058;20.321;6.737;%74.0
2025-10-09 13:00:00;1,23;1,24;1,22;357;466;34;27.819;20.804;7.016;%71.0
2025-10-09 14:00:00;1,36;1,35;1,39;347;458;33;28.335;20.960;7.374;%75.0
2025-10-09 15:00:00;1,27;1,27;1,26;351;462;33;28.229;20.927;7.303;%72.0
2025-10-09 16:00:00;1,33;1,32;1,36;364;474;36;27.243;20.447;6.796;%74.0
2025-10-09 17:00:00;1,36;1,34;1,42;363;472;36;27.441;20.615;6.826;%75.0
2025-10-09 18:00:00;1,42;1,4;1,49;363;473;36;27.140;20.309;6.831;%76.0
2025-10-09 19:00:00;1,24;1,25;1,22;365;473;35;27.349;20.562;6.786;%71.0
2025-10-09 20:00:00;1,35;1,34;1,39;365;475;34;27.186;20.434;6.751;%74.0
2025-10-09 21:00:00;1,25;1,26;1,23;365;475;34;27.292;20.506;6.786;%71.0
2025-10-09 22:00:00;1,29;1,29;1,3;367;475;33;27.362;20.659;6.703;%73.0
2025-10-09 23:00:00;1,31;1,3;1,34;367;475;33;27.475;20.775;6.701;%74.0
2025-10-10 00:00:00;1,27;1,27;1,26;367;474;32;27.540;20.834;6.705;%72.0
2025-10-10 01:00:00;1,27;1,27;1,25;366;474;31;27.530;20.828;6.702;%71.0
2025-10-10 02:00:00;1,22;1,23;1,17;368;476;31;27.298;20.664;6.633;%70.0
2025-10-10 03:00:00;1,28;1,29;1,25;367;475;31;27.150;20.514;6.636;%71.0
2025-10-10 04:00:00;1,26;1,23;1,34;363;467;30;27.542;20.978;6.564;%70.0
2025-10-10 05:00:00;1,16;1,18;1,11;366;472;30;27.533;20.934;6.598;%69.0
2025-10-10 06:00:00;1,3;1,3;1,3;368;477;30;27.190;20.586;6.603;%73.0
2025-10-10 07:00:00;1,13;1,16;1,04;368;477;31;27.420;20.749;6.671;%67.0
2025-10-10 08:00:00;1,28;1,28;1,27;366;475;32;27.256;20.529;6.727;%73.0
2025-10-10 09:00:00;1,27;1,26;1,29;367;476;34;27.320;20.608;6.712;%72.0
2025-10-10 10:00:00;1,28;1,27;1,33;369;476;34;27.393;20.749;6.644;%73.0
2025-10-10 11:00:00;1,33;1,32;1,37;367;475;35;27.014;20.346;6.668;%74.0
2025-10-10 12:00:00;1,2;1,21;1,17;367;475;35;27.252;20.531;6.721;%70.0
2025-10-10 13:00:00;1,36;1,35;1,41;364;474;35;27.006;20.231;6.775;%75.0
2025-10-10 14:00:00;1,37;1,35;1,43;365;475;36;27.234;20.403;6.831;%75.0
2025-10-10 15:00:00;1,38;1,35;1,45;365;476;36;27.209;20.375;6.834;%74.0
2025-10-10 16:00:00;1,3;1,29;1,32;365;475;36;27.110;20.312;6.798;%72.0
2025-10-10 17:00:00;1,4;1,37;1,47;366;475;37;27.160;20.395;6.765;%75.0
2025-10-10 18:00:00;1,25;1,25;1,25;367;476;36;27.353;20.568;6.785;%72.0
2025-10-10 19:00:00;1,38;1,36;1,44;366;476;36;27.068;20.297;6.771;%75.0
2025-10-10 20:00:00;1,35;1,33;1,41;366;476;35;27.156;20.399;6.757;%74.0
2025-10-10 21:00:00;1,29;1,29;1,3;366;476;34;27.189;20.402;6.787;%72.0
2025-10-10 22:00:00;1,29;1,29;1,29;365;475;33;26.953;20.215;6.739;%72.0
2025-10-10 23:00:00;1,24;1,25;1,2;364;475;33;26.904;20.188;6.717;%70.0
2025-10-11 00:00:00;1,24;1,25;1,21;364;474;32;26.918;20.213;6.704;%70.0
2025-10-11 01:00:00;1,27;1,27;1,25;364;474;32;27.067;20.355;6.713;%71.0
2025-10-11 02:00:00;1,19;1,22;1,13;366;476;31;27.025;20.355;6.670;%69.0
2025-10-11 03:00:00;1,29;1,29;1,28;365;475;30;27.125;20.418;6.707;%73.0
2025-10-11 04:00:00;1,16;1,14;1,2;364;468;31;27.499;20.919;6.580;%66.0
2025-10-11 05:00:00;1,3;1,29;1,3;364;469;30;27.415;20.860;6.555;%74.0
2025-10-11 06:00:00;1,21;1,22;1,18;369;478;30;27.267;20.666;6.601;%70.0
2025-10-11 07:00:00;1,17;1,19;1,12;368;477;30;27.415;20.733;6.682;%69.0
2025-10-11 08:00:00;1,21;1,22;1,17;368;477;31;27.403;20.699;6.704;%70.0
2025-10-11 09:00:00;1,27;1,27;1,27;367;476;32;27.066;20.389;6.678;%71.0
2025-10-11 10:00:00;1,27;1,27;1,28;366;476;33;26.980;20.299;6.681;%71.0
2025-10-11 11:00:00;1,31;1,31;1,31;365;475;33;26.910;20.181;6.730;%72.0
2025-10-11 12:00:00;1,33;1,32;1,33;364;475;34;26.762;20.036;6.725;%72.0
2025-10-11 13:00:00;1,32;1,32;1,32;364;475;35;26.687;19.938;6.749;%72.0
2025-10-11 14:00:00;1,3;1,3;1,29;363;475;35;26.820;19.983;6.837;%71.0
2025-10-11 15:00:00;1,4;1,39;1,44;363;475;35;26.787;19.942;6.845;%74.0
2025-10-11 16:00:00;1,35;1,34;1,38;365;476;35;26.962;20.188;6.775;%73.0
2025-10-11 17:00:00;1,35;1,34;1,4;366;476;36;27.130;20.351;6.779;%74.0
2025-10-11 18:00:00;1,38;1,36;1,44;367;477;36;27.351;20.566;6.785;%75.0
2025-10-11 19:00:00;1,33;1,32;1,36;368;477;35;27.539;20.773;6.766;%74.0
2025-10-11 20:00:00;1,28;1,28;1,3;367;476;35;27.538;20.752;6.787;%73.0
2025-10-11 21:00:00;1,35;1,34;1,38;366;476;34;27.301;20.511;6.790;%74.0
2025-10-11 22:00:00;1,29;1,29;1,29;366;476;34;27.189;20.456;6.734;%72.0
2025-10-11 23:00:00;1,27;1,26;1,27;366;476;33;27.228;20.481;6.747;%72.0
2025-10-12 00:00:00;1,34;1,34;1,36;365;475;33;26.893;20.191;6.702;%73.0
2025-10-12 01:00:00;1,17;1,19;1,1;365;474;32;26.942;20.257;6.685;%67.0
2025-10-12 02:00:00;1,29;1,29;1,27;365;476;31;26.637;19.991;6.646;%71.0
2025-10-12 03:00:00;1,27;1,28;1,26;365;476;31;27.047;20.349;6.698;%71.0
2025-10-12 04:00:00;1,27;1,24;1,37;363;467;31;27.635;21.009;6.626;%71.0
2025-10-12 05:00:00;1,16;1,18;1,09;367;472;30;27.586;21.014;6.571;%69.0
2025-10-12 06:00:00;1,22;1,23;1,2;370;478;30;27.372;20.787;6.585;%72.0
2025-10-12 07:00:00;1,27;1,27;1,3;369;478;30;27.426;20.772;6.654;%73.0
2025-10-12 08:00:00;1,16;1,17;1,12;369;477;31;27.587;20.914;6.672;%69.0
2025-10-12 09:00:00;1,26;1,26;1,25;368;477;32;27.415;20.695;6.720;%72.0
2025-10-12 10:00:00;1,19;1,2;1,17;369;477;32;27.444;20.763;6.681;%70.0
2025-10-12 11:00:00;1,31;1,3;1,36;368;477;33;27.142;20.482;6.659;%74.0
2025-10-12 12:00:00;1,27;1,27;1,27;366;476;34;27.176;20.437;6.739;%72.0
2025-10-12 13:00:00;1,24;1,25;1,23;366;476;34;27.188;20.419;6.769;%71.0
2025-10-12 14:00:00;1,34;1,33;1,38;366;476;35;27.212;20.413;6.800;%74.0
2025-10-12 15:00:00;1,25;1,25;1,25;367;477;35;27.395;20.562;6.833;%71.0
2025-10-12 16:00:00;1,35;1,32;1,41;367;476;35;27.339;20.569;6.770;%75.0
2025-10-12 17:00:00;1,41;1,39;1,48;366;476;35;27.335;20.555;6.781;%76.0
2025-10-12 18:00:00;1,23;1,24;1,22;368;476;35;27.596;20.795;6.801;%71.0
2025-10-12 19:00:00;1,34;1,33;1,4;368;476;35;27.394;20.652;6.742;%75.0
2025-10-12 20:00:00;1,28;1,27;1,3;368;476;35;27.499;20.738;6.761;%73.0
2025-10-12 21:00:00;1,33;1,31;1,37;365;473;34;27.521;20.744;6.776;%75.0
2025-10-12 22:00:00;1,26;1,26;1,26;367;476;34;27.381;20.647;6.734;%72.0
2025-10-12 23:00:00;1,26;1,26;1,24;366;474;33;27.350;20.647;6.702;%72.0
2025-10-13 00:00:00;1,25;1,25;1,23;367;475;32;27.409;20.712;6.697;%71.0
2025-10-13 01:00:00;1,28;1,27;1,3;367;475;32;27.511;20.809;6.702;%73.0
2025-10-13 02:00:00;1,18;1,19;1,14;369;477;31;27.640;20.954;6.686;%70.0
2025-10-13 03:00:00;1,35;1,34;1,37;367;476;31;27.335;20.645;6.690;%75.0
2025-10-13 04:00:00;1,17;1,15;1,2;363;466;31;28.109;21.496;6.613;%68.0
2025-10-13 05:00:00;1,26;1,26;1,27;368;474;31;27.508;20.907;6.601;%72.0
2025-10-13 06:00:00;1,24;1,25;1,2;368;477;30;27.260;20.617;6.643;%71.0
2025-10-13 07:00:00;1,25;1,26;1,21;367;477;31;27.234;20.543;6.691;%71.0
2025-10-13 08:00:00;1,27;1,27;1,26;367;476;33;27.266;20.557;6.709;%72.0
2025-10-13 09:00:00;1,29;1,29;1,31;368;477;34;27.349;20.605;6.744;%72.0
2025-10-13 10:00:00;1,35;1,33;1,4;368;477;35;27.155;20.465;6.689;%75.0
2025-10-13 11:00:00;1,37;1,35;1,41;366;476;35;27.062;20.328;6.733;%74.0
2025-10-13 12:00:00;1,24;1,25;1,22;367;476;35;27.193;20.448;6.744;%71.0
2025-10-13 13:00:00;1,45;1,42;1,52;365;475;36;27.072;20.258;6.814;%76.0
2025-10-13 14:00:00;1,27;1,28;1,27;365;476;36;27.370;20.484;6.886;%72.0
2025-10-13 15:00:00;1,37;1,35;1,42;366;476;36;27.266;20.423;6.844;%75.0
2025-10-13 16:00:00;1,4;1,37;1,51;366;476;37;27.287;20.492;6.795;%76.0
2025-10-13 17:00:00;1,33;1,32;1,36;366;475;37;27.291;20.486;6.806;%74.0
2025-10-13 18:00:00;1,25;1,25;1,23;366;476;36;27.433;20.622;6.811;%72.0
2025-10-13 19:00:00;1,39;1,36;1,45;366;476;36;27.253;20.456;6.797;%76.0
2025-10-13 20:00:00;1,34;1,32;1,37;366;476;35;27.292;20.503;6.790;%74.0
2025-10-13 21:00:00;1,3;1,3;1,31;366;476;34;27.282;20.503;6.779;%72.0
2025-10-13 22:00:00;1,33;1,33;1,35;366;476;33;26.933;20.237;6.696;%74.0
2025-10-13 23:00:00;1,2;1,22;1,14;366;476;33;26.840;20.188;6.652;%68.0
2025-10-14 00:00:00;1,3;1,3;1,29;365;475;32;26.774;20.102;6.672;%72.0
2025-10-14 01:00:00;1,29;1,29;1,29;365;474;32;27.076;20.388;6.687;%72.0
2025-10-14 02:00:00;1,15;1,18;1,07;367;477;31;27.261;20.584;6.676;%68.0
2025-10-14 03:00:00;1,29;1,29;1,3;367;476;31;27.284;20.581;6.703;%73.0
2025-10-14 04:00:00;1,18;1,17;1,2;362;465;31;27.812;21.198;6.613;%68.0
2025-10-14 05:00:00;1,27;1,27;1,28;367;474;30;27.193;20.622;6.572;%72.0
2025-10-14 06:00:00;1,16;1,19;1,08;368;476;30;26.953;20.401;6.552;%67.0
2025-10-14 07:00:00;1,29;1,29;1,28;366;476;31;26.752;20.126;6.625;%72.0
2025-10-14 08:00:00;1,18;1,2;1,12;365;476;32;26.754;20.092;6.662;%67.0
2025-10-14 09:00:00;1,36;1,35;1,38;363;475;34;26.405;19.675;6.730;%73.0
2025-10-14 10:00:00;1,34;1,33;1,36;363;475;34;26.472;19.751;6.721;%71.0
2025-10-14 11:00:00;1,28;1,29;1,28;364;475;34;26.716;20.012;6.704;%71.0
2025-10-14 12:00:00;1,31;1,3;1,34;365;476;35;26.948;20.193;6.755;%73.0
2025-10-14 13:00:00;1,3;1,3;1,32;366;476;35;27.183;20.395;6.788;%72.0
2025-10-14 14:00:00;1,3;1,3;1,31;366;476;36;27.396;20.554;6.842;%73.0
2025-10-14 15:00:00;1,35;1,33;1,41;363;473;36;27.425;20.580;6.845;%75.0
2025-10-14 16:00:00;1,4;1,37;1,48;366;475;36;27.236;20.450;6.786;%76.0
2025-10-14 17:00:00;1,27;1,27;1,27;367;475;36;27.484;20.681;6.804;%72.0
2025-10-14 18:00:00;1,41;1,38;1,49;367;476;36;27.362;20.565;6.797;%76.0
2025-10-14 19:00:00;1,33;1,31;1,36;367;476;36;27.352;20.564;6.788;%73.0
2025-10-14 20:00:00;1,31;1,31;1,33;366;476;35;27.269;20.483;6.786;%73.0
2025-10-14 21:00:00;1,33;1,31;1,38;366;476;34;27.301;20.510;6.791;%75.0
2025-10-14 22:00:00;1,32;1,32;1,33;367;476;33;27.255;20.557;6.698;%73.0
2025-10-14 23:00:00;1,21;1,23;1,17;367;476;33;27.420;20.713;6.707;%70.0
2025-10-15 00:00:00;1,33;1,32;1,34;368;475;32;27.369;20.718;6.650;%74.0
2025-10-15 01:00:00;1,18;1,2;1,14;368;475;32;27.747;21.042;6.705;%70.0
2025-10-15 02:00:00;1,27;1,26;1,3;367;475;31;27.637;20.883;6.755;%74.0
2025-10-15 03:00:00;1,27;1,27;1,24;368;476;30;27.493;20.787;6.706;%72.0
2025-10-15 04:00:00;1,26;1,26;1,25;354;463;29;28.398;21.263;7.135;%71.0
2025-10-15 05:00:00;1,21;1,24;1,13;360;477;28;27.807;20.599;7.207;%70.0
2025-10-15 06:00:00;1,29;1,3;1,25;363;477;29;27.558;20.537;7.021;%72.0
2025-10-15 07:00:00;1,26;1,27;1,26;368;477;30;27.253;20.562;6.691;%72.0
2025-10-15 08:00:00;1,19;1,21;1,14;367;476;32;27.134;20.433;6.701;%68.0
2025-10-15 09:00:00;1,36;1,35;1,37;365;476;33;27.018;20.260;6.758;%75.0
2025-10-15 10:00:00;1,23;1,24;1,22;366;475;34;27.228;20.503;6.725;%71.0
2025-10-15 11:00:00;1,34;1,32;1,4;367;476;34;27.307;20.565;6.742;%75.0
2025-10-15 12:00:00;1,3;1,29;1,34;367;477;35;27.352;20.586;6.767;%74.0
2025-10-15 13:00:00;1,28;1,28;1,27;365;476;35;27.189;20.380;6.809;%72.0
2025-10-15 14:00:00;1,29;1,28;1,3;366;476;35;27.217;20.399;6.819;%73.0
2025-10-15 15:00:00;1,37;1,34;1,44;365;476;35;27.163;20.340;6.823;%75.0
2025-10-15 16:00:00;1,4;1,38;1,47;366;476;36;26.939;20.192;6.747;%74.0
2025-10-15 17:00:00;1,25;1,25;1,25;366;476;36;27.031;20.269;6.762;%70.0
2025-10-15 18:00:00;1,39;1,37;1,46;365;475;36;26.942;20.149;6.792;%75.0
2025-10-15 19:00:00;1,25;1,25;1,22;365;476;35;27.094;20.293;6.801;%71.0
2025-10-15 20:00:00;1,32;1,32;1,32;364;475;34;26.849;20.081;6.768;%73.0
2025-10-15 21:00:00;1,33;1,32;1,36;364;476;33;26.940;20.150;6.790;%74.0
2025-10-15 22:00:00;1,22;1,23;1,18;366;476;33;27.086;20.376;6.711;%70.0
2025-10-15 23:00:00;1,25;1,25;1,24;367;476;32;27.214;20.527;6.687;%72.0
2025-10-16 00:00:00;1,18;1,2;1,13;367;476;32;27.392;20.700;6.692;%69.0
2025-10-16 01:00:00;1,26;1,26;1,25;366;474;31;27.525;20.813;6.712;%72.0
2025-10-16 02:00:00;1,24;1,23;1,24;368;477;31;27.402;20.725;6.678;%72.0
2025-10-16 03:00:00;1,14;1,16;1,07;368;477;30;27.384;20.684;6.700;%68.0
2025-10-16 04:00:00;1,28;1,27;1,31;360;463;30;27.708;21.096;6.613;%72.0
2025-10-16 05:00:00;1,15;1,17;1,08;369;477;30;27.558;20.926;6.632;%68.0
2025-10-16 06:00:00;1,25;1,25;1,25;368;477;30;27.317;20.677;6.640;%71.0
2025-10-16 07:00:00;1,13;1,15;1,04;368;477;30;27.340;20.641;6.699;%66.0
2025-10-16 08:00:00;1,33;1,32;1,36;366;476;32;27.178;20.431;6.746;%74.0
2025-10-16 09:00:00;1,18;1,19;1,13;367;476;33;27.242;20.502;6.740;%68.0
