Diyarbakir DYBTOCDELLAPP01;Latency;Read Latency;Write Latency;Avg. Size;Read Size;Write Size;Total IOPS;Read IOPS;Write IOPS;CPU Utilization
2025-11-01 10:00:00;0,74;1,08;0,31;303;512;29;2.658;1.504;1.153;%7.0
2025-11-01 11:00:00;0,75;1,08;0,31;302;513;28;2.656;1.501;1.155;%7.0
2025-11-01 12:00:00;0,75;1,08;0,32;301;513;28;2.668;1.501;1.167;%7.0
2025-11-01 13:00:00;0,73;1,08;0,29;300;513;26;2.664;1.501;1.163;%7.0
2025-11-01 14:00:00;0,74;1,09;0,3;301;513;27;2.659;1.497;1.162;%7.0
2025-11-01 15:00:00;0,75;1,08;0,32;302;513;30;2.668;1.502;1.166;%7.0
2025-11-01 16:00:00;0,73;1,08;0,28;300;513;24;2.654;1.499;1.155;%7.0
2025-11-01 17:00:00;0,76;1,08;0,34;302;513;33;2.676;1.498;1.178;%7.0
2025-11-01 18:00:00;0,76;1,08;0,34;302;513;32;2.678;1.500;1.178;%7.0
2025-11-01 19:00:00;0,76;1,08;0,34;302;514;32;2.679;1.501;1.178;%7.0
2025-11-01 20:00:00;0,75;1,08;0,32;301;513;30;2.669;1.499;1.170;%7.0
2025-11-01 21:00:00;0,76;1,08;0,35;302;514;32;2.677;1.501;1.176;%7.0
2025-11-01 22:00:00;0,75;1,08;0,33;303;513;30;2.662;1.500;1.161;%7.0
2025-11-01 23:00:00;0,76;1,08;0,35;304;514;35;2.674;1.500;1.174;%7.0
2025-11-02 00:00:00;0,75;1,08;0,31;302;513;29;2.659;1.500;1.160;%7.0
2025-11-02 01:00:00;0,75;1,08;0,33;303;513;31;2.663;1.504;1.158;%7.0
2025-11-02 02:00:00;0,75;1,07;0,33;301;505;31;2.686;1.529;1.158;%7.0
2025-11-02 03:00:00;0,72;1,01;0,32;289;469;30;2.806;1.653;1.153;%7.0
2025-11-02 04:00:00;0,82;1,07;0,49;303;509;31;2.665;1.515;1.149;%7.0
2025-11-02 05:00:00;0,75;1,07;0,32;303;511;30;2.653;1.506;1.146;%7.0
2025-11-02 06:00:00;0,75;1,07;0,32;303;510;31;2.660;1.512;1.148;%7.0
2025-11-02 07:00:00;0,75;1,08;0,31;303;513;29;2.651;1.501;1.150;%7.0
2025-11-02 08:00:00;0,75;1,08;0,32;302;512;30;2.665;1.505;1.160;%7.0
2025-11-02 09:00:00;0,75;1,08;0,33;303;511;32;2.671;1.508;1.163;%7.0
2025-11-02 10:00:00;0,76;1,08;0,34;303;512;33;2.670;1.505;1.165;%7.0
2025-11-02 11:00:00;0,78;1,08;0,39;304;513;37;2.675;1.501;1.174;%7.0
2025-11-02 12:00:00;0,8;1,09;0,45;307;512;47;2.694;1.502;1.192;%8.0
2025-11-02 13:00:00;0,85;1,09;0,53;303;513;27;2.643;1.500;1.143;%7.0
2025-11-02 14:00:00;0,81;1,09;0,46;306;513;51;2.720;1.503;1.217;%8.0
2025-11-02 15:00:00;0,8;1,09;0,45;304;513;49;2.717;1.495;1.222;%8.0
2025-11-02 16:00:00;0,79;1,09;0,43;305;513;46;2.706;1.501;1.205;%8.0
2025-11-02 17:00:00;0,78;1,09;0,4;305;513;43;2.705;1.505;1.200;%8.0
2025-11-02 18:00:00;0,78;1,09;0,41;304;513;44;2.708;1.500;1.208;%8.0
2025-11-02 19:00:00;0,76;1,08;0,36;303;514;36;2.688;1.500;1.188;%7.0
2025-11-02 20:00:00;0,73;1,08;0,28;301;514;25;2.656;1.499;1.157;%7.0
2025-11-02 21:00:00;0,76;1,08;0,34;301;514;27;2.665;1.499;1.166;%7.0
2025-11-02 22:00:00;0,77;1,08;0,37;304;513;39;2.685;1.498;1.186;%7.0
2025-11-02 23:00:00;0,76;1,08;0,34;303;514;33;2.670;1.500;1.170;%7.0
2025-11-03 00:00:00;0,75;1,08;0,34;302;513;32;2.676;1.502;1.174;%7.0
2025-11-03 01:00:00;0,76;1,08;0,36;303;513;34;2.674;1.499;1.175;%8.0
2025-11-03 02:00:00;0,74;1,07;0,32;299;505;29;2.695;1.530;1.166;%7.0
2025-11-03 03:00:00;1,06;1,03;1,11;289;469;35;2.835;1.658;1.177;%7.0
2025-11-03 04:00:00;0,81;1,08;0,46;302;509;32;2.664;1.509;1.155;%7.0
2025-11-03 05:00:00;0,75;1,08;0,32;303;512;30;2.653;1.502;1.151;%7.0
2025-11-03 06:00:00;0,75;1,08;0,33;304;512;31;2.660;1.505;1.154;%7.0
2025-11-03 07:00:00;0,76;1,08;0,34;303;513;32;2.661;1.500;1.161;%7.0
2025-11-03 08:00:00;0,77;1,08;0,37;304;513;37;2.681;1.503;1.177;%7.0
2025-11-03 09:00:00;0,78;1,08;0,4;304;512;41;2.695;1.505;1.190;%8.0
2025-11-03 10:00:00;0,76;1,08;0,33;302;511;26;2.656;1.508;1.147;%7.0
2025-11-03 11:00:00;0,76;1,08;0,33;302;513;26;2.652;1.501;1.151;%7.0
2025-11-03 12:00:00;;;;;;;;;;
