Diyarbakir DYBTOCDELLAPP01;Latency;Read Latency;Write Latency;Avg. Size;Read Size;Write Size;Total IOPS;Read IOPS;Write IOPS;CPU Utilization
2025-10-20 09:00:00;0,75;1,08;0,34;304;512;35;2.668;1.507;1.161;%7.0
2025-10-20 10:00:00;0,84;1,08;0,51;304;513;27;2.639;1.503;1.136;%7.0
2025-10-20 11:00:00;0,77;1,08;0,35;305;513;35;2.668;1.505;1.162;%7.0
2025-10-20 12:00:00;0,77;1,08;0,37;305;513;39;2.678;1.505;1.173;%8.0
2025-10-20 13:00:00;0,78;1,09;0,4;306;514;43;2.684;1.499;1.185;%8.0
2025-10-20 14:00:00;0,82;1,09;0,48;307;513;52;2.710;1.498;1.211;%8.0
2025-10-20 15:00:00;0,75;1,08;0,31;303;513;27;2.649;1.500;1.148;%7.0
2025-10-20 16:00:00;0,78;1,08;0,38;303;514;28;2.644;1.500;1.145;%7.0
2025-10-20 17:00:00;0,77;1,09;0,36;305;513;36;2.663;1.498;1.165;%7.0
2025-10-20 18:00:00;0,82;1,09;0,48;307;513;52;2.712;1.499;1.212;%8.0
2025-10-20 19:00:00;0,79;1,08;0,42;306;514;43;2.694;1.504;1.190;%8.0
2025-10-20 20:00:00;0,75;1,08;0,31;303;514;29;2.659;1.503;1.155;%7.0
2025-10-20 21:00:00;0,74;1,08;0,29;302;514;26;2.645;1.497;1.148;%7.0
2025-10-20 22:00:00;0,73;1,08;0,27;303;514;24;2.637;1.501;1.135;%7.0
2025-10-20 23:00:00;0,74;1,08;0,3;303;514;27;2.639;1.495;1.145;%7.0
2025-10-21 00:00:00;0,74;1,08;0,29;302;513;25;2.647;1.505;1.143;%7.0
2025-10-21 01:00:00;0,75;1,08;0,31;303;513;29;2.649;1.499;1.150;%7.0
2025-10-21 02:00:00;0,76;1,07;0,35;301;505;32;2.682;1.527;1.156;%7.0
2025-10-21 03:00:00;1,23;1,04;1,5;292;470;44;2.836;1.654;1.182;%8.0
2025-10-21 04:00:00;0,79;1,08;0,42;305;509;39;2.678;1.514;1.164;%7.0
2025-10-21 05:00:00;0,77;1,08;0,36;306;512;39;2.668;1.506;1.162;%7.0
2025-10-21 06:00:00;0,75;1,08;0,33;305;512;35;2.660;1.504;1.156;%7.0
2025-10-21 07:00:00;0,76;1,08;0,35;304;513;36;2.672;1.503;1.169;%7.0
2025-10-21 08:00:00;0,76;1,08;0,35;304;513;37;2.675;1.501;1.174;%7.0
2025-10-21 09:00:00;0,75;1,08;0,33;304;512;34;2.670;1.509;1.161;%7.0
2025-10-21 10:00:00;0,79;1,08;0,43;306;511;47;2.701;1.508;1.193;%8.0
2025-10-21 11:00:00;0,79;1,08;0,41;303;513;26;2.648;1.504;1.144;%7.0
2025-10-21 12:00:00;0,74;1,08;0,29;302;513;26;2.651;1.502;1.149;%7.0
2025-10-21 13:00:00;0,79;1,08;0,4;303;514;26;2.649;1.503;1.146;%7.0
2025-10-21 14:00:00;0,78;1,08;0,4;305;514;40;2.685;1.503;1.181;%8.0
2025-10-21 15:00:00;0,77;1,08;0,38;305;514;40;2.682;1.504;1.178;%7.0
2025-10-21 16:00:00;0,84;1,09;0,54;309;513;60;2.727;1.501;1.226;%8.0
2025-10-21 17:00:00;0,8;1,09;0,44;306;514;45;2.692;1.497;1.194;%8.0
2025-10-21 18:00:00;0,77;1,08;0,36;304;513;37;2.678;1.500;1.178;%7.0
2025-10-21 19:00:00;0,78;1,08;0,4;302;514;41;2.720;1.501;1.219;%7.0
2025-10-21 20:00:00;0,77;1,08;0,36;304;514;36;2.667;1.498;1.169;%7.0
2025-10-21 21:00:00;0,78;1,09;0,39;304;513;39;2.681;1.499;1.182;%8.0
2025-10-21 22:00:00;0,76;1,08;0,35;304;513;34;2.660;1.500;1.160;%7.0
2025-10-21 23:00:00;0,77;1,08;0,37;306;514;38;2.670;1.504;1.166;%8.0
2025-10-22 00:00:00;0,76;1,08;0,36;304;513;36;2.666;1.501;1.165;%7.0
2025-10-22 01:00:00;0,77;1,08;0,38;305;512;37;2.673;1.505;1.168;%8.0
2025-10-22 02:00:00;0,77;1,07;0,37;302;505;37;2.701;1.529;1.172;%8.0
2025-10-22 03:00:00;1,22;1,05;1,45;291;470;41;2.831;1.651;1.180;%8.0
2025-10-22 04:00:00;0,79;1,08;0,4;304;508;34;2.666;1.520;1.146;%7.0
2025-10-22 05:00:00;0,76;1,08;0,35;305;512;36;2.665;1.508;1.157;%7.0
2025-10-22 06:00:00;0,76;1,08;0,35;306;512;37;2.665;1.507;1.158;%7.0
2025-10-22 07:00:00;0,76;1,08;0,34;305;512;34;2.660;1.507;1.153;%7.0
2025-10-22 08:00:00;0,76;1,08;0,34;305;512;37;2.664;1.502;1.162;%8.0
2025-10-22 09:00:00;0,77;1,08;0,37;306;511;41;2.675;1.505;1.170;%8.0
2025-10-22 10:00:00;0,78;1,09;0,38;306;513;41;2.663;1.499;1.164;%8.0
2025-10-22 11:00:00;0,76;1,08;0,34;304;513;27;2.636;1.499;1.137;%7.0
2025-10-22 12:00:00;0,76;1,08;0,33;303;513;27;2.647;1.504;1.143;%7.0
2025-10-22 13:00:00;0,77;1,08;0,37;302;513;26;2.652;1.503;1.149;%7.0
2025-10-22 14:00:00;0,75;1,08;0,31;302;513;29;2.655;1.499;1.157;%7.0
2025-10-22 15:00:00;0,77;1,08;0,37;305;514;37;2.672;1.502;1.170;%7.0
2025-10-22 16:00:00;0,87;1,09;0,58;302;514;26;2.647;1.501;1.146;%7.0
2025-10-22 17:00:00;0,79;1,09;0,41;305;513;43;2.691;1.504;1.187;%8.0
2025-10-22 18:00:00;0,77;1,09;0,37;304;513;36;2.676;1.502;1.175;%7.0
2025-10-22 19:00:00;0,78;1,09;0,39;305;513;38;2.683;1.504;1.178;%7.0
2025-10-22 20:00:00;0,78;1,09;0,38;304;513;37;2.672;1.500;1.172;%7.0
2025-10-22 21:00:00;0,77;1,08;0,36;304;513;35;2.670;1.504;1.167;%7.0
2025-10-22 22:00:00;0,75;1,08;0,32;304;513;31;2.650;1.500;1.151;%7.0
2025-10-22 23:00:00;0,75;1,08;0,32;303;513;30;2.649;1.498;1.152;%7.0
2025-10-23 00:00:00;0,76;1,08;0,34;303;512;33;2.661;1.502;1.158;%7.0
2025-10-23 01:00:00;0,77;1,08;0,38;305;512;35;2.664;1.506;1.159;%8.0
2025-10-23 02:00:00;0,74;1,06;0,32;301;505;29;2.678;1.529;1.149;%7.0
2025-10-23 03:00:00;1,23;1,03;1,52;291;469;36;2.816;1.654;1.162;%7.0
2025-10-23 04:00:00;0,8;1,07;0,44;302;507;30;2.666;1.519;1.147;%7.0
2025-10-23 05:00:00;0,74;1,07;0,31;302;509;30;2.656;1.509;1.147;%7.0
2025-10-23 06:00:00;0,75;1,08;0,32;303;512;31;2.662;1.506;1.156;%7.0
2025-10-23 07:00:00;0,75;1,08;0,33;303;513;32;2.672;1.504;1.168;%7.0
2025-10-23 08:00:00;0,75;1,08;0,33;302;512;34;2.681;1.503;1.177;%7.0
2025-10-23 09:00:00;0,76;1,08;0,36;303;512;40;2.692;1.503;1.189;%8.0
2025-10-23 10:00:00;0,78;1,08;0,38;302;513;27;2.653;1.501;1.152;%7.0
2025-10-23 11:00:00;0,84;1,09;0,52;302;513;27;2.651;1.499;1.152;%7.0
2025-10-23 12:00:00;0,78;1,08;0,4;302;514;27;2.656;1.499;1.157;%7.0
2025-10-23 13:00:00;0,75;1,08;0,32;302;513;27;2.660;1.501;1.158;%7.0
2025-10-23 14:00:00;0,78;1,08;0,4;305;513;43;2.701;1.503;1.198;%7.0
2025-10-23 15:00:00;0,8;1,09;0,45;307;514;50;2.714;1.502;1.213;%8.0
2025-10-23 16:00:00;0,79;1,08;0,43;306;514;48;2.705;1.500;1.205;%8.0
2025-10-23 17:00:00;0,8;1,09;0,44;306;514;49;2.709;1.501;1.208;%8.0
2025-10-23 18:00:00;0,79;1,09;0,43;305;513;47;2.714;1.502;1.212;%8.0
2025-10-23 19:00:00;0,77;1,08;0,37;303;514;38;2.688;1.501;1.187;%7.0
2025-10-23 20:00:00;0,76;1,08;0,35;304;514;34;2.677;1.504;1.173;%7.0
2025-10-23 21:00:00;0,74;1,08;0,31;302;513;28;2.664;1.501;1.163;%7.0
2025-10-23 22:00:00;0,75;1,08;0,32;302;513;31;2.669;1.501;1.168;%7.0
2025-10-23 23:00:00;0,76;1,08;0,34;303;513;33;2.668;1.498;1.170;%7.0
2025-10-24 00:00:00;0,75;1,08;0,32;302;513;30;2.656;1.498;1.158;%7.0
2025-10-24 01:00:00;0,75;1,08;0,32;302;513;29;2.656;1.500;1.156;%7.0
2025-10-24 02:00:00;0,73;1,07;0,3;298;503;27;2.696;1.533;1.163;%7.0
2025-10-24 03:00:00;1,13;1,04;1,26;290;469;38;2.832;1.654;1.178;%8.0
2025-10-24 04:00:00;0,77;1,08;0,36;302;509;30;2.665;1.511;1.154;%7.0
2025-10-24 05:00:00;0,75;1,08;0,31;303;512;30;2.653;1.505;1.148;%7.0
2025-10-24 06:00:00;0,74;1,08;0,29;303;512;25;2.642;1.505;1.136;%7.0
2025-10-24 07:00:00;0,74;1,08;0,29;303;512;26;2.640;1.503;1.137;%7.0
2025-10-24 08:00:00;0,73;1,08;0,28;302;511;25;2.647;1.506;1.141;%7.0
2025-10-24 09:00:00;0,74;1,07;0,3;302;510;28;2.665;1.512;1.153;%7.0
2025-10-24 10:00:00;0,8;1,08;0,44;307;513;50;2.707;1.503;1.204;%8.0
2025-10-24 11:00:00;0,76;1,08;0,34;302;513;27;2.651;1.501;1.150;%7.0
2025-10-24 12:00:00;0,74;1,08;0,3;301;513;26;2.660;1.501;1.159;%7.0
2025-10-24 13:00:00;0,74;1,08;0,3;302;514;28;2.664;1.501;1.163;%7.0
2025-10-24 14:00:00;0,74;1,08;0,29;301;514;26;2.663;1.503;1.160;%7.0
2025-10-24 15:00:00;0,74;1,08;0,29;300;512;27;2.662;1.501;1.161;%7.0
2025-10-24 16:00:00;0,74;1,08;0,3;301;513;27;2.656;1.499;1.157;%7.0
2025-10-24 17:00:00;0,77;1,09;0,38;304;513;37;2.673;1.499;1.174;%7.0
2025-10-24 18:00:00;0,74;1,08;0,28;302;514;25;2.654;1.504;1.151;%7.0
2025-10-24 19:00:00;0,73;1,08;0,28;301;513;25;2.652;1.501;1.151;%7.0
2025-10-24 20:00:00;0,74;1,08;0,3;301;514;27;2.657;1.498;1.159;%7.0
2025-10-24 21:00:00;0,75;1,08;0,31;302;513;30;2.667;1.503;1.164;%7.0
2025-10-24 22:00:00;0,75;1,08;0,32;303;513;30;2.666;1.505;1.161;%7.0
2025-10-24 23:00:00;0,74;1,08;0,3;302;513;27;2.656;1.502;1.155;%7.0
2025-10-25 00:00:00;0,75;1,08;0,33;302;512;30;2.671;1.505;1.166;%7.0
2025-10-25 01:00:00;0,76;1,08;0,35;302;512;33;2.678;1.504;1.174;%7.0
2025-10-25 02:00:00;0,74;1,07;0,31;299;505;28;2.689;1.530;1.159;%7.0
2025-10-25 03:00:00;1,1;1,03;1,21;290;469;39;2.844;1.658;1.187;%8.0
2025-10-25 04:00:00;0,8;1,08;0,43;302;509;30;2.663;1.514;1.149;%7.0
2025-10-25 05:00:00;0,74;1,08;0,3;300;512;28;2.668;1.501;1.167;%7.0
2025-10-25 06:00:00;0,75;1,08;0,32;303;512;32;2.666;1.506;1.160;%7.0
2025-10-25 07:00:00;0,75;1,08;0,31;303;513;30;2.660;1.505;1.156;%7.0
2025-10-25 08:00:00;0,76;1,08;0,37;304;513;39;2.691;1.504;1.187;%7.0
2025-10-25 09:00:00;0,77;1,08;0,37;304;512;40;2.691;1.505;1.185;%8.0
2025-10-25 10:00:00;0,75;1,08;0,34;303;512;33;2.671;1.504;1.167;%7.0
2025-10-25 11:00:00;0,76;1,08;0,35;303;513;35;2.674;1.501;1.172;%7.0
2025-10-25 12:00:00;0,74;1,08;0,29;301;513;26;2.654;1.499;1.155;%7.0
2025-10-25 13:00:00;0,73;1,08;0,28;301;512;25;2.657;1.507;1.150;%7.0
2025-10-25 14:00:00;0,75;1,08;0,33;303;514;32;2.667;1.504;1.163;%7.0
2025-10-25 15:00:00;0,76;1,08;0,35;304;514;35;2.675;1.501;1.174;%7.0
2025-10-25 16:00:00;0,77;1,08;0,36;305;514;39;2.682;1.503;1.179;%8.0
2025-10-25 17:00:00;0,75;1,08;0,33;303;514;32;2.661;1.500;1.161;%7.0
2025-10-25 18:00:00;0,74;1,08;0,3;302;513;27;2.658;1.502;1.156;%7.0
2025-10-25 19:00:00;0,74;1,08;0,31;302;513;29;2.659;1.501;1.158;%7.0
2025-10-25 20:00:00;0,74;1,08;0,3;301;513;27;2.660;1.500;1.160;%7.0
2025-10-25 21:00:00;0,75;1,08;0,33;302;513;32;2.667;1.497;1.170;%7.0
2025-10-25 22:00:00;0,74;1,08;0,31;303;514;28;2.656;1.503;1.153;%7.0
2025-10-25 23:00:00;0,74;1,08;0,29;302;514;25;2.649;1.500;1.149;%7.0
2025-10-26 00:00:00;0,74;1,08;0,31;302;513;29;2.671;1.507;1.164;%7.0
2025-10-26 01:00:00;0,76;1,08;0,35;303;512;34;2.677;1.507;1.170;%7.0
2025-10-26 02:00:00;0,73;1,07;0,29;299;505;25;2.678;1.530;1.148;%7.0
2025-10-26 03:00:00;0,71;1,01;0,28;286;468;23;2.803;1.658;1.145;%7.0
2025-10-26 04:00:00;0,8;1,07;0,44;301;508;27;2.660;1.515;1.145;%7.0
2025-10-26 05:00:00;0,74;1,08;0,3;303;512;28;2.655;1.507;1.148;%7.0
2025-10-26 06:00:00;0,74;1,07;0,29;302;512;26;2.648;1.503;1.145;%7.0
2025-10-26 07:00:00;0,76;1,08;0,34;303;512;35;2.670;1.502;1.168;%7.0
2025-10-26 08:00:00;0,76;1,08;0,34;303;512;34;2.662;1.496;1.166;%7.0
2025-10-26 09:00:00;0,76;1,08;0,34;302;512;35;2.681;1.503;1.178;%7.0
2025-10-26 10:00:00;0,77;1,08;0,37;304;513;38;2.685;1.503;1.182;%7.0
2025-10-26 11:00:00;0,76;1,08;0,36;303;513;36;2.671;1.496;1.175;%7.0
2025-10-26 12:00:00;0,77;1,08;0,37;304;513;38;2.681;1.500;1.181;%7.0
2025-10-26 13:00:00;0,75;1,08;0,33;302;514;32;2.665;1.497;1.167;%7.0
2025-10-26 14:00:00;0,73;1,08;0,28;301;514;25;2.655;1.502;1.153;%7.0
2025-10-26 15:00:00;0,74;1,08;0,29;301;513;25;2.652;1.500;1.152;%7.0
2025-10-26 16:00:00;0,73;1,08;0,28;302;513;25;2.645;1.500;1.144;%7.0
2025-10-26 17:00:00;0,74;1,08;0,28;302;514;25;2.648;1.499;1.149;%7.0
2025-10-26 18:00:00;0,73;1,08;0,29;301;513;26;2.659;1.504;1.155;%7.0
2025-10-26 19:00:00;0,74;1,08;0,3;302;513;27;2.659;1.504;1.155;%7.0
2025-10-26 20:00:00;0,74;1,08;0,3;302;514;28;2.655;1.499;1.156;%7.0
2025-10-26 21:00:00;0,74;1,08;0,3;302;514;28;2.655;1.500;1.155;%7.0
2025-10-26 22:00:00;0,78;1,08;0,4;307;513;42;2.683;1.504;1.178;%8.0
2025-10-26 23:00:00;0,77;1,08;0,37;305;514;38;2.668;1.499;1.169;%7.0
2025-10-27 00:00:00;0,76;1,08;0,34;304;513;32;2.658;1.503;1.155;%7.0
2025-10-27 01:00:00;0,76;1,08;0,35;304;512;33;2.654;1.501;1.153;%7.0
2025-10-27 02:00:00;0,75;1,07;0,33;301;505;32;2.686;1.527;1.159;%7.0
2025-10-27 03:00:00;1,27;1,04;1,59;292;470;46;2.849;1.654;1.195;%8.0
2025-10-27 04:00:00;0,79;1,08;0,42;304;509;37;2.685;1.516;1.169;%8.0
2025-10-27 05:00:00;0,77;1,08;0,38;306;512;43;2.686;1.507;1.180;%8.0
2025-10-27 06:00:00;0,74;1,08;0,3;302;512;26;2.646;1.502;1.144;%7.0
2025-10-27 07:00:00;0,77;1,08;0,37;304;512;39;2.673;1.500;1.173;%8.0
2025-10-27 08:00:00;0,75;1,08;0,33;303;511;31;2.661;1.507;1.154;%7.0
2025-10-27 09:00:00;0,77;1,08;0,37;304;512;39;2.677;1.500;1.177;%8.0
2025-10-27 10:00:00;0,82;1,08;0,47;303;513;27;2.647;1.501;1.146;%7.0
2025-10-27 11:00:00;0,79;1,08;0,41;302;513;27;2.657;1.505;1.152;%7.0
2025-10-27 12:00:00;0,74;1,09;0,3;301;513;26;2.659;1.500;1.159;%7.0
2025-10-27 13:00:00;0,74;1,08;0,3;302;514;26;2.658;1.503;1.154;%7.0
2025-10-27 14:00:00;0,76;1,08;0,34;303;513;35;2.672;1.498;1.174;%7.0
2025-10-27 15:00:00;0,79;1,09;0,43;305;513;44;2.693;1.498;1.196;%8.0
2025-10-27 16:00:00;0,79;1,09;0,42;305;513;46;2.703;1.500;1.202;%8.0
2025-10-27 17:00:00;0,74;1,08;0,3;302;513;28;2.650;1.496;1.155;%7.0
2025-10-27 18:00:00;0,77;1,08;0,36;303;513;35;2.677;1.501;1.176;%7.0
2025-10-27 19:00:00;0,73;1,08;0,28;301;513;25;2.651;1.500;1.151;%7.0
2025-10-27 20:00:00;0,73;1,08;0,28;301;514;24;2.650;1.501;1.149;%7.0
2025-10-27 21:00:00;0,74;1,08;0,29;302;513;25;2.650;1.500;1.150;%7.0
2025-10-27 22:00:00;0,73;1,08;0,28;302;513;24;2.639;1.502;1.137;%7.0
2025-10-27 23:00:00;0,73;1,08;0,28;301;513;24;2.640;1.498;1.142;%7.0
2025-10-28 00:00:00;0,73;1,08;0,28;302;513;24;2.645;1.506;1.139;%7.0
2025-10-28 01:00:00;0,74;1,08;0,3;303;513;26;2.642;1.505;1.137;%7.0
2025-10-28 02:00:00;0,73;1,06;0,29;300;505;26;2.670;1.531;1.140;%7.0
2025-10-28 03:00:00;1,2;1,03;1,45;290;470;30;2.803;1.654;1.149;%7.0
2025-10-28 04:00:00;0,83;1,08;0,5;302;509;26;2.651;1.518;1.133;%7.0
2025-10-28 05:00:00;0,73;1,07;0,28;302;511;24;2.641;1.509;1.132;%7.0
2025-10-28 06:00:00;0,73;1,08;0,28;303;512;24;2.635;1.505;1.130;%7.0
2025-10-28 07:00:00;0,73;1,08;0,28;302;513;24;2.642;1.502;1.140;%7.0
2025-10-28 08:00:00;0,74;1,08;0,28;302;512;25;2.644;1.505;1.139;%7.0
2025-10-28 09:00:00;0,73;1,08;0,28;302;512;25;2.645;1.505;1.141;%7.0
2025-10-28 10:00:00;0,78;1,08;0,4;305;513;40;2.680;1.503;1.177;%8.0
2025-10-28 11:00:00;0,76;1,08;0,35;301;512;27;2.661;1.505;1.156;%7.0
2025-10-28 12:00:00;0,77;1,08;0,36;303;512;37;2.681;1.504;1.177;%7.0
2025-10-28 13:00:00;0,75;1,08;0,32;302;513;30;2.664;1.499;1.165;%7.0
2025-10-28 14:00:00;0,74;1,08;0,29;302;513;27;2.662;1.505;1.157;%7.0
2025-10-28 15:00:00;0,75;1,08;0,32;302;513;29;2.662;1.502;1.160;%7.0
2025-10-28 16:00:00;0,78;1,09;0,38;304;513;37;2.679;1.498;1.181;%7.0
2025-10-28 17:00:00;0,77;1,09;0,36;303;513;35;2.675;1.499;1.176;%7.0
2025-10-28 18:00:00;0,76;1,09;0,35;302;513;35;2.674;1.494;1.180;%7.0
2025-10-28 19:00:00;0,78;1,09;0,38;304;514;38;2.680;1.497;1.183;%8.0
2025-10-28 20:00:00;0,76;1,08;0,35;304;514;36;2.672;1.499;1.173;%7.0
2025-10-28 21:00:00;0,76;1,08;0,36;304;513;35;2.674;1.502;1.173;%7.0
2025-10-28 22:00:00;0,76;1,08;0,35;304;513;34;2.662;1.498;1.164;%7.0
2025-10-28 23:00:00;0,77;1,08;0,37;304;513;36;2.674;1.501;1.173;%7.0
2025-10-29 00:00:00;0,77;1,08;0,36;303;512;35;2.680;1.505;1.174;%7.0
2025-10-29 01:00:00;0,77;1,08;0,37;303;512;35;2.681;1.505;1.176;%7.0
2025-10-29 02:00:00;0,76;1,07;0,37;301;505;36;2.706;1.528;1.178;%7.0
2025-10-29 03:00:00;1,1;1,03;1,2;290;468;42;2.845;1.657;1.188;%8.0
2025-10-29 04:00:00;0,81;1,08;0,46;302;509;32;2.675;1.516;1.159;%7.0
2025-10-29 05:00:00;0,75;1,08;0,33;304;512;34;2.660;1.501;1.160;%7.0
2025-10-29 06:00:00;0,77;1,08;0,36;305;512;36;2.670;1.507;1.162;%7.0
2025-10-29 07:00:00;0,75;1,08;0,34;304;512;34;2.671;1.506;1.165;%7.0
2025-10-29 08:00:00;0,75;1,08;0,31;302;513;30;2.662;1.502;1.161;%7.0
2025-10-29 09:00:00;0,76;1,08;0,35;303;512;36;2.676;1.504;1.172;%7.0
2025-10-29 10:00:00;0,76;1,08;0,34;303;512;31;2.656;1.500;1.157;%7.0
2025-10-29 11:00:00;0,76;1,08;0,35;303;513;34;2.672;1.500;1.172;%7.0
2025-10-29 12:00:00;0,77;1,08;0,37;304;513;38;2.685;1.502;1.184;%7.0
2025-10-29 13:00:00;0,76;1,08;0,34;303;514;31;2.668;1.503;1.165;%7.0
2025-10-29 14:00:00;0,76;1,08;0,35;303;513;33;2.671;1.498;1.173;%7.0
2025-10-29 15:00:00;0,79;1,08;0,41;303;513;35;2.673;1.497;1.176;%7.0
2025-10-29 16:00:00;0,78;1,08;0,4;304;513;37;2.680;1.502;1.178;%7.0
2025-10-29 17:00:00;0,77;1,08;0,37;305;514;37;2.671;1.502;1.169;%8.0
2025-10-29 18:00:00;0,77;1,08;0,36;304;514;34;2.666;1.501;1.165;%7.0
2025-10-29 19:00:00;0,78;1,08;0,39;304;513;39;2.682;1.501;1.181;%7.0
2025-10-29 20:00:00;0,76;1,08;0,34;303;514;35;2.677;1.501;1.176;%7.0
2025-10-29 21:00:00;0,77;1,08;0,36;303;513;35;2.675;1.498;1.178;%7.0
2025-10-29 22:00:00;0,77;1,08;0,36;303;514;34;2.671;1.500;1.172;%7.0
2025-10-29 23:00:00;0,77;1,08;0,36;304;514;37;2.675;1.501;1.174;%7.0
2025-10-30 00:00:00;0,77;1,08;0,36;304;513;36;2.683;1.505;1.179;%7.0
2025-10-30 01:00:00;0,77;1,08;0,37;304;513;36;2.674;1.502;1.172;%7.0
2025-10-30 02:00:00;0,75;1,07;0,34;300;505;32;2.696;1.529;1.167;%7.0
2025-10-30 03:00:00;1,08;1,04;1,13;291;470;45;2.840;1.647;1.193;%8.0
2025-10-30 04:00:00;0,79;1,08;0,43;303;509;34;2.670;1.512;1.157;%7.0
2025-10-30 05:00:00;0,75;1,07;0,34;303;510;33;2.672;1.512;1.160;%7.0
2025-10-30 06:00:00;0,76;1,08;0,35;304;511;35;2.677;1.509;1.168;%7.0
2025-10-30 07:00:00;0,77;1,08;0,38;302;510;35;2.690;1.512;1.178;%7.0
2025-10-30 08:00:00;0,75;1,08;0,34;303;512;35;2.686;1.506;1.180;%7.0
2025-10-30 09:00:00;0,75;1,08;0,33;303;512;34;2.680;1.507;1.172;%7.0
2025-10-30 10:00:00;0,74;1,08;0,29;302;513;26;2.653;1.502;1.151;%7.0
2025-10-30 11:00:00;0,74;1,08;0,3;302;513;27;2.656;1.502;1.155;%7.0
2025-10-30 12:00:00;0,74;1,08;0,3;301;513;27;2.664;1.500;1.163;%7.0
2025-10-30 13:00:00;0,78;1,08;0,38;301;514;27;2.664;1.499;1.165;%7.0
2025-10-30 14:00:00;0,77;1,08;0,37;303;513;37;2.697;1.505;1.192;%8.0
2025-10-30 15:00:00;0,78;1,08;0,39;302;510;41;2.717;1.513;1.204;%8.0
2025-10-30 16:00:00;0,78;1,09;0,39;304;513;42;2.701;1.503;1.198;%8.0
2025-10-30 17:00:00;0,76;1,08;0,35;303;513;35;2.686;1.506;1.180;%7.0
2025-10-30 18:00:00;0,76;1,09;0,35;302;513;34;2.684;1.499;1.185;%7.0
2025-10-30 19:00:00;0,78;1,09;0,39;303;514;39;2.690;1.499;1.191;%8.0
2025-10-30 20:00:00;0,77;1,09;0,36;303;513;37;2.681;1.499;1.182;%7.0
2025-10-30 21:00:00;0,75;1,08;0,31;302;513;29;2.654;1.497;1.158;%7.0
2025-10-30 22:00:00;0,74;1,08;0,29;302;513;26;2.642;1.496;1.145;%7.0
2025-10-30 23:00:00;0,73;1,08;0,27;302;514;23;2.636;1.500;1.136;%7.0
2025-10-31 00:00:00;0,74;1,08;0,29;302;513;26;2.649;1.503;1.146;%7.0
2025-10-31 01:00:00;0,75;1,08;0,33;303;513;31;2.659;1.503;1.156;%7.0
2025-10-31 02:00:00;0,79;1,07;0,43;305;505;44;2.705;1.529;1.176;%7.0
2025-10-31 03:00:00;1,25;1,03;1,55;294;470;51;2.845;1.651;1.194;%8.0
2025-10-31 04:00:00;0,84;1,08;0,53;304;509;39;2.677;1.512;1.165;%7.0
2025-10-31 05:00:00;0,76;1,08;0,36;305;512;36;2.672;1.507;1.166;%7.0
2025-10-31 06:00:00;0,77;1,08;0,38;305;512;40;2.683;1.507;1.176;%8.0
2025-10-31 07:00:00;0,78;1,08;0,41;305;512;42;2.691;1.505;1.186;%8.0
2025-10-31 08:00:00;0,75;1,08;0,32;302;513;31;2.668;1.502;1.166;%7.0
2025-10-31 09:00:00;0,75;1,07;0,32;302;512;30;2.667;1.508;1.159;%7.0
2025-10-31 10:00:00;0,81;1,08;0,45;302;512;26;2.649;1.503;1.146;%7.0
2025-10-31 11:00:00;0,8;1,08;0,43;301;512;26;2.652;1.504;1.148;%7.0
2025-10-31 12:00:00;0,78;1,08;0,38;302;513;26;2.652;1.501;1.151;%7.0
2025-10-31 13:00:00;0,8;1,08;0,43;302;514;27;2.653;1.501;1.152;%7.0
2025-10-31 14:00:00;0,74;1,08;0,31;302;513;28;2.661;1.503;1.158;%7.0
2025-10-31 15:00:00;0,81;1,09;0,46;307;514;48;2.708;1.505;1.203;%8.0
2025-10-31 16:00:00;0,76;1,09;0,35;304;514;35;2.673;1.501;1.172;%7.0
2025-10-31 17:00:00;0,75;1,09;0,32;302;513;27;2.662;1.504;1.158;%7.0
2025-10-31 18:00:00;0,78;1,09;0,4;305;513;43;2.700;1.502;1.198;%8.0
2025-10-31 19:00:00;0,75;1,08;0,33;303;513;32;2.672;1.501;1.171;%7.0
2025-10-31 20:00:00;0,73;1,08;0,28;301;513;25;2.661;1.503;1.157;%7.0
2025-10-31 21:00:00;0,73;1,08;0,28;300;514;26;2.673;1.503;1.170;%7.0
2025-10-31 22:00:00;0,73;1,08;0,28;301;514;25;2.664;1.503;1.161;%7.0
2025-10-31 23:00:00;0,73;1,08;0,28;302;514;25;2.652;1.501;1.152;%7.0
2025-11-01 00:00:00;0,74;1,08;0,3;302;513;28;2.663;1.506;1.158;%7.0
2025-11-01 01:00:00;0,76;1,08;0,35;305;512;36;2.667;1.506;1.160;%7.0
2025-11-01 02:00:00;0,75;1,07;0,32;300;505;33;2.692;1.525;1.167;%7.0
2025-11-01 03:00:00;1,19;1,04;1,41;290;469;36;2.829;1.656;1.174;%7.0
2025-11-01 04:00:00;0,79;1,08;0,42;303;509;32;2.672;1.515;1.157;%7.0
2025-11-01 05:00:00;0,75;1,08;0,33;302;511;33;2.681;1.507;1.174;%7.0
2025-11-01 06:00:00;0,75;1,08;0,31;303;512;29;2.658;1.507;1.151;%7.0
2025-11-01 07:00:00;0,75;1,08;0,31;303;512;30;2.662;1.505;1.156;%7.0
2025-11-01 08:00:00;0,74;1,08;0,31;302;512;28;2.662;1.504;1.158;%7.0
2025-11-01 09:00:00;0,74;1,08;0,3;302;512;29;2.665;1.509;1.156;%7.0
