Pursaklar ANKTOCDELLOSS01;Latency;Read Latency;Write Latency;Avg. Size;Read Size;Write Size;Total IOPS;Read IOPS;Write IOPS;CPU Utilization
2025-10-25 03:00:00;0,56;1,19;0,39;98;366;29;9.996;2.044;7.952;%26.0
2025-10-25 04:00:00;0,58;1,35;0,4;102;430;28;9.423;1.744;7.679;%31.0
2025-10-25 05:00:00;2,44;2,51;2,42;145;353;102;12.393;2.118;10.275;%57.0
2025-10-25 06:00:00;1,25;1,82;1,12;128;389;65;9.802;1.894;7.908;%54.0
2025-10-25 07:00:00;0,74;1,19;0,56;108;316;28;10.073;2.810;7.264;%35.0
2025-10-25 08:00:00;0,74;1,51;0,56;106;450;27;8.780;1.639;7.141;%36.0
2025-10-25 09:00:00;0,71;1,5;0,52;108;449;29;8.715;1.645;7.070;%33.0
2025-10-25 10:00:00;0,72;1,52;0,53;108;447;30;8.907;1.665;7.242;%32.0
2025-10-25 11:00:00;1,21;1,86;1,06;110;406;37;9.315;1.844;7.471;%39.0
2025-10-25 12:00:00;0,6;1,42;0,42;107;445;32;9.097;1.667;7.429;%34.0
2025-10-25 13:00:00;0,59;1,4;0,41;109;450;32;8.961;1.650;7.310;%33.0
2025-10-25 14:00:00;0,66;1,46;0,47;110;443;34;9.033;1.680;7.353;%40.0
2025-10-25 15:00:00;0,61;1,42;0,43;109;444;33;9.057;1.674;7.383;%34.0
2025-10-25 16:00:00;0,65;1,43;0,47;109;436;33;9.063;1.708;7.355;%37.0
2025-10-25 17:00:00;0,6;1,4;0,42;109;434;33;9.080;1.716;7.364;%32.0
2025-10-25 18:00:00;0,59;1,41;0,41;108;448;33;9.157;1.654;7.503;%32.0
2025-10-25 19:00:00;0,6;1,43;0,42;109;451;32;8.920;1.635;7.286;%32.0
2025-10-25 20:00:00;0,59;1,39;0,4;109;445;32;8.945;1.656;7.289;%32.0
2025-10-25 21:00:00;0,62;1,4;0,44;108;443;31;9.000;1.671;7.329;%36.0
2025-10-25 22:00:00;0,59;1,34;0,42;105;422;36;9.793;1.755;8.038;%32.0
2025-10-25 23:00:00;0,62;1,4;0,45;107;438;33;9.246;1.689;7.557;%37.0
2025-10-26 00:00:00;0,55;1,39;0,36;109;452;29;8.653;1.633;7.019;%31.0
2025-10-26 01:00:00;0,61;1,31;0,42;106;388;30;9.314;1.966;7.348;%30.0
2025-10-26 02:00:00;1,08;2,28;0,76;116;416;37;9.995;2.090;7.905;%38.0
2025-10-26 03:00:00;0,55;1,2;0,38;100;370;28;9.559;2.019;7.540;%29.0
2025-10-26 04:00:00;0,54;1,34;0,34;108;438;26;8.512;1.694;6.817;%28.0
2025-10-26 05:00:00;2,27;1,97;2,35;164;361;115;10.509;2.080;8.428;%51.0
2025-10-26 06:00:00;1,14;1,6;1,02;133;394;66;9.151;1.873;7.278;%45.0
2025-10-26 07:00:00;0,68;1,17;0,48;110;318;26;9.622;2.765;6.857;%31.0
2025-10-26 08:00:00;0,75;1,5;0,58;106;453;27;8.766;1.631;7.135;%32.0
2025-10-26 09:00:00;0,67;1,47;0,48;107;449;28;8.659;1.641;7.018;%33.0
2025-10-26 10:00:00;0,78;1,53;0,6;109;432;30;8.819;1.731;7.088;%32.0
2025-10-26 11:00:00;0,77;1,5;0,6;107;432;30;8.936;1.710;7.226;%33.0
2025-10-26 12:00:00;0,8;1,52;0,64;108;446;30;8.897;1.655;7.242;%37.0
2025-10-26 13:00:00;0,72;1,53;0,54;108;444;31;8.942;1.664;7.278;%32.0
2025-10-26 14:00:00;0,75;1,52;0,58;107;449;32;9.081;1.646;7.435;%33.0
2025-10-26 15:00:00;0,63;1,41;0,45;108;443;32;9.047;1.672;7.375;%37.0
2025-10-26 16:00:00;0,59;1,38;0,4;108;442;32;9.034;1.677;7.357;%33.0
2025-10-26 17:00:00;0,64;1,42;0,46;108;445;33;9.107;1.662;7.445;%37.0
2025-10-26 18:00:00;0,6;1,38;0,43;108;443;32;8.993;1.664;7.329;%33.0
2025-10-26 19:00:00;0,59;1,41;0,4;109;450;32;8.938;1.641;7.297;%32.0
2025-10-26 20:00:00;0,6;1,4;0,43;108;452;31;8.848;1.630;7.219;%34.0
2025-10-26 21:00:00;0,58;1,38;0,4;109;451;30;8.756;1.632;7.124;%27.0
2025-10-26 22:00:00;0,6;1,36;0,42;105;426;29;9.212;1.750;7.462;%37.0
2025-10-26 23:00:00;0,53;1,37;0,33;109;455;29;8.579;1.622;6.956;%25.0
2025-10-27 00:00:00;0,57;1,39;0,37;108;449;28;8.602;1.641;6.961;%33.0
2025-10-27 01:00:00;0,58;1,38;0,39;108;437;28;8.719;1.697;7.023;%29.0
2025-10-27 02:00:00;1,01;1,95;0,76;115;411;37;10.071;2.102;7.969;%37.0
2025-10-27 03:00:00;0,54;1,22;0,36;101;379;26;9.244;1.956;7.288;%28.0
2025-10-27 04:00:00;0,54;1,32;0,34;108;426;27;8.622;1.761;6.861;%27.0
2025-10-27 05:00:00;2,33;2,33;2,33;162;358;114;10.585;2.075;8.510;%54.0
2025-10-27 06:00:00;1,13;1,58;1,01;135;393;67;9.057;1.877;7.180;%44.0
2025-10-27 07:00:00;0,75;1,2;0,57;112;319;27;9.574;2.779;6.795;%37.0
2025-10-27 08:00:00;0,69;1,45;0,51;108;446;28;8.661;1.645;7.016;%29.0
2025-10-27 09:00:00;0,76;1,46;0,59;110;448;30;8.674;1.653;7.021;%36.0
2025-10-27 10:00:00;0,79;1,5;0,62;110;447;31;8.808;1.662;7.146;%35.0
2025-10-27 11:00:00;0,75;1,5;0,58;109;439;32;9.020;1.694;7.326;%34.0
2025-10-27 12:00:00;0,7;1,45;0,52;108;437;33;9.128;1.699;7.429;%35.0
2025-10-27 13:00:00;0,68;1,49;0,5;107;443;34;9.291;1.670;7.621;%36.0
2025-10-27 14:00:00;0,66;1,49;0,48;106;444;33;9.451;1.666;7.785;%42.0
2025-10-27 15:00:00;0,61;1,45;0,42;107;439;34;9.312;1.692;7.620;%33.0
2025-10-27 16:00:00;0,67;1,47;0,5;107;441;34;9.489;1.690;7.799;%41.0
2025-10-27 17:00:00;0,63;1,45;0,45;107;441;34;9.428;1.688;7.740;%34.0
2025-10-27 18:00:00;0,67;1,44;0,5;107;442;34;9.330;1.674;7.656;%37.0
2025-10-27 19:00:00;0,6;1,41;0,42;107;446;33;9.356;1.671;7.685;%31.0
2025-10-27 20:00:00;0,62;1,44;0,44;105;451;32;9.390;1.644;7.746;%37.0
2025-10-27 21:00:00;0,61;1,41;0,44;106;447;31;9.220;1.655;7.566;%32.0
2025-10-27 22:00:00;0,61;1,33;0,46;100;419;30;9.929;1.780;8.149;%31.0
2025-10-27 23:00:00;0,6;1,41;0,42;107;454;30;8.976;1.626;7.350;%35.0
2025-10-28 00:00:00;0,57;1,39;0,38;107;453;29;8.928;1.636;7.293;%27.0
2025-10-28 01:00:00;0,6;1,38;0,42;106;434;29;9.000;1.709;7.291;%32.0
2025-10-28 02:00:00;1,02;2,05;0,75;114;410;37;10.329;2.147;8.182;%36.0
2025-10-28 03:00:00;0,59;1,22;0,42;99;370;27;9.678;2.021;7.657;%30.0
2025-10-28 04:00:00;0,56;1,35;0,37;107;436;27;8.750;1.717;7.033;%26.0
2025-10-28 05:00:00;2,45;2,5;2,44;161;363;114;10.612;2.019;8.593;%55.0
2025-10-28 06:00:00;1,1;1,61;0,97;134;397;66;9.073;1.858;7.215;%48.0
2025-10-28 07:00:00;0,66;1,15;0,47;111;319;26;9.571;2.756;6.815;%32.0
2025-10-28 08:00:00;0,7;1,48;0,51;108;451;28;8.583;1.632;6.951;%30.0
2025-10-28 09:00:00;0,81;1,55;0,64;109;446;30;8.669;1.653;7.016;%37.0
2025-10-28 10:00:00;0,75;1,56;0,56;109;439;31;8.831;1.698;7.133;%34.0
2025-10-28 11:00:00;0,81;1,56;0,64;108;446;32;9.030;1.661;7.370;%33.0
2025-10-28 12:00:00;0,71;1,52;0,53;107;443;33;9.198;1.670;7.528;%38.0
2025-10-28 13:00:00;0,64;1,41;0,47;108;439;34;9.267;1.695;7.572;%33.0
2025-10-28 14:00:00;0,67;1,44;0,5;106;445;33;9.407;1.669;7.738;%42.0
2025-10-28 15:00:00;0,62;1,4;0,45;107;445;33;9.210;1.656;7.554;%32.0
2025-10-28 16:00:00;0,64;1,42;0,47;106;440;33;9.357;1.687;7.670;%38.0
2025-10-28 17:00:00;0,61;1,4;0,44;107;443;33;9.220;1.665;7.555;%31.0
2025-10-28 18:00:00;0,67;1,43;0,5;105;442;33;9.458;1.677;7.781;%39.0
2025-10-28 19:00:00;0,59;1,38;0,41;106;448;32;9.206;1.650;7.557;%29.0
2025-10-28 20:00:00;0,61;1,41;0,44;106;447;31;9.127;1.647;7.480;%35.0
2025-10-28 21:00:00;0,59;1,39;0,4;107;449;30;8.984;1.648;7.336;%32.0
2025-10-28 22:00:00;0,57;1,32;0,4;100;418;29;9.697;1.772;7.924;%27.0
2025-10-28 23:00:00;0,61;1,43;0,42;107;452;29;8.840;1.628;7.212;%39.0
2025-10-29 00:00:00;0,53;1,37;0,35;106;455;28;8.783;1.616;7.167;%23.0
2025-10-29 01:00:00;0,61;1,36;0,43;108;437;29;8.754;1.693;7.061;%30.0
2025-10-29 02:00:00;1,05;2,05;0,78;118;417;38;9.941;2.103;7.838;%38.0
2025-10-29 03:00:00;0,54;1,22;0,36;101;377;26;9.227;1.968;7.259;%31.0
2025-10-29 04:00:00;0,51;1,31;0,31;108;434;27;8.582;1.720;6.861;%22.0
2025-10-29 05:00:00;2,42;2,28;2,46;162;358;115;10.557;2.075;8.483;%54.0
2025-10-29 06:00:00;1,13;1,56;1,01;134;394;66;9.047;1.878;7.170;%44.0
2025-10-29 07:00:00;0,78;1,19;0,62;111;318;26;9.528;2.771;6.758;%36.0
2025-10-29 08:00:00;0,67;1,44;0,49;108;448;27;8.574;1.644;6.930;%29.0
2025-10-29 09:00:00;0,7;1,47;0,52;109;449;29;8.651;1.644;7.006;%35.0
2025-10-29 10:00:00;0,75;1,47;0,58;109;443;30;8.804;1.677;7.127;%32.0
2025-10-29 11:00:00;0,74;1,35;0,59;103;390;30;9.504;1.935;7.569;%33.0
2025-10-29 12:00:00;0,77;1,22;0,63;102;325;31;9.519;2.298;7.221;%38.0
2025-10-29 13:00:00;0,57;1,38;0,38;109;444;32;8.939;1.665;7.274;%29.0
2025-10-29 14:00:00;0,63;1,43;0,45;109;450;33;8.989;1.658;7.331;%39.0
2025-10-29 15:00:00;0,59;1,39;0,4;109;442;33;8.999;1.687;7.312;%31.0
2025-10-29 16:00:00;0,61;1,41;0,42;109;442;33;9.008;1.686;7.323;%34.0
2025-10-29 17:00:00;0,59;1,39;0,4;110;443;32;8.883;1.673;7.209;%33.0
2025-10-29 18:00:00;0,63;1,4;0,45;110;448;32;8.835;1.646;7.189;%32.0
2025-10-29 19:00:00;0,58;1,4;0,39;109;448;32;8.882;1.644;7.238;%32.0
2025-10-29 20:00:00;0,59;1,39;0,41;108;451;31;8.876;1.635;7.241;%30.0
2025-10-29 21:00:00;0,62;1,41;0,44;108;450;30;8.846;1.638;7.207;%34.0
2025-10-29 22:00:00;0,56;1,33;0,39;102;418;29;9.556;1.781;7.774;%30.0
2025-10-29 23:00:00;0,89;1,49;0,75;114;448;37;8.811;1.659;7.152;%34.0
2025-10-30 00:00:00;0,56;1,38;0,37;109;451;28;8.551;1.632;6.919;%29.0
2025-10-30 01:00:00;0,55;1,35;0,36;107;435;28;8.787;1.700;7.087;%28.0
2025-10-30 02:00:00;1,05;2,11;0,76;115;401;36;10.123;2.188;7.935;%38.0
2025-10-30 03:00:00;0,58;1,22;0,4;101;371;27;9.255;2.011;7.244;%29.0
2025-10-30 04:00:00;0,58;1,34;0,39;107;437;27;8.710;1.705;7.004;%28.0
2025-10-30 05:00:00;2,3;2,38;2,28;158;354;112;10.840;2.075;8.765;%52.0
2025-10-30 06:00:00;1,15;1,64;1,03;132;394;66;9.259;1.863;7.396;%50.0
2025-10-30 07:00:00;0,74;1,22;0,55;110;318;28;9.838;2.788;7.050;%34.0
2025-10-30 08:00:00;0,68;1,46;0,5;107;444;28;8.723;1.655;7.069;%32.0
2025-10-30 09:00:00;0,75;1,5;0,58;108;441;31;8.872;1.676;7.196;%36.0
2025-10-30 10:00:00;0,76;1,46;0,59;108;425;31;8.983;1.749;7.234;%34.0
2025-10-30 11:00:00;0,75;1,5;0,58;107;441;32;9.099;1.684;7.415;%33.0
2025-10-30 12:00:00;0,86;1,59;0,7;105;437;32;9.489;1.705;7.784;%39.0
2025-10-30 13:00:00;0,62;1,39;0,45;106;434;33;9.424;1.709;7.715;%33.0
2025-10-30 14:00:00;0,7;1,47;0,54;102;436;33;10.206;1.729;8.478;%43.0
2025-10-30 15:00:00;0,59;1,39;0,41;107;435;33;9.374;1.721;7.653;%33.0
2025-10-30 16:00:00;0,66;1,42;0,49;107;435;34;9.390;1.713;7.677;%41.0
2025-10-30 17:00:00;0,63;1,42;0,46;108;436;34;9.313;1.709;7.604;%34.0
2025-10-30 18:00:00;0,64;1,41;0,47;108;441;33;9.157;1.688;7.469;%36.0
2025-10-30 19:00:00;0,59;1,39;0,4;108;441;32;9.047;1.675;7.372;%32.0
2025-10-30 20:00:00;0,62;1,39;0,45;107;444;31;9.039;1.668;7.371;%36.0
2025-10-30 21:00:00;0,57;1,37;0,38;109;446;30;8.727;1.653;7.074;%27.0
2025-10-30 22:00:00;0,62;1,36;0,45;102;423;29;9.401;1.756;7.645;%37.0
2025-10-30 23:00:00;0,57;1,28;0,39;108;412;30;8.881;1.825;7.056;%26.0
2025-10-31 00:00:00;0,58;1,35;0,4;107;436;28;8.783;1.698;7.085;%28.0
2025-10-31 01:00:00;0,65;1,34;0,47;105;408;29;9.050;1.827;7.223;%32.0
2025-10-31 02:00:00;1,18;2,15;0,94;107;387;38;11.700;2.309;9.390;%44.0
2025-10-31 03:00:00;0,63;1,2;0,49;92;344;30;11.430;2.250;9.181;%32.0
2025-10-31 04:00:00;0,56;1,28;0,37;105;400;28;9.388;1.945;7.443;%28.0
2025-10-31 05:00:00;2,48;2,33;2,52;159;348;112;10.852;2.155;8.697;%55.0
2025-10-31 06:00:00;1,17;1,61;1,05;134;390;67;9.176;1.894;7.282;%48.0
2025-10-31 07:00:00;0,76;1,18;0,6;110;316;27;9.714;2.801;6.913;%35.0
2025-10-31 08:00:00;0,67;1,46;0,49;108;450;28;8.733;1.646;7.087;%29.0
2025-10-31 09:00:00;0,77;1,51;0,6;110;452;30;8.626;1.640;6.986;%37.0
2025-10-31 10:00:00;0,75;1,45;0,57;109;429;30;8.807;1.739;7.068;%33.0
2025-10-31 11:00:00;0,74;1,46;0,58;108;438;32;9.017;1.698;7.319;%33.0
2025-10-31 12:00:00;0,76;1,47;0,6;106;439;32;9.364;1.694;7.670;%39.0
2025-10-31 13:00:00;0,62;1,4;0,44;106;440;33;9.305;1.684;7.621;%32.0
2025-10-31 14:00:00;0,64;1,4;0,46;108;438;33;9.186;1.703;7.483;%39.0
2025-10-31 15:00:00;0,64;1,4;0,46;108;417;34;9.487;1.835;7.652;%35.0
2025-10-31 16:00:00;0,69;1,43;0,5;114;410;35;9.410;1.972;7.439;%38.0
2025-10-31 17:00:00;0,64;1,42;0,45;110;429;34;9.155;1.769;7.386;%33.0
2025-10-31 18:00:00;0,62;1,41;0,43;110;434;33;9.040;1.729;7.311;%37.0
2025-10-31 19:00:00;0,66;1,34;0,49;110;423;32;8.941;1.789;7.152;%31.0
2025-10-31 20:00:00;0,6;1,37;0,42;109;445;31;8.808;1.666;7.142;%33.0
2025-10-31 21:00:00;0,61;1,38;0,43;108;435;33;9.260;1.710;7.550;%33.0
2025-10-31 22:00:00;0,73;1,36;0,59;102;408;33;9.968;1.833;8.135;%35.0
2025-10-31 23:00:00;0,59;1,38;0,41;108;443;30;8.834;1.666;7.168;%33.0
2025-11-01 00:00:00;0,57;1,36;0,38;110;453;27;8.422;1.627;6.796;%24.0
2025-11-01 01:00:00;0,57;1,36;0,38;107;435;28;8.763;1.704;7.059;%31.0
2025-11-01 02:00:00;1,06;1,96;0,8;119;397;39;10.285;2.303;7.982;%40.0
2025-11-01 03:00:00;0,54;1,21;0,35;100;373;26;9.262;1.988;7.275;%30.0
2025-11-01 04:00:00;0,52;1,33;0,32;108;436;26;8.579;1.714;6.865;%24.0
2025-11-01 05:00:00;2,54;2,38;2,57;162;355;114;10.560;2.091;8.469;%52.0
2025-11-01 06:00:00;1,13;1,59;1,01;134;389;67;9.126;1.897;7.229;%50.0
2025-11-01 07:00:00;0,7;1,19;0,49;111;316;26;9.521;2.783;6.738;%33.0
2025-11-01 08:00:00;0,67;1,45;0,49;108;447;27;8.498;1.651;6.847;%33.0
2025-11-01 09:00:00;0,7;1,48;0,51;110;449;28;8.479;1.645;6.835;%31.0
2025-11-01 10:00:00;0,7;1,51;0,51;110;449;29;8.567;1.648;6.919;%30.0
2025-11-01 11:00:00;0,68;1,45;0,5;109;448;30;8.770;1.643;7.127;%36.0
2025-11-01 12:00:00;0,57;1,36;0,39;109;445;31;8.825;1.656;7.169;%29.0
2025-11-01 13:00:00;0,63;1,38;0,46;109;444;32;8.914;1.666;7.248;%38.0
2025-11-01 14:00:00;0,58;1,37;0,41;109;445;32;8.975;1.662;7.313;%30.0
2025-11-01 15:00:00;0,64;1,41;0,47;109;449;32;8.994;1.649;7.345;%37.0
2025-11-01 16:00:00;0,58;1,35;0,4;109;438;32;8.992;1.696;7.297;%30.0
2025-11-01 17:00:00;0,61;1,36;0,44;109;441;32;8.978;1.684;7.294;%36.0
2025-11-01 18:00:00;0,6;1,38;0,42;109;448;32;8.918;1.649;7.269;%33.0
2025-11-01 19:00:00;0,57;1,36;0,39;110;446;32;8.734;1.656;7.077;%30.0
2025-11-01 20:00:00;0,57;1,35;0,39;109;439;32;8.892;1.683;7.209;%33.0
2025-11-01 21:00:00;0,57;1,38;0,38;109;448;31;8.801;1.640;7.161;%31.0
2025-11-01 22:00:00;0,67;1,4;0,51;105;423;36;9.716;1.747;7.970;%36.0
2025-11-01 23:00:00;0,57;1,34;0,39;109;441;30;8.719;1.673;7.046;%27.0
2025-11-02 00:00:00;0,55;1,36;0,36;109;446;28;8.539;1.658;6.881;%30.0
2025-11-02 01:00:00;0,62;1,25;0,43;107;372;29;9.206;2.081;7.125;%32.0
2025-11-02 02:00:00;1,02;2,12;0,72;115;407;35;9.959;2.143;7.816;%37.0
2025-11-02 03:00:00;0,53;1,2;0,35;101;377;27;9.228;1.971;7.257;%24.0
2025-11-02 04:00:00;0,57;1,33;0,38;109;432;27;8.568;1.738;6.830;%30.0
2025-11-02 05:00:00;2,39;2,23;2,43;163;359;114;10.488;2.082;8.406;%55.0
2025-11-02 06:00:00;1,05;1,5;0,94;135;390;67;9.036;1.902;7.134;%39.0
2025-11-02 07:00:00;0,68;1,16;0,48;112;320;26;9.410;2.747;6.663;%37.0
2025-11-02 08:00:00;0,69;1,45;0,5;108;451;26;8.415;1.634;6.781;%30.0
2025-11-02 09:00:00;0,67;1,42;0,49;109;451;27;8.448;1.639;6.808;%27.0
2025-11-02 10:00:00;0,71;1,43;0,53;109;438;28;8.563;1.695;6.868;%36.0
2025-11-02 11:00:00;0,73;1,47;0,55;109;446;29;8.669;1.657;7.012;%30.0
2025-11-02 12:00:00;0,7;1,47;0,52;109;447;30;8.650;1.649;7.001;%30.0
2025-11-02 13:00:00;0,76;1,5;0,59;109;445;30;8.768;1.655;7.113;%36.0
2025-11-02 14:00:00;0,73;1,5;0,55;108;443;31;8.995;1.669;7.326;%34.0
2025-11-02 15:00:00;0,74;1,48;0,58;108;446;32;8.947;1.655;7.292;%34.0
2025-11-02 16:00:00;0,71;1,46;0,54;108;436;32;9.032;1.706;7.325;%36.0
2025-11-02 17:00:00;0,59;1,36;0,42;108;440;33;9.145;1.691;7.454;%32.0
2025-11-02 18:00:00;0,62;1,41;0,44;108;449;32;8.994;1.651;7.343;%37.0
2025-11-02 19:00:00;0,55;1,37;0,37;109;450;31;8.847;1.637;7.210;%28.0
2025-11-02 20:00:00;0,62;1,39;0,44;108;448;30;8.800;1.644;7.156;%34.0
2025-11-02 21:00:00;0,58;1,36;0,39;109;449;30;8.702;1.643;7.059;%30.0
2025-11-02 22:00:00;0,57;1,35;0,38;106;435;29;8.993;1.704;7.289;%28.0
2025-11-02 23:00:00;0,57;1,37;0,38;109;454;28;8.594;1.624;6.971;%30.0
2025-11-03 00:00:00;0,54;1,37;0,35;109;452;27;8.520;1.633;6.888;%28.0
2025-11-03 01:00:00;0,53;1,35;0,34;108;442;28;8.662;1.673;6.988;%23.0
2025-11-03 02:00:00;1,07;2,07;0,8;117;409;37;10.003;2.136;7.867;%47.0
2025-11-03 03:00:00;0,54;1,2;0,36;100;377;27;9.344;1.969;7.375;%23.0
2025-11-03 04:00:00;0,55;1,36;0,34;109;440;26;8.529;1.696;6.833;%28.0
2025-11-03 05:00:00;2,43;2,29;2,46;162;351;115;10.475;2.100;8.375;%52.0
2025-11-03 06:00:00;1,18;1,62;1,06;135;391;67;8.970;1.871;7.098;%50.0
2025-11-03 07:00:00;0,67;1,19;0,46;112;318;26;9.474;2.779;6.695;%31.0
2025-11-03 08:00:00;0,69;1,51;0,5;109;452;28;8.526;1.631;6.895;%34.0
2025-11-03 09:00:00;0,74;1,54;0,56;111;451;30;8.498;1.639;6.859;%32.0
2025-11-03 10:00:00;0,57;1,36;0,38;110;441;30;8.716;1.686;7.030;%30.0
2025-11-03 11:00:00;;;;;;;;;;
