Tuzla TZLTOCDELLAPP02;Latency;Read Latency;Write Latency;Avg. Size;Read Size;Write Size;Total IOPS;Read IOPS;Write IOPS;CPU Utilization
2025-10-07 23:00:00;1,5;2,82;0,88;232;388;159;1.257;0.403;0.854;%11.0
2025-10-08 00:00:00;1,55;2,92;0,9;227;404;143;1.215;0.389;0.826;%16.0
2025-10-08 01:00:00;1,46;2,94;0,75;221;406;133;1.188;0.383;0.805;%12.0
2025-10-08 02:00:00;1,4;2,94;0,66;216;409;123;1.163;0.378;0.785;%9.0
2025-10-08 03:00:00;1,45;2,98;0,7;216;412;121;1.157;0.377;0.780;%13.0
2025-10-08 04:00:00;1,27;2,92;0,6;190;404;103;1.338;0.385;0.953;%12.0
2025-10-08 05:00:00;1,4;2,98;0,64;215;415;118;1.145;0.374;0.771;%9.0
2025-10-08 06:00:00;1,43;2,96;0,68;214;409;118;1.156;0.380;0.776;%11.0
2025-10-08 07:00:00;1,47;2,98;0,74;218;413;124;1.168;0.379;0.789;%15.0
2025-10-08 08:00:00;1,46;2,91;0,78;227;403;146;1.218;0.386;0.832;%10.0
2025-10-08 09:00:00;1,69;2,94;1,15;238;402;165;1.270;0.388;0.882;%17.0
2025-10-08 10:00:00;1,72;2,89;1,21;240;393;173;1.295;0.397;0.898;%14.0
2025-10-08 11:00:00;1,82;2,95;1,35;245;400;179;1.302;0.387;0.915;%18.0
2025-10-08 12:00:00;1,85;2,89;1,4;246;394;183;1.321;0.396;0.925;%15.0
2025-10-08 13:00:00;1,81;2,88;1,36;247;392;185;1.325;0.399;0.927;%19.0
2025-10-08 14:00:00;1,75;2,88;1,27;248;395;185;1.325;0.395;0.930;%15.0
2025-10-08 15:00:00;1,79;2,88;1,32;248;395;186;1.326;0.395;0.931;%20.0
2025-10-08 16:00:00;1,66;2,84;1,15;247;387;186;1.342;0.404;0.938;%15.0
2025-10-08 17:00:00;1,71;2,88;1,21;248;393;186;1.327;0.397;0.931;%20.0
2025-10-08 18:00:00;1,61;2,88;1,07;249;397;186;1.323;0.394;0.929;%14.0
2025-10-08 19:00:00;1,84;2,85;1,4;246;391;182;1.313;0.400;0.913;%20.0
2025-10-08 20:00:00;1,58;2,88;1,02;243;397;176;1.291;0.390;0.901;%13.0
2025-10-08 21:00:00;1,72;2,9;1,2;241;398;171;1.278;0.391;0.887;%18.0
2025-10-08 22:00:00;1,55;2,93;0,94;238;404;165;1.257;0.385;0.872;%12.0
2025-10-08 23:00:00;1,59;2,9;0,99;233;400;157;1.237;0.389;0.847;%16.0
2025-10-09 00:00:00;1,47;2,92;0,79;227;406;143;1.205;0.385;0.820;%12.0
2025-10-09 01:00:00;1,43;2,92;0,71;221;406;133;1.186;0.383;0.802;%9.0
2025-10-09 02:00:00;1,46;2,94;0,74;217;408;124;1.168;0.381;0.787;%15.0
2025-10-09 03:00:00;1,42;2,95;0,68;216;412;121;1.160;0.378;0.782;%10.0
2025-10-09 04:00:00;1,26;2,94;0,57;193;411;104;1.297;0.378;0.919;%9.0
2025-10-09 05:00:00;1,43;2,94;0,69;214;409;118;1.151;0.380;0.772;%13.0
2025-10-09 06:00:00;1,4;2,96;0,65;214;411;118;1.147;0.375;0.772;%8.0
2025-10-09 07:00:00;1,43;2,94;0,69;218;411;125;1.167;0.382;0.785;%9.0
2025-10-09 08:00:00;1,55;2,93;0,91;228;404;146;1.211;0.385;0.825;%18.0
2025-10-09 09:00:00;1,55;2,9;0,95;238;401;166;1.261;0.388;0.874;%12.0
2025-10-09 10:00:00;1,76;2,9;1,25;242;396;173;1.278;0.393;0.885;%18.0
2025-10-09 11:00:00;1,87;2,9;1,42;245;398;179;1.291;0.391;0.900;%14.0
2025-10-09 12:00:00;1,85;2,91;1,4;248;399;183;1.303;0.392;0.912;%19.0
2025-10-09 13:00:00;1,74;2,83;1,26;246;389;183;1.322;0.401;0.921;%15.0
2025-10-09 14:00:00;1,94;2,9;1,53;247;396;184;1.317;0.394;0.923;%20.0
2025-10-09 15:00:00;1,7;2,86;1,21;247;393;185;1.320;0.395;0.926;%14.0
2025-10-09 16:00:00;1,85;2,89;1,4;248;392;186;1.325;0.398;0.927;%20.0
2025-10-09 17:00:00;1,65;2,86;1,14;248;391;187;1.330;0.398;0.933;%15.0
2025-10-09 18:00:00;1,78;2,83;1,32;246;385;185;1.330;0.405;0.925;%19.0
2025-10-09 19:00:00;1,65;2,82;1,14;245;389;181;1.314;0.401;0.912;%14.0
2025-10-09 20:00:00;1,77;2,89;1,28;243;395;176;1.292;0.395;0.897;%19.0
2025-10-09 21:00:00;1,64;2,91;1,09;242;401;172;1.279;0.389;0.890;%12.0
2025-10-09 22:00:00;1,7;2,91;1,15;238;398;165;1.261;0.391;0.869;%18.0
2025-10-09 23:00:00;1,56;2,89;0,95;233;398;157;1.237;0.391;0.846;%11.0
2025-10-10 00:00:00;1,52;2,9;0,87;227;401;144;1.210;0.389;0.822;%13.0
2025-10-10 01:00:00;1,48;2,91;0,8;222;403;135;1.192;0.387;0.806;%13.0
2025-10-10 02:00:00;1,43;2,93;0,72;220;409;131;1.180;0.380;0.800;%9.0
2025-10-10 03:00:00;1,48;2,93;0,77;217;408;124;1.166;0.381;0.785;%14.0
2025-10-10 04:00:00;1,28;2,99;0,58;192;415;101;1.289;0.374;0.915;%12.0
2025-10-10 05:00:00;1,37;2,93;0,61;210;408;113;1.156;0.380;0.776;%8.0
2025-10-10 06:00:00;1,4;2,94;0,65;213;410;116;1.149;0.380;0.768;%9.0
2025-10-10 07:00:00;1,47;2,97;0,74;217;411;123;1.167;0.381;0.786;%16.0
2025-10-10 08:00:00;1,46;2,95;0,78;227;410;142;1.202;0.378;0.824;%10.0
2025-10-10 09:00:00;1,64;2,91;1,08;236;400;162;1.261;0.390;0.871;%16.0
2025-10-10 10:00:00;1,78;2,92;1,28;240;398;171;1.282;0.390;0.892;%15.0
2025-10-10 11:00:00;1,81;2,9;1,33;244;396;178;1.305;0.394;0.911;%17.0
2025-10-10 12:00:00;1,83;2,9;1,37;248;395;185;1.314;0.394;0.920;%16.0
2025-10-10 13:00:00;1,89;2,89;1,46;249;393;187;1.321;0.397;0.924;%18.0
2025-10-10 14:00:00;1,66;2,89;1,13;250;394;188;1.321;0.397;0.924;%16.0
2025-10-10 15:00:00;1,9;2,91;1,48;249;394;188;1.334;0.396;0.938;%19.0
2025-10-10 16:00:00;1,92;2,89;1,51;250;390;190;1.339;0.400;0.938;%16.0
2025-10-10 17:00:00;1,89;2,91;1,46;250;393;190;1.333;0.397;0.936;%19.0
2025-10-10 18:00:00;1,87;2,87;1,45;250;390;190;1.337;0.398;0.939;%15.0
2025-10-10 19:00:00;1,9;2,89;1,48;248;394;186;1.325;0.397;0.928;%19.0
2025-10-10 20:00:00;1,64;2,89;1,1;244;396;178;1.302;0.394;0.908;%14.0
2025-10-10 21:00:00;1,95;2,94;1,52;244;400;177;1.283;0.389;0.894;%18.0
2025-10-10 22:00:00;1,7;2,92;1,16;240;399;169;1.267;0.389;0.878;%13.0
2025-10-10 23:00:00;1,61;2,89;1,02;236;398;163;1.252;0.393;0.859;%16.0
2025-10-11 00:00:00;1,51;2,91;0,85;230;403;149;1.219;0.389;0.830;%13.0
2025-10-11 01:00:00;1,45;2,94;0,75;224;407;139;1.194;0.382;0.812;%10.0
2025-10-11 02:00:00;1,5;2,96;0,79;217;406;127;1.170;0.380;0.790;%17.0
2025-10-11 03:00:00;1,4;2,96;0,66;215;413;121;1.156;0.374;0.783;%9.0
2025-10-11 04:00:00;1,3;2,94;0,59;198;411;107;1.265;0.379;0.886;%9.0
2025-10-11 05:00:00;1,43;2,98;0,7;212;412;116;1.164;0.376;0.787;%15.0
2025-10-11 06:00:00;1,4;2,95;0,64;213;409;117;1.157;0.380;0.777;%9.0
2025-10-11 07:00:00;1,41;2,97;0,66;217;411;123;1.168;0.380;0.788;%9.0
2025-10-11 08:00:00;1,51;2,98;0,81;221;410;132;1.182;0.379;0.803;%16.0
2025-10-11 09:00:00;1,48;2,94;0,81;227;405;145;1.216;0.385;0.831;%13.0
2025-10-11 10:00:00;1,6;2,94;1;235;402;161;1.252;0.387;0.865;%15.0
2025-10-11 11:00:00;1,87;2,93;1,41;240;399;171;1.284;0.390;0.895;%16.0
2025-10-11 12:00:00;1,89;2,94;1,44;246;401;179;1.296;0.389;0.907;%16.0
2025-10-11 13:00:00;1,92;2,87;1,5;245;391;181;1.315;0.398;0.917;%17.0
2025-10-11 14:00:00;1,83;2,89;1,38;247;391;184;1.324;0.399;0.925;%17.0
2025-10-11 15:00:00;1,81;2,87;1,36;247;390;186;1.332;0.400;0.932;%17.0
2025-10-11 16:00:00;1,89;2,88;1,47;248;393;187;1.332;0.398;0.933;%17.0
2025-10-11 17:00:00;1,85;2,83;1,43;247;387;187;1.335;0.404;0.931;%17.0
2025-10-11 18:00:00;1,76;2,92;1,26;249;397;185;1.311;0.392;0.919;%18.0
2025-10-11 19:00:00;1,74;2,9;1,24;247;396;182;1.308;0.394;0.914;%16.0
2025-10-11 20:00:00;1,69;2,87;1,18;243;392;178;1.306;0.398;0.907;%17.0
2025-10-11 21:00:00;1,72;2,94;1,19;243;400;175;1.290;0.390;0.900;%15.0
2025-10-11 22:00:00;1,67;2,93;1,11;240;401;169;1.269;0.386;0.883;%15.0
2025-10-11 23:00:00;1,59;2,94;0,99;237;404;162;1.249;0.386;0.864;%15.0
2025-10-12 00:00:00;1,49;2,86;0,83;229;395;151;1.234;0.397;0.837;%11.0
2025-10-12 01:00:00;1,54;2,91;0,88;224;400;140;1.205;0.389;0.816;%16.0
2025-10-12 02:00:00;1,43;2,96;0,7;220;410;129;1.176;0.380;0.797;%10.0
2025-10-12 03:00:00;1,41;2,99;0,66;216;414;121;1.161;0.374;0.786;%9.0
2025-10-12 04:00:00;1,33;2,95;0,67;192;407;104;1.307;0.382;0.926;%17.0
2025-10-12 05:00:00;1,42;2,97;0,66;214;411;117;1.154;0.377;0.777;%10.0
2025-10-12 06:00:00;1,4;2,96;0,64;213;412;117;1.155;0.378;0.777;%8.0
2025-10-12 07:00:00;1,42;2,94;0,69;215;408;121;1.167;0.381;0.786;%10.0
2025-10-12 08:00:00;1,41;2,97;0,67;217;412;125;1.170;0.378;0.792;%9.0
2025-10-12 09:00:00;1,47;2,96;0,76;222;412;132;1.180;0.377;0.804;%11.0
2025-10-12 10:00:00;1,5;2,93;0,84;226;404;143;1.211;0.385;0.826;%15.0
2025-10-12 11:00:00;1,51;2,89;0,87;234;399;159;1.244;0.390;0.853;%12.0
2025-10-12 12:00:00;1,79;2,93;1,28;240;401;169;1.272;0.389;0.883;%19.0
2025-10-12 13:00:00;1,81;2,93;1,32;245;403;176;1.283;0.386;0.898;%14.0
2025-10-12 14:00:00;1,86;2,94;1,4;245;399;179;1.304;0.391;0.913;%19.0
2025-10-12 15:00:00;1,81;2,87;1,34;246;391;182;1.313;0.399;0.914;%14.0
2025-10-12 16:00:00;1,95;2,91;1,53;248;397;184;1.310;0.393;0.917;%19.0
2025-10-12 17:00:00;1,87;2,91;1,43;248;396;185;1.303;0.390;0.913;%14.0
2025-10-12 18:00:00;1,96;2,9;1,55;247;392;184;1.310;0.398;0.912;%19.0
2025-10-12 19:00:00;1,69;2,87;1,17;247;394;182;1.301;0.397;0.904;%14.0
2025-10-12 20:00:00;1,81;2,96;1,32;246;404;177;1.283;0.386;0.897;%19.0
2025-10-12 21:00:00;1,75;2,89;1,25;242;395;173;1.281;0.394;0.887;%13.0
2025-10-12 22:00:00;1,81;2,96;1,3;239;403;167;1.253;0.386;0.867;%17.0
2025-10-12 23:00:00;1,52;2,89;0,89;234;398;158;1.236;0.392;0.844;%12.0
2025-10-13 00:00:00;1,51;2,95;0,83;230;407;146;1.201;0.384;0.817;%13.0
2025-10-13 01:00:00;1,45;2,94;0,74;223;406;136;1.186;0.383;0.803;%10.0
2025-10-13 02:00:00;1,47;2,94;0,75;216;406;124;1.164;0.380;0.784;%13.0
2025-10-13 03:00:00;1,4;2,96;0,65;215;410;120;1.162;0.379;0.783;%9.0
2025-10-13 04:00:00;1,27;2,95;0,57;193;409;104;1.302;0.380;0.921;%9.0
2025-10-13 05:00:00;1,43;2,99;0,68;214;414;117;1.148;0.375;0.773;%12.0
2025-10-13 06:00:00;1,44;3;0,68;215;415;118;1.147;0.374;0.773;%13.0
2025-10-13 07:00:00;1,42;2,97;0,68;218;410;126;1.170;0.380;0.790;%9.0
2025-10-13 08:00:00;1,52;2,93;0,86;228;403;146;1.216;0.387;0.829;%14.0
2025-10-13 09:00:00;1,65;2,92;1,08;238;399;167;1.270;0.392;0.878;%16.0
2025-10-13 10:00:00;1,92;2,91;1,49;242;395;174;1.290;0.394;0.896;%16.0
2025-10-13 11:00:00;1,85;2,95;1,38;246;401;180;1.294;0.385;0.910;%17.0
2025-10-13 12:00:00;1,88;2,86;1,45;247;390;184;1.313;0.401;0.912;%17.0
2025-10-13 13:00:00;1,81;2,88;1,35;249;394;187;1.316;0.397;0.919;%17.0
2025-10-13 14:00:00;1,74;2,89;1,25;249;394;187;1.316;0.395;0.920;%18.0
2025-10-13 15:00:00;1,67;2,91;1,15;251;397;189;1.317;0.392;0.925;%17.0
2025-10-13 16:00:00;1,75;2,84;1,28;248;385;189;1.335;0.406;0.929;%19.0
2025-10-13 17:00:00;1,72;2,91;1,21;251;395;190;1.322;0.394;0.928;%16.0
2025-10-13 18:00:00;1,74;2,89;1,24;249;392;187;1.318;0.398;0.920;%19.0
2025-10-13 19:00:00;1,6;2,8;1,06;244;382;183;1.323;0.410;0.913;%15.0
2025-10-13 20:00:00;1,66;2,91;1,11;243;395;177;1.283;0.390;0.893;%17.0
2025-10-13 21:00:00;1,68;2,94;1,12;242;401;172;1.271;0.388;0.883;%14.0
2025-10-13 22:00:00;1,64;2,91;1,06;239;400;166;1.254;0.390;0.864;%15.0
2025-10-13 23:00:00;1,56;2,93;0,94;234;403;157;1.231;0.387;0.844;%14.0
2025-10-14 00:00:00;1,47;2,94;0,79;228;407;145;1.204;0.383;0.821;%10.0
2025-10-14 01:00:00;1,52;2,91;0,84;222;402;134;1.188;0.388;0.800;%15.0
2025-10-14 02:00:00;1,41;2,94;0,68;217;410;123;1.166;0.380;0.786;%9.0
2025-10-14 03:00:00;1,4;2,93;0,65;214;408;119;1.157;0.381;0.777;%9.0
2025-10-14 04:00:00;1,32;2,97;0,65;189;410;101;1.327;0.378;0.949;%18.0
2025-10-14 05:00:00;1,41;2,98;0,65;215;414;117;1.145;0.375;0.770;%9.0
2025-10-14 06:00:00;1,4;2,95;0,64;214;411;118;1.149;0.376;0.773;%8.0
2025-10-14 07:00:00;1,48;2,97;0,76;219;412;126;1.169;0.380;0.789;%14.0
2025-10-14 08:00:00;1,54;2,96;0,89;229;409;146;1.213;0.380;0.833;%14.0
2025-10-14 09:00:00;1,68;2,92;1,13;238;399;166;1.272;0.391;0.881;%15.0
2025-10-14 10:00:00;1,72;2,89;1,2;241;393;174;1.297;0.396;0.901;%17.0
2025-10-14 11:00:00;1,82;2,94;1,34;246;401;180;1.304;0.389;0.915;%16.0
2025-10-14 12:00:00;1,77;2,9;1,28;247;396;183;1.314;0.395;0.919;%17.0
2025-10-14 13:00:00;1,7;2,87;1,2;247;390;186;1.334;0.400;0.934;%18.0
2025-10-14 14:00:00;1,68;2,9;1,17;248;393;186;1.328;0.396;0.932;%17.0
2025-10-14 15:00:00;1,67;2,89;1,16;249;394;187;1.329;0.394;0.935;%18.0
2025-10-14 16:00:00;1,72;2,88;1,23;250;392;190;1.334;0.399;0.935;%17.0
2025-10-14 17:00:00;1,87;2,9;1,44;250;393;190;1.337;0.397;0.941;%19.0
2025-10-14 18:00:00;1,76;2,87;1,28;249;391;188;1.334;0.399;0.935;%16.0
2025-10-14 19:00:00;1,69;2,88;1,18;246;392;184;1.323;0.398;0.925;%18.0
2025-10-14 20:00:00;1,58;2,89;1;243;396;176;1.296;0.395;0.901;%15.0
2025-10-14 21:00:00;1,74;2,94;1,23;243;403;173;1.279;0.386;0.893;%17.0
2025-10-14 22:00:00;1,63;2,92;1,06;240;401;168;1.265;0.388;0.877;%14.0
2025-10-14 23:00:00;1,61;2,9;1,02;234;399;159;1.246;0.391;0.855;%16.0
2025-10-15 00:00:00;1,45;2,91;0,77;227;403;145;1.216;0.387;0.829;%10.0
2025-10-15 01:00:00;1,5;2,93;0,83;224;406;139;1.197;0.384;0.813;%13.0
2025-10-15 02:00:00;1,46;2,98;0,74;219;411;127;1.171;0.378;0.793;%13.0
2025-10-15 03:00:00;1,41;2,95;0,67;215;408;122;1.169;0.380;0.788;%9.0
2025-10-15 04:00:00;1,32;2,97;0,63;197;411;107;1.278;0.377;0.901;%12.0
2025-10-15 05:00:00;1,44;2,94;0,72;215;407;121;1.167;0.382;0.784;%15.0
2025-10-15 06:00:00;1,41;2,99;0,65;216;415;120;1.158;0.374;0.784;%9.0
2025-10-15 07:00:00;1,46;2,97;0,75;218;411;126;1.176;0.380;0.796;%12.0
2025-10-15 08:00:00;1,55;2,96;0,9;229;406;148;1.223;0.383;0.840;%16.0
2025-10-15 09:00:00;1,58;2,89;1;238;396;168;1.278;0.391;0.887;%13.0
2025-10-15 10:00:00;1,83;2,91;1,36;241;395;173;1.300;0.395;0.905;%18.0
2025-10-15 11:00:00;1,65;2,9;1,11;245;397;179;1.309;0.392;0.917;%15.0
2025-10-15 12:00:00;1,75;2,92;1,25;248;396;185;1.318;0.394;0.924;%19.0
2025-10-15 13:00:00;1,78;2,85;1,32;247;388;186;1.327;0.403;0.924;%16.0
2025-10-15 14:00:00;1,77;2,92;1,28;249;397;186;1.320;0.393;0.927;%18.0
2025-10-15 15:00:00;1,9;2,88;1,48;249;392;187;1.329;0.398;0.931;%17.0
2025-10-15 16:00:00;1,76;2,8;1,3;247;379;189;1.350;0.414;0.936;%18.0
2025-10-15 17:00:00;1,84;2,91;1,39;249;394;188;1.332;0.396;0.936;%18.0
2025-10-15 18:00:00;1,73;2,88;1,24;249;393;187;1.327;0.396;0.932;%17.0
2025-10-15 19:00:00;1,69;2,84;1,18;245;385;183;1.331;0.407;0.924;%17.0
2025-10-15 20:00:00;1,66;2,93;1,11;244;400;177;1.292;0.390;0.903;%16.0
2025-10-15 21:00:00;1,66;2,93;1,11;242;400;173;1.282;0.389;0.893;%15.0
2025-10-15 22:00:00;1,64;2,9;1,07;238;398;167;1.269;0.392;0.878;%16.0
2025-10-15 23:00:00;1,52;2,87;0,9;234;397;158;1.247;0.394;0.853;%11.0
2025-10-16 00:00:00;1,51;2,96;0,84;228;408;145;1.208;0.383;0.825;%14.0
2025-10-16 01:00:00;1,44;2,92;0,74;223;404;136;1.190;0.385;0.805;%10.0
2025-10-16 02:00:00;1,46;2,96;0,74;218;410;126;1.162;0.379;0.783;%12.0
2025-10-16 03:00:00;1,42;2,95;0,68;214;408;121;1.172;0.382;0.791;%13.0
2025-10-16 04:00:00;1,28;2,92;0,59;194;404;106;1.295;0.383;0.912;%9.0
2025-10-16 05:00:00;1,42;2,94;0,69;213;409;118;1.165;0.379;0.786;%11.0
2025-10-16 06:00:00;1,47;2,99;0,73;215;415;119;1.151;0.374;0.777;%16.0
2025-10-16 07:00:00;1,42;2,96;0,68;218;411;126;1.171;0.380;0.791;%9.0
2025-10-16 08:00:00;1,52;2,94;0,87;228;407;147;1.220;0.383;0.837;%13.0
2025-10-16 09:00:00;1,66;2,88;1,11;237;393;167;1.282;0.396;0.886;%17.0
2025-10-16 10:00:00;1,78;2,92;1,3;242;399;174;1.294;0.389;0.905;%15.0
