Adana ADNTOCDELLOSS01;Latency;Read Latency;Write Latency;Avg. Size;Read Size;Write Size;Total IOPS;Read IOPS;Write IOPS;CPU Utilization
2025-10-16 06:00:00;0,33;1,14;0,18;85;491;10;0.723;0.113;0.609;%1.0
2025-10-16 07:00:00;0,37;0,62;0,18;97;217;10;1.061;0.448;0.613;%2.0
2025-10-16 08:00:00;0,33;1,16;0,18;85;502;10;0.722;0.111;0.612;%1.0
2025-10-16 09:00:00;0,33;1,16;0,18;85;506;10;0.720;0.110;0.611;%1.0
2025-10-16 10:00:00;0,33;1,08;0,18;84;449;10;0.729;0.123;0.606;%1.0
2025-10-16 11:00:00;0,33;1,17;0,18;85;502;10;0.719;0.110;0.609;%1.0
2025-10-16 12:00:00;0,33;1,17;0,18;86;506;10;0.721;0.110;0.611;%1.0
2025-10-16 13:00:00;0,33;1,16;0,18;85;501;10;0.726;0.112;0.614;%1.0
2025-10-16 14:00:00;0,33;1,1;0,18;83;466;10;0.732;0.118;0.614;%1.0
2025-10-16 15:00:00;0,33;1,16;0,18;85;504;10;0.722;0.110;0.612;%4.0
2025-10-16 16:00:00;0,33;1,15;0,18;86;504;10;0.717;0.111;0.606;%3.0
2025-10-16 17:00:00;0,33;1,16;0,18;85;505;10;0.721;0.110;0.611;%1.0
2025-10-16 18:00:00;0,33;1,16;0,18;85;504;10;0.723;0.110;0.613;%1.0
2025-10-16 19:00:00;0,33;1,17;0,18;84;503;10;0.724;0.110;0.614;%1.0
2025-10-16 20:00:00;0,33;1,16;0,18;85;500;10;0.724;0.112;0.612;%5.0
2025-10-16 21:00:00;0,33;1,17;0,18;85;502;10;0.721;0.110;0.611;%1.0
2025-10-16 22:00:00;0,33;1,17;0,18;86;502;10;0.716;0.111;0.606;%1.0
2025-10-16 23:00:00;0,33;1,17;0,18;86;505;10;0.720;0.110;0.609;%1.0
2025-10-17 00:00:00;0,33;1,15;0,18;86;501;10;0.722;0.112;0.610;%1.0
2025-10-17 01:00:00;0,33;1,17;0,18;84;500;10;0.724;0.109;0.615;%1.0
2025-10-17 02:00:00;0,33;1,15;0,18;85;497;10;0.728;0.112;0.616;%1.0
2025-10-17 03:00:00;0,33;0,99;0,18;84;411;10;0.748;0.138;0.610;%1.0
2025-10-17 04:00:00;0,33;1,13;0,18;86;488;10;0.719;0.115;0.604;%1.0
2025-10-17 05:00:00;0,33;1,14;0,18;85;488;10;0.718;0.113;0.606;%1.0
2025-10-17 06:00:00;0,33;1,14;0,18;84;487;10;0.721;0.112;0.609;%1.0
2025-10-17 07:00:00;0,37;0,61;0,18;97;211;11;1.072;0.459;0.613;%2.0
2025-10-17 08:00:00;0,33;1,13;0,18;86;491;10;0.723;0.114;0.608;%1.0
2025-10-17 09:00:00;0,33;1,16;0,18;86;503;10;0.718;0.111;0.608;%5.0
2025-10-17 10:00:00;0,33;1,16;0,18;86;504;10;0.708;0.110;0.599;%1.0
2025-10-17 11:00:00;0,33;1,16;0,18;86;507;10;0.712;0.110;0.602;%1.0
2025-10-17 12:00:00;0,33;1,17;0,18;86;508;10;0.715;0.110;0.606;%1.0
2025-10-17 13:00:00;0,33;1,16;0,18;86;498;10;0.720;0.112;0.608;%1.0
2025-10-17 14:00:00;0,33;1,1;0,18;84;464;10;0.734;0.120;0.614;%5.0
2025-10-17 15:00:00;0,33;1,17;0,18;84;503;10;0.721;0.109;0.612;%1.0
2025-10-17 16:00:00;0,33;1,17;0,18;86;505;10;0.717;0.110;0.606;%1.0
2025-10-17 17:00:00;0,33;1,16;0,18;85;503;10;0.724;0.111;0.613;%1.0
2025-10-17 18:00:00;0,33;1,13;0,18;84;484;10;0.729;0.115;0.615;%1.0
2025-10-17 19:00:00;0,33;1,16;0,18;85;504;10;0.722;0.110;0.612;%1.0
2025-10-17 20:00:00;0,33;1,17;0,18;85;506;10;0.720;0.109;0.612;%1.0
2025-10-17 21:00:00;0,33;1,17;0,18;84;507;10;0.721;0.108;0.613;%1.0
2025-10-17 22:00:00;0,33;1,17;0,18;85;507;10;0.718;0.109;0.609;%1.0
2025-10-17 23:00:00;0,33;1,12;0,18;84;480;10;0.726;0.115;0.611;%1.0
2025-10-18 00:00:00;0,33;1,15;0,18;84;490;10;0.727;0.112;0.615;%1.0
2025-10-18 01:00:00;0,33;1,16;0,18;85;505;10;0.727;0.111;0.616;%1.0
2025-10-18 02:00:00;0,33;1,17;0,18;84;499;10;0.728;0.110;0.618;%4.0
2025-10-18 03:00:00;0,33;1,02;0,18;83;416;10;0.750;0.135;0.615;%2.0
2025-10-18 04:00:00;0,33;1,12;0,18;86;480;10;0.722;0.117;0.606;%1.0
2025-10-18 05:00:00;0,33;1,15;0,18;84;488;10;0.723;0.113;0.610;%1.0
2025-10-18 06:00:00;0,33;1,14;0,18;85;491;10;0.722;0.112;0.610;%1.0
2025-10-18 07:00:00;0,37;0,63;0,18;97;219;10;1.060;0.445;0.614;%5.0
2025-10-18 08:00:00;0,33;1,17;0,18;85;505;10;0.723;0.111;0.612;%1.0
2025-10-18 09:00:00;0,33;1,11;0,18;85;468;10;0.729;0.120;0.609;%1.0
2025-10-18 10:00:00;0,33;1,16;0,18;84;487;10;0.713;0.111;0.602;%1.0
2025-10-18 11:00:00;0,33;1,15;0,18;87;500;10;0.715;0.112;0.603;%1.0
2025-10-18 12:00:00;0,33;1,16;0,18;86;507;10;0.716;0.110;0.607;%1.0
2025-10-18 13:00:00;0,33;1,16;0,18;85;504;10;0.722;0.110;0.611;%1.0
2025-10-18 14:00:00;0,33;1,1;0,18;84;473;10;0.732;0.118;0.615;%1.0
2025-10-18 15:00:00;0,33;1,15;0,18;86;497;10;0.723;0.112;0.610;%1.0
2025-10-18 16:00:00;0,33;1,16;0,18;86;502;10;0.719;0.111;0.608;%1.0
2025-10-18 17:00:00;0,33;1,17;0,18;85;506;10;0.719;0.110;0.609;%1.0
2025-10-18 18:00:00;0,33;1,17;0,18;86;506;10;0.720;0.110;0.609;%1.0
2025-10-18 19:00:00;0,33;1,17;0,18;85;505;10;0.722;0.110;0.612;%5.0
2025-10-18 20:00:00;0,33;1,18;0,18;85;503;10;0.722;0.111;0.611;%1.0
2025-10-18 21:00:00;0,33;1,16;0,18;84;497;10;0.723;0.110;0.613;%1.0
2025-10-18 22:00:00;0,33;1,18;0,18;85;506;10;0.716;0.109;0.606;%1.0
2025-10-18 23:00:00;0,33;1,18;0,18;85;506;10;0.720;0.110;0.610;%1.0
2025-10-19 00:00:00;0,33;1,17;0,18;86;506;10;0.724;0.111;0.613;%5.0
2025-10-19 01:00:00;0,33;1,16;0,18;85;499;10;0.723;0.111;0.612;%1.0
2025-10-19 02:00:00;0,33;1,16;0,18;85;498;10;0.728;0.112;0.615;%1.0
2025-10-19 03:00:00;0,33;1;0,18;83;415;10;0.748;0.136;0.612;%1.0
2025-10-19 04:00:00;0,33;1,14;0,18;86;490;10;0.717;0.114;0.603;%1.0
2025-10-19 05:00:00;0,33;1,14;0,18;85;487;10;0.721;0.114;0.606;%1.0
2025-10-19 06:00:00;0,33;1,12;0,18;85;479;10;0.724;0.116;0.607;%1.0
2025-10-19 07:00:00;0,37;0,62;0,18;98;218;10;1.053;0.446;0.607;%2.0
2025-10-19 08:00:00;0,33;1,17;0,18;85;506;10;0.720;0.109;0.610;%1.0
2025-10-19 09:00:00;0,33;1,07;0,18;84;450;10;0.731;0.124;0.607;%1.0
2025-10-19 10:00:00;0,33;1,17;0,18;86;504;10;0.715;0.111;0.605;%1.0
2025-10-19 11:00:00;0,33;1,16;0,18;85;506;10;0.717;0.109;0.608;%1.0
2025-10-19 12:00:00;0,33;1,14;0,18;85;494;10;0.726;0.114;0.613;%2.0
2025-10-19 13:00:00;0,33;1,16;0,18;85;502;10;0.723;0.111;0.612;%4.0
2025-10-19 14:00:00;0,33;1,08;0,18;84;458;10;0.733;0.121;0.613;%1.0
2025-10-19 15:00:00;0,33;1,16;0,18;86;503;10;0.718;0.111;0.607;%1.0
2025-10-19 16:00:00;0,33;1,15;0,18;87;504;10;0.709;0.111;0.598;%1.0
2025-10-19 17:00:00;0,33;1,17;0,18;86;505;10;0.710;0.110;0.600;%4.0
2025-10-19 18:00:00;0,33;1,15;0,18;86;506;10;0.716;0.110;0.606;%2.0
2025-10-19 19:00:00;0,33;1,13;0,18;86;495;10;0.719;0.113;0.606;%1.0
2025-10-19 20:00:00;0,33;1,15;0,18;86;505;10;0.721;0.110;0.611;%1.0
2025-10-19 21:00:00;0,33;1,16;0,18;84;504;10;0.719;0.107;0.612;%1.0
2025-10-19 22:00:00;0,33;1,14;0,18;86;505;10;0.716;0.110;0.605;%1.0
2025-10-19 23:00:00;0,33;1,14;0,18;85;500;10;0.719;0.111;0.608;%1.0
2025-10-20 00:00:00;0,33;1,14;0,18;86;504;10;0.722;0.111;0.611;%1.0
2025-10-20 01:00:00;0,33;1,15;0,18;85;502;10;0.724;0.111;0.614;%1.0
2025-10-20 02:00:00;0,33;1,13;0,18;85;492;10;0.731;0.113;0.618;%1.0
2025-10-20 03:00:00;0,33;1;0,18;84;418;10;0.747;0.136;0.612;%1.0
2025-10-20 04:00:00;0,33;1,12;0,18;85;486;10;0.717;0.114;0.603;%1.0
2025-10-20 05:00:00;0,33;1,12;0,18;84;485;10;0.725;0.114;0.612;%1.0
2025-10-20 06:00:00;0,33;1,13;0,18;84;489;10;0.725;0.113;0.612;%2.0
2025-10-20 07:00:00;0,36;0,61;0,18;97;217;10;1.060;0.448;0.613;%5.0
2025-10-20 08:00:00;0,33;1,16;0,18;85;504;10;0.719;0.110;0.609;%1.0
2025-10-20 09:00:00;0,33;1,15;0,18;85;500;10;0.724;0.111;0.613;%1.0
2025-10-20 10:00:00;0,33;1,09;0,18;85;465;10;0.729;0.120;0.609;%1.0
2025-10-20 11:00:00;0,33;1,14;0,18;85;493;10;0.724;0.113;0.611;%4.0
2025-10-20 12:00:00;0,33;1,15;0,18;85;505;10;0.727;0.110;0.617;%2.0
2025-10-20 13:00:00;0,33;1,15;0,18;85;507;10;0.724;0.110;0.614;%1.0
2025-10-20 14:00:00;0,33;1,1;0,18;83;472;10;0.736;0.117;0.619;%1.0
2025-10-20 15:00:00;0,33;1,14;0,18;85;505;10;0.725;0.111;0.615;%1.0
2025-10-20 16:00:00;0,33;1,15;0,18;86;504;10;0.718;0.110;0.607;%1.0
2025-10-20 17:00:00;0,33;1,11;0,18;85;480;10;0.726;0.116;0.610;%1.0
2025-10-20 18:00:00;0,33;1,15;0,18;85;503;10;0.722;0.110;0.612;%1.0
2025-10-20 19:00:00;0,33;1,16;0,18;85;507;10;0.722;0.110;0.612;%1.0
2025-10-20 20:00:00;0,33;1,16;0,18;86;507;10;0.719;0.110;0.609;%1.0
2025-10-20 21:00:00;0,33;1,16;0,18;86;506;10;0.718;0.110;0.608;%1.0
2025-10-20 22:00:00;0,33;1,16;0,18;87;506;10;0.708;0.110;0.598;%1.0
2025-10-20 23:00:00;0,33;1,17;0,18;86;507;10;0.715;0.110;0.605;%5.0
2025-10-21 00:00:00;0,33;1,15;0,18;86;506;10;0.717;0.111;0.607;%1.0
2025-10-21 01:00:00;0,33;0,9;0,2;83;374;16;0.859;0.160;0.699;%2.0
2025-10-21 02:00:00;0,32;1,13;0,18;82;481;11;0.761;0.115;0.646;%1.0
2025-10-21 03:00:00;0,33;0,96;0,19;83;398;12;0.771;0.143;0.628;%5.0
2025-10-21 04:00:00;0,33;1,12;0,18;85;482;11;0.738;0.116;0.623;%1.0
2025-10-21 05:00:00;0,33;1,13;0,18;85;492;11;0.730;0.114;0.617;%1.0
2025-10-21 06:00:00;0,33;1,07;0,18;84;453;10;0.740;0.123;0.617;%1.0
2025-10-21 07:00:00;0,37;0,62;0,18;97;216;10;1.064;0.450;0.614;%2.0
2025-10-21 08:00:00;0,33;1,15;0,18;85;504;10;0.727;0.111;0.616;%1.0
2025-10-21 09:00:00;0,33;1,16;0,18;85;507;10;0.728;0.110;0.618;%1.0
2025-10-21 10:00:00;0,33;1,16;0,18;86;505;10;0.719;0.110;0.609;%1.0
2025-10-21 11:00:00;0,33;1,16;0,18;85;507;10;0.721;0.110;0.611;%1.0
2025-10-21 12:00:00;0,33;1,16;0,18;85;507;10;0.726;0.109;0.616;%1.0
2025-10-21 13:00:00;0,33;1,16;0,18;85;497;10;0.726;0.112;0.614;%5.0
2025-10-21 14:00:00;0,33;1,1;0,18;84;469;10;0.737;0.119;0.618;%1.0
2025-10-21 15:00:00;0,33;1,16;0,18;85;508;10;0.726;0.110;0.616;%1.0
2025-10-21 16:00:00;0,33;1,17;0,18;86;507;10;0.717;0.110;0.607;%1.0
2025-10-21 17:00:00;0,33;1,17;0,18;86;507;10;0.720;0.110;0.610;%1.0
2025-10-21 18:00:00;0,33;1,18;0,18;84;507;10;0.723;0.108;0.615;%5.0
2025-10-21 19:00:00;0,33;1,14;0,18;85;494;10;0.725;0.113;0.612;%1.0
2025-10-21 20:00:00;0,33;1,15;0,18;85;505;10;0.723;0.111;0.613;%1.0
2025-10-21 21:00:00;0,33;1,17;0,18;85;505;10;0.718;0.109;0.609;%1.0
2025-10-21 22:00:00;0,33;1,16;0,18;86;503;10;0.715;0.110;0.604;%1.0
2025-10-21 23:00:00;0,33;1,09;0,18;85;462;10;0.727;0.121;0.606;%1.0
2025-10-22 00:00:00;0,33;1,15;0,18;86;502;10;0.721;0.112;0.610;%1.0
2025-10-22 01:00:00;0,33;1,16;0,18;85;502;10;0.725;0.111;0.615;%1.0
2025-10-22 02:00:00;0,33;1,13;0,18;84;488;10;0.731;0.114;0.617;%1.0
2025-10-22 03:00:00;0,33;1;0,18;84;420;10;0.747;0.135;0.612;%1.0
2025-10-22 04:00:00;0,33;1,11;0,18;85;479;9;0.725;0.117;0.608;%1.0
2025-10-22 05:00:00;0,33;1,14;0,18;85;490;9;0.724;0.114;0.610;%1.0
2025-10-22 06:00:00;0,33;1,14;0,18;85;490;9;0.727;0.114;0.614;%1.0
2025-10-22 07:00:00;0,37;0,62;0,18;97;218;10;1.059;0.446;0.613;%6.0
2025-10-22 08:00:00;0,33;1,17;0,18;85;506;10;0.725;0.110;0.615;%1.0
2025-10-22 09:00:00;0,33;1,15;0,18;85;494;10;0.725;0.113;0.612;%1.0
2025-10-22 10:00:00;0,33;1,09;0,18;85;460;10;0.728;0.122;0.607;%1.0
2025-10-22 11:00:00;0,33;1,15;0,18;85;495;10;0.730;0.113;0.617;%1.0
2025-10-22 12:00:00;0,33;1,16;0,18;85;503;10;0.726;0.111;0.615;%5.0
2025-10-22 13:00:00;0,33;1,16;0,18;85;505;10;0.727;0.110;0.617;%1.0
2025-10-22 14:00:00;0,33;1,1;0,18;84;473;10;0.740;0.118;0.622;%1.0
2025-10-22 15:00:00;0,33;1,16;0,18;85;506;9;0.727;0.110;0.617;%1.0
2025-10-22 16:00:00;0,33;1,16;0,18;85;507;10;0.720;0.110;0.610;%1.0
2025-10-22 17:00:00;0,33;1,17;0,18;85;506;10;0.727;0.110;0.617;%1.0
2025-10-22 18:00:00;0,33;1,17;0,18;84;505;10;0.728;0.110;0.618;%1.0
2025-10-22 19:00:00;0,33;1,17;0,18;85;507;10;0.725;0.110;0.615;%1.0
2025-10-22 20:00:00;0,33;1,17;0,18;84;505;10;0.729;0.109;0.619;%1.0
2025-10-22 21:00:00;0,33;1,16;0,18;85;503;10;0.729;0.111;0.618;%1.0
2025-10-22 22:00:00;0,33;1,17;0,18;85;504;10;0.721;0.110;0.611;%1.0
2025-10-22 23:00:00;0,33;1,17;0,18;85;506;10;0.726;0.110;0.616;%1.0
2025-10-23 00:00:00;0,33;1,16;0,18;85;502;10;0.729;0.111;0.618;%1.0
2025-10-23 01:00:00;0,33;1,17;0,18;85;505;10;0.728;0.110;0.618;%5.0
2025-10-23 02:00:00;0,33;1,14;0,18;84;486;10;0.736;0.115;0.621;%1.0
2025-10-23 03:00:00;0,33;1,01;0,18;83;418;10;0.754;0.135;0.619;%1.0
2025-10-23 04:00:00;0,33;1,14;0,18;85;486;10;0.725;0.114;0.611;%1.0
2025-10-23 05:00:00;0,33;1,12;0,18;84;475;10;0.733;0.118;0.615;%1.0
2025-10-23 06:00:00;0,33;1,15;0,18;85;491;10;0.726;0.114;0.612;%5.0
2025-10-23 07:00:00;0,37;0,63;0,18;97;218;10;1.061;0.446;0.615;%2.0
2025-10-23 08:00:00;0,33;1,17;0,18;85;504;10;0.721;0.110;0.611;%1.0
2025-10-23 09:00:00;0,33;1,09;0,18;85;458;10;0.729;0.122;0.607;%1.0
2025-10-23 10:00:00;0,33;1,15;0,18;86;493;10;0.711;0.113;0.598;%1.0
2025-10-23 11:00:00;0,33;1,17;0,18;85;503;10;0.715;0.109;0.606;%1.0
2025-10-23 12:00:00;0,33;1,16;0,18;85;503;10;0.723;0.111;0.612;%1.0
2025-10-23 13:00:00;0,33;1,17;0,18;85;507;10;0.723;0.109;0.613;%1.0
2025-10-23 14:00:00;0,33;1,12;0,18;84;472;10;0.734;0.118;0.616;%1.0
2025-10-23 15:00:00;0,33;1,16;0,18;86;501;10;0.725;0.112;0.613;%1.0
2025-10-23 16:00:00;0,33;1,14;0,18;86;488;11;0.724;0.114;0.610;%1.0
2025-10-23 17:00:00;0,33;1,18;0,18;86;505;10;0.720;0.110;0.610;%1.0
2025-10-23 18:00:00;0,34;1,17;0,19;85;503;10;0.729;0.111;0.618;%5.0
2025-10-23 19:00:00;0,33;1,17;0,18;85;506;10;0.725;0.110;0.614;%1.0
2025-10-23 20:00:00;0,33;1,17;0,18;85;505;10;0.727;0.110;0.617;%1.0
2025-10-23 21:00:00;0,33;1,17;0,18;84;506;10;0.726;0.109;0.617;%1.0
2025-10-23 22:00:00;0,33;1,17;0,18;85;505;10;0.723;0.111;0.613;%1.0
2025-10-23 23:00:00;0,33;1,17;0,18;85;505;10;0.725;0.111;0.614;%5.0
2025-10-24 00:00:00;0,33;1,17;0,18;85;503;10;0.728;0.111;0.617;%1.0
2025-10-24 01:00:00;0,33;1,07;0,18;83;456;11;0.758;0.123;0.635;%1.0
2025-10-24 02:00:00;0,33;0,89;0,2;79;362;15;0.892;0.166;0.727;%2.0
2025-10-24 03:00:00;0,32;0,97;0,18;81;399;11;0.800;0.143;0.657;%1.0
2025-10-24 04:00:00;0,33;1,13;0,18;83;489;11;0.757;0.114;0.643;%1.0
2025-10-24 05:00:00;0,32;1,13;0,18;81;488;11;0.766;0.114;0.653;%1.0
2025-10-24 06:00:00;0,33;0,7;0,18;84;270;11;0.920;0.260;0.660;%2.0
2025-10-24 07:00:00;0,35;0,59;0,19;94;210;11;1.105;0.461;0.644;%2.0
2025-10-24 08:00:00;0,32;1,12;0,18;83;502;10;0.745;0.110;0.635;%3.0
2025-10-24 09:00:00;0,33;1,11;0,19;85;499;11;0.735;0.112;0.623;%4.0
2025-10-24 10:00:00;0,32;1,12;0,18;85;505;10;0.725;0.109;0.615;%1.0
2025-10-24 11:00:00;0,32;1,1;0,18;85;493;11;0.724;0.112;0.613;%1.0
2025-10-24 12:00:00;0,33;1,12;0,18;85;503;10;0.724;0.111;0.613;%5.0
2025-10-24 13:00:00;0,32;1,12;0,18;84;504;10;0.728;0.109;0.618;%1.0
2025-10-24 14:00:00;0,32;1,07;0,18;83;474;10;0.738;0.117;0.622;%1.0
2025-10-24 15:00:00;0,32;1,11;0,18;85;503;10;0.727;0.111;0.616;%1.0
2025-10-24 16:00:00;0,32;1,11;0,18;85;504;10;0.719;0.110;0.609;%1.0
2025-10-24 17:00:00;0,32;1,12;0,18;84;506;10;0.722;0.108;0.613;%1.0
2025-10-24 18:00:00;0,32;1,12;0,18;85;505;10;0.724;0.109;0.614;%1.0
2025-10-24 19:00:00;0,32;1,13;0,18;85;508;10;0.727;0.110;0.617;%1.0
2025-10-24 20:00:00;0,32;1,11;0,18;85;500;10;0.726;0.111;0.615;%1.0
2025-10-24 21:00:00;0,32;1,12;0,18;84;504;10;0.725;0.109;0.615;%1.0
2025-10-24 22:00:00;0,33;1,15;0,18;85;504;10;0.722;0.109;0.612;%4.0
2025-10-24 23:00:00;0,32;1,09;0,18;85;490;10;0.729;0.114;0.615;%2.0
2025-10-25 00:00:00;0,32;1,07;0,18;84;476;10;0.734;0.118;0.616;%1.0
2025-10-25 01:00:00;0,32;1,13;0,18;85;505;10;0.728;0.110;0.618;%1.0
2025-10-25 02:00:00;0,32;1,13;0,18;84;501;10;0.733;0.111;0.621;%1.0
2025-10-25 03:00:00;0,32;0,96;0,18;82;409;10;0.756;0.138;0.618;%4.0
2025-10-25 04:00:00;0,32;1,09;0,18;85;487;10;0.726;0.115;0.611;%2.0
2025-10-25 05:00:00;0,32;1,07;0,18;84;478;9;0.736;0.117;0.619;%1.0
2025-10-25 06:00:00;0,32;1,1;0,18;83;490;9;0.728;0.112;0.616;%1.0
2025-10-25 07:00:00;0,36;0,6;0,18;96;212;10;1.077;0.461;0.616;%2.0
2025-10-25 08:00:00;0,32;1,12;0,18;84;504;10;0.730;0.110;0.620;%1.0
2025-10-25 09:00:00;0,32;1,12;0,18;85;505;10;0.728;0.110;0.618;%1.0
2025-10-25 10:00:00;0,32;1,12;0,18;84;506;9;0.720;0.108;0.611;%1.0
2025-10-25 11:00:00;0,32;1,11;0,18;85;508;10;0.725;0.110;0.615;%1.0
2025-10-25 12:00:00;0,32;1,12;0,18;85;508;10;0.723;0.109;0.614;%1.0
2025-10-25 13:00:00;0,32;1,12;0,18;85;505;10;0.726;0.110;0.615;%1.0
2025-10-25 14:00:00;0,32;1,05;0,18;83;460;10;0.738;0.119;0.619;%1.0
2025-10-25 15:00:00;0,32;1,12;0,18;84;506;10;0.726;0.109;0.617;%1.0
2025-10-25 16:00:00;0,32;1,12;0,18;85;507;10;0.720;0.110;0.610;%3.0
2025-10-25 17:00:00;0,32;1,12;0,18;85;507;10;0.725;0.110;0.615;%4.0
2025-10-25 18:00:00;0,32;1,12;0,18;83;505;10;0.726;0.108;0.618;%1.0
2025-10-25 19:00:00;0,32;1,12;0,18;85;503;9;0.726;0.111;0.615;%1.0
2025-10-25 20:00:00;0,32;1,11;0,18;84;495;10;0.727;0.111;0.616;%1.0
2025-10-25 21:00:00;0,32;1,13;0,18;85;505;10;0.726;0.110;0.616;%5.0
2025-10-25 22:00:00;0,32;1,1;0,18;84;491;10;0.723;0.112;0.611;%1.0
2025-10-25 23:00:00;0,32;1,1;0,18;85;492;10;0.724;0.112;0.611;%1.0
2025-10-26 00:00:00;0,32;1,09;0,18;85;488;10;0.729;0.115;0.614;%1.0
2025-10-26 01:00:00;0,32;1,11;0,18;84;503;10;0.727;0.109;0.618;%1.0
2025-10-26 02:00:00;0,32;1,1;0,18;84;494;10;0.731;0.113;0.618;%1.0
2025-10-26 03:00:00;0,32;0,97;0,18;83;416;10;0.756;0.136;0.620;%1.0
2025-10-26 04:00:00;0,32;1,07;0,18;85;478;10;0.725;0.116;0.609;%1.0
2025-10-26 05:00:00;0,32;1,09;0,18;84;487;10;0.727;0.114;0.613;%1.0
2025-10-26 06:00:00;0,32;1,09;0,18;84;490;10;0.726;0.112;0.615;%1.0
2025-10-26 07:00:00;0,36;0,61;0,18;97;218;10;1.060;0.445;0.614;%2.0
2025-10-26 08:00:00;0,32;1,11;0,18;85;505;10;0.724;0.110;0.614;%1.0
2025-10-26 09:00:00;0,32;1,05;0,18;84;462;10;0.738;0.121;0.617;%1.0
2025-10-26 10:00:00;0,33;1,11;0,18;84;490;10;0.723;0.112;0.610;%5.0
2025-10-26 11:00:00;0,32;1,12;0,18;85;506;10;0.724;0.110;0.614;%1.0
2025-10-26 12:00:00;0,32;1,13;0,18;84;507;10;0.724;0.108;0.616;%1.0
2025-10-26 13:00:00;0,32;1,12;0,18;85;507;10;0.722;0.109;0.612;%1.0
2025-10-26 14:00:00;0,32;1,07;0,18;83;474;10;0.728;0.116;0.612;%1.0
2025-10-26 15:00:00;0,33;1,12;0,18;86;503;10;0.718;0.111;0.607;%5.0
2025-10-26 16:00:00;0,33;1,1;0,18;86;493;10;0.716;0.113;0.603;%1.0
2025-10-26 17:00:00;0,32;1,12;0,18;85;505;10;0.716;0.110;0.607;%1.0
2025-10-26 18:00:00;0,32;1,12;0,18;85;504;10;0.719;0.109;0.610;%1.0
2025-10-26 19:00:00;0,32;1,11;0,18;85;505;10;0.723;0.111;0.612;%1.0
2025-10-26 20:00:00;0,32;1,11;0,18;85;502;10;0.724;0.110;0.614;%1.0
2025-10-26 21:00:00;0,32;1,11;0,18;84;494;10;0.726;0.112;0.614;%1.0
2025-10-26 22:00:00;0,32;1,11;0,18;86;502;10;0.718;0.111;0.607;%1.0
2025-10-26 23:00:00;0,32;1,11;0,18;86;504;10;0.720;0.111;0.609;%1.0
2025-10-27 00:00:00;0,32;1,12;0,18;85;500;10;0.723;0.111;0.612;%1.0
2025-10-27 01:00:00;0,32;1,11;0,18;84;500;10;0.725;0.111;0.615;%1.0
2025-10-27 02:00:00;0,32;1,09;0,18;84;488;10;0.732;0.114;0.618;%1.0
2025-10-27 03:00:00;0,33;0,98;0,18;83;420;10;0.750;0.135;0.615;%5.0
2025-10-27 04:00:00;0,32;1,1;0,18;86;488;10;0.719;0.114;0.605;%1.0
2025-10-27 05:00:00;0,32;1,07;0,18;84;470;10;0.731;0.118;0.613;%1.0
2025-10-27 06:00:00;0,32;1,09;0,18;85;491;10;0.724;0.114;0.610;%1.0
2025-10-27 07:00:00;0,36;0,61;0,18;97;216;10;1.062;0.448;0.614;%2.0
2025-10-27 08:00:00;0,33;1,04;0,18;84;460;10;0.733;0.121;0.611;%5.0
2025-10-27 09:00:00;0,32;1,12;0,18;85;505;10;0.717;0.109;0.608;%1.0
2025-10-27 10:00:00;0,33;1,13;0,18;86;506;10;0.712;0.109;0.602;%1.0
2025-10-27 11:00:00;0,32;1,12;0,18;86;507;10;0.711;0.109;0.601;%1.0
2025-10-27 12:00:00;0,32;1,13;0,18;85;507;10;0.719;0.109;0.610;%1.0
2025-10-27 13:00:00;0,32;1,12;0,18;85;508;10;0.719;0.109;0.610;%1.0
2025-10-27 14:00:00;0,32;1,05;0,18;84;465;10;0.734;0.119;0.614;%1.0
2025-10-27 15:00:00;0,32;1,12;0,18;83;500;10;0.725;0.109;0.616;%1.0
2025-10-27 16:00:00;0,32;1,12;0,18;85;505;10;0.715;0.109;0.606;%1.0
2025-10-27 17:00:00;0,32;1,12;0,18;86;509;10;0.718;0.110;0.608;%1.0
2025-10-27 18:00:00;0,32;1,12;0,18;86;508;10;0.720;0.110;0.611;%1.0
2025-10-27 19:00:00;0,32;1,12;0,18;85;507;10;0.722;0.109;0.613;%1.0
2025-10-27 20:00:00;0,32;1,1;0,18;85;497;10;0.724;0.112;0.612;%1.0
2025-10-27 21:00:00;0,32;1,12;0,18;85;506;10;0.724;0.110;0.614;%5.0
2025-10-27 22:00:00;0,32;1,11;0,18;86;505;10;0.717;0.110;0.607;%1.0
2025-10-27 23:00:00;0,32;1,12;0,18;85;503;10;0.719;0.110;0.609;%1.0
2025-10-28 00:00:00;0,32;1,08;0,18;84;473;10;0.730;0.118;0.613;%1.0
2025-10-28 01:00:00;0,32;1,11;0,18;85;501;10;0.725;0.111;0.614;%3.0
2025-10-28 02:00:00;0,32;1,11;0,18;85;500;10;0.729;0.112;0.617;%3.0
2025-10-28 03:00:00;0,32;0,97;0,18;84;418;10;0.748;0.135;0.613;%1.0
2025-10-28 04:00:00;0,32;1,08;0,18;86;488;10;0.721;0.115;0.607;%1.0
2025-10-28 05:00:00;0,32;1,09;0,18;85;490;10;0.721;0.113;0.608;%1.0
2025-10-28 06:00:00;0,32;1,06;0,18;85;478;10;0.731;0.117;0.615;%1.0
2025-10-28 07:00:00;0,36;0,61;0,18;97;218;10;1.060;0.445;0.615;%2.0
