Tuzla TZLTOCDELLAPP03;Latency;Read Latency;Write Latency;Avg. Size;Read Size;Write Size;Total IOPS;Read IOPS;Write IOPS;CPU Utilization
2025-10-05 09:00:00;0,59;1,02;0,2;199;406;15;4.048;1.905;2.143;%4.0
2025-10-05 10:00:00;1,31;1,52;0,26;411;490;11;1.001;0.837;0.165;%4.0
2025-10-05 11:00:00;1,3;1,51;0,25;412;490;11;1.010;0.846;0.165;%3.0
2025-10-05 12:00:00;1,3;1,5;0,25;412;491;11;1.014;0.848;0.166;%3.0
2025-10-05 13:00:00;1,3;1,51;0,25;411;490;11;1.013;0.846;0.167;%4.0
2025-10-05 14:00:00;1,29;1,5;0,26;411;491;11;1.020;0.851;0.169;%4.0
2025-10-05 15:00:00;1,3;1,5;0,26;411;491;11;1.014;0.846;0.168;%4.0
2025-10-05 16:00:00;1,31;1,52;0,25;411;490;11;1.001;0.835;0.165;%3.0
2025-10-05 17:00:00;1,31;1,52;0,26;411;490;11;1.001;0.836;0.165;%4.0
2025-10-05 18:00:00;1,32;1,53;0,26;409;489;11;0.995;0.829;0.166;%4.0
2025-10-05 19:00:00;1,31;1,51;0,25;411;490;11;1.005;0.839;0.166;%4.0
2025-10-05 20:00:00;1,31;1,52;0,25;409;489;11;0.997;0.830;0.167;%4.0
2025-10-05 21:00:00;1,32;1,52;0,26;411;489;11;0.995;0.832;0.164;%4.0
2025-10-05 22:00:00;1,32;1,53;0,26;409;489;11;0.988;0.824;0.164;%3.0
2025-10-05 23:00:00;1,32;1,53;0,26;409;489;11;0.993;0.827;0.166;%3.0
2025-10-06 00:00:00;1,32;1,53;0,26;409;489;11;0.992;0.827;0.166;%3.0
2025-10-06 01:00:00;1,32;1,54;0,25;408;489;11;0.984;0.817;0.167;%3.0
2025-10-06 02:00:00;0,37;0,67;0,19;133;345;15;67.499;24.163;43.336;%4.0
2025-10-06 03:00:00;0,57;1,01;0,2;193;401;15;4.253;1.962;2.291;%4.0
2025-10-06 04:00:00;0,61;1,04;0,21;205;410;15;3.856;1.850;2.006;%4.0
2025-10-06 05:00:00;1,33;1,55;0,26;406;488;11;0.972;0.806;0.166;%4.0
2025-10-06 06:00:00;1,31;1,53;0,25;408;489;11;0.993;0.825;0.168;%3.0
2025-10-06 07:00:00;1,35;1,57;0,26;406;487;11;0.963;0.799;0.164;%4.0
2025-10-06 08:00:00;1,33;1,56;0,25;407;488;11;0.969;0.805;0.165;%4.0
2025-10-06 09:00:00;1,32;1,54;0,25;409;489;11;0.987;0.822;0.165;%4.0
2025-10-06 10:00:00;0,38;0,7;0,19;138;344;15;25.875;9.674;16.201;%4.0
2025-10-06 11:00:00;0,54;0,97;0,2;185;399;15;5.012;2.220;2.792;%9.0
2025-10-06 12:00:00;0,55;0,98;0,2;184;394;15;4.870;2.171;2.699;%9.0
2025-10-06 13:00:00;0,55;0,97;0,2;187;397;15;4.891;2.196;2.695;%9.0
2025-10-06 14:00:00;0,58;1,17;0,2;185;453;15;4.825;1.869;2.956;%9.0
2025-10-06 15:00:00;0,58;1,23;0,19;191;485;15;4.474;1.681;2.794;%9.0
2025-10-06 16:00:00;0,6;1,22;0,2;199;486;15;4.403;1.718;2.684;%8.0
2025-10-06 17:00:00;0,59;1,21;0,2;199;486;15;4.432;1.732;2.700;%8.0
2025-10-06 18:00:00;0,6;1,21;0,2;199;484;15;4.374;1.720;2.654;%8.0
2025-10-06 19:00:00;0,59;1,19;0,2;196;471;15;4.414;1.750;2.663;%10.0
2025-10-06 20:00:00;0,6;1,2;0,21;196;474;15;4.424;1.747;2.676;%20.0
2025-10-06 21:00:00;0,59;1,23;0,19;196;484;15;4.379;1.687;2.692;%8.0
2025-10-06 22:00:00;0,59;1,24;0,19;194;484;15;4.331;1.650;2.681;%8.0
2025-10-06 23:00:00;0,6;1,25;0,19;194;483;15;4.316;1.649;2.667;%8.0
2025-10-07 00:00:00;0,59;1,25;0,19;192;482;15;4.336;1.646;2.691;%8.0
2025-10-07 01:00:00;0,6;1,25;0,19;193;483;15;4.315;1.641;2.674;%8.0
2025-10-07 02:00:00;0,6;1,23;0,2;197;485;15;4.382;1.702;2.681;%8.0
2025-10-07 03:00:00;0,6;1,26;0,2;192;482;15;4.295;1.627;2.668;%14.0
2025-10-07 04:00:00;0,59;1,17;0,21;189;454;15;4.494;1.776;2.719;%15.0
2025-10-07 05:00:00;0,59;1,26;0,19;191;482;15;4.308;1.619;2.689;%8.0
2025-10-07 06:00:00;0,6;1,25;0,19;194;483;15;4.306;1.644;2.662;%6.0
2025-10-07 07:00:00;0,6;1,25;0,19;194;483;15;4.310;1.650;2.660;%5.0
2025-10-07 08:00:00;0,63;1,27;0,2;204;480;15;3.660;1.490;2.170;%4.0
2025-10-07 09:00:00;0,61;1,26;0,2;198;481;15;3.966;1.556;2.409;%3.0
2025-10-07 10:00:00;1,35;1,59;0,25;404;486;11;0.947;0.783;0.164;%3.0
2025-10-07 11:00:00;1,31;1,51;0,28;412;491;11;1.015;0.848;0.167;%7.0
2025-10-07 12:00:00;1,3;1,5;0,27;413;491;11;1.021;0.854;0.167;%6.0
2025-10-07 13:00:00;1,3;1,5;0,26;412;491;11;1.017;0.850;0.167;%4.0
2025-10-07 14:00:00;1,31;1,53;0,25;410;490;11;0.996;0.831;0.165;%3.0
2025-10-07 15:00:00;1,32;1,53;0,25;410;489;11;0.992;0.827;0.165;%3.0
2025-10-07 16:00:00;0,41;1;0,19;140;478;15;26.600;7.181;19.419;%6.0
2025-10-07 17:00:00;0,6;1,23;0,2;196;484;15;4.347;1.679;2.668;%8.0
2025-10-07 18:00:00;0,58;1,16;0,2;191;462;15;4.692;1.842;2.851;%9.0
2025-10-07 19:00:00;0,61;1,21;0,21;203;482;15;4.329;1.743;2.586;%20.0
2025-10-07 20:00:00;0,61;1,23;0,2;200;485;15;4.261;1.679;2.582;%8.0
2025-10-07 21:00:00;0,61;1,22;0,2;202;485;15;4.275;1.702;2.573;%8.0
2025-10-07 22:00:00;0,61;1,22;0,2;202;484;15;4.257;1.694;2.563;%8.0
2025-10-07 23:00:00;0,61;1,22;0,2;202;484;15;4.288;1.704;2.584;%8.0
2025-10-08 00:00:00;0,61;1,22;0,2;202;484;15;4.282;1.710;2.572;%8.0
2025-10-08 01:00:00;0,61;1,23;0,2;201;483;15;4.249;1.681;2.568;%8.0
2025-10-08 02:00:00;0,61;1,23;0,2;201;484;15;4.267;1.693;2.574;%11.0
2025-10-08 03:00:00;0,61;1,23;0,2;200;483;15;4.247;1.679;2.568;%8.0
2025-10-08 04:00:00;0,61;1,24;0,2;200;483;16;4.266;1.679;2.587;%8.0
2025-10-08 05:00:00;0,6;1,25;0,19;195;482;15;4.206;1.625;2.581;%8.0
2025-10-08 06:00:00;0,61;1,24;0,2;199;483;15;4.219;1.661;2.559;%8.0
2025-10-08 07:00:00;0,6;1,23;0,2;200;481;15;4.270;1.691;2.579;%8.0
2025-10-08 08:00:00;0,6;1,23;0,2;199;481;15;4.237;1.672;2.565;%8.0
2025-10-08 09:00:00;0,61;1,24;0,2;201;484;15;4.249;1.681;2.569;%14.0
2025-10-08 10:00:00;0,61;1,25;0,2;197;482;15;4.210;1.635;2.575;%14.0
2025-10-08 11:00:00;0,6;1,23;0,2;201;484;15;4.279;1.693;2.586;%8.0
2025-10-08 12:00:00;0,59;1,24;0,2;193;482;15;4.379;1.664;2.714;%8.0
2025-10-08 13:00:00;0,6;1,24;0,2;197;483;15;4.273;1.665;2.608;%8.0
2025-10-08 14:00:00;0,57;1,1;0,2;188;428;15;4.525;1.892;2.633;%8.0
2025-10-08 15:00:00;0,59;1,24;0,2;191;483;15;4.438;1.669;2.769;%9.0
2025-10-08 16:00:00;0,6;1,24;0,2;197;483;15;4.276;1.664;2.612;%8.0
2025-10-08 17:00:00;0,61;1,24;0,21;198;483;15;4.277;1.670;2.607;%19.0
2025-10-08 18:00:00;0,6;1,27;0,19;191;480;15;4.187;1.582;2.606;%9.0
2025-10-08 19:00:00;0,6;1,26;0,2;194;481;15;4.233;1.624;2.610;%8.0
2025-10-08 20:00:00;0,6;1,23;0,2;196;478;15;4.251;1.660;2.591;%6.0
2025-10-08 21:00:00;0,6;1,22;0,2;197;476;15;4.296;1.696;2.600;%5.0
2025-10-08 22:00:00;0,65;1,27;0,2;210;484;15;3.562;1.485;2.077;%3.0
2025-10-08 23:00:00;0,71;1,3;0,2;232;486;15;2.916;1.342;1.574;%3.0
2025-10-09 00:00:00;1,32;1,54;0,25;407;488;10;0.990;0.822;0.169;%3.0
2025-10-09 01:00:00;1,33;1,55;0,28;407;488;10;0.989;0.819;0.169;%8.0
2025-10-09 02:00:00;1,32;1,54;0,26;408;489;10;0.991;0.825;0.167;%5.0
2025-10-09 03:00:00;1,32;1,53;0,25;409;489;10;0.995;0.828;0.167;%3.0
2025-10-09 04:00:00;1,33;1,53;0,32;410;489;14;0.997;0.830;0.167;%3.0
2025-10-09 05:00:00;1,33;1,56;0,25;406;488;10;0.972;0.804;0.168;%3.0
2025-10-09 06:00:00;1,32;1,54;0,25;408;489;10;0.991;0.823;0.167;%3.0
2025-10-09 07:00:00;1,32;1,54;0,25;408;489;10;0.987;0.821;0.166;%3.0
2025-10-09 08:00:00;1,32;1,54;0,25;408;489;10;0.986;0.820;0.165;%3.0
2025-10-09 09:00:00;1,32;1,53;0,26;409;489;10;0.990;0.824;0.166;%5.0
2025-10-09 10:00:00;1,34;1,56;0,25;407;488;10;0.970;0.805;0.165;%3.0
2025-10-09 11:00:00;1,34;1,57;0,25;404;487;10;0.964;0.796;0.168;%3.0
2025-10-09 12:00:00;1,34;1,57;0,25;406;487;11;0.957;0.793;0.163;%3.0
2025-10-09 13:00:00;1,3;1,5;0,25;413;491;10;1.019;0.854;0.165;%3.0
2025-10-09 14:00:00;0,41;0,96;0,19;141;469;16;52.162;14.414;37.748;%7.0
2025-10-09 15:00:00;0,6;1,22;0,2;202;485;15;4.302;1.708;2.594;%7.0
2025-10-09 16:00:00;0,61;1,23;0,2;203;484;15;4.166;1.666;2.500;%6.0
2025-10-09 17:00:00;0,62;1,23;0,21;206;485;15;4.175;1.694;2.482;%8.0
2025-10-09 18:00:00;0,72;1,29;0,2;240;487;15;2.807;1.340;1.467;%3.0
2025-10-09 19:00:00;1,32;1,53;0,25;410;489;10;0.993;0.828;0.165;%3.0
2025-10-09 20:00:00;1,31;1,51;0,25;411;490;10;1.008;0.840;0.167;%3.0
2025-10-09 21:00:00;1,31;1,52;0,25;410;490;10;1.001;0.835;0.166;%3.0
2025-10-09 22:00:00;1,31;1,52;0,25;410;490;10;0.998;0.832;0.166;%3.0
2025-10-09 23:00:00;0,44;1,02;0,19;153;477;16;18.705;5.587;13.118;%4.0
2025-10-10 00:00:00;0,61;1,21;0,2;207;485;15;4.291;1.749;2.542;%10.0
2025-10-10 01:00:00;0,62;1,24;0,2;204;484;15;4.193;1.689;2.504;%17.0
2025-10-10 02:00:00;0,61;1,21;0,2;206;485;15;4.287;1.742;2.545;%8.0
2025-10-10 03:00:00;0,61;1,21;0,2;205;482;15;4.268;1.732;2.536;%8.0
2025-10-10 04:00:00;0,61;1,21;0,2;205;485;16;4.316;1.740;2.576;%8.0
2025-10-10 05:00:00;0,61;1,23;0,2;203;485;15;4.211;1.685;2.526;%8.0
2025-10-10 06:00:00;0,59;1,1;0,2;201;444;15;4.449;1.925;2.524;%8.0
2025-10-10 07:00:00;0,61;1,21;0,2;206;485;15;4.268;1.737;2.531;%8.0
2025-10-10 08:00:00;0,61;1,2;0,2;206;482;15;4.294;1.752;2.542;%11.0
2025-10-10 09:00:00;0,62;1,21;0,21;208;483;16;4.283;1.759;2.525;%17.0
2025-10-10 10:00:00;0,6;1,18;0,2;205;476;15;4.341;1.787;2.554;%8.0
2025-10-10 11:00:00;0,6;1,18;0,2;203;475;16;4.397;1.796;2.601;%9.0
2025-10-10 12:00:00;0,6;1,2;0,2;205;484;16;4.344;1.757;2.587;%8.0
2025-10-10 13:00:00;0,6;1,2;0,2;205;483;16;4.338;1.754;2.583;%8.0
2025-10-10 14:00:00;0,61;1,19;0,21;206;484;16;4.356;1.771;2.585;%9.0
2025-10-10 15:00:00;0,6;1,18;0,2;204;479;16;4.415;1.796;2.619;%9.0
2025-10-10 16:00:00;0,61;1,19;0,22;202;480;15;4.441;1.789;2.652;%19.0
2025-10-10 17:00:00;0,6;1,17;0,21;201;474;15;4.497;1.825;2.672;%8.0
2025-10-10 18:00:00;0,6;1,18;0,21;200;473;15;4.432;1.786;2.645;%6.0
2025-10-10 19:00:00;0,6;1,18;0,21;199;473;15;4.460;1.789;2.671;%4.0
2025-10-10 20:00:00;0,67;1,23;0,21;224;477;15;3.282;1.483;1.800;%3.0
2025-10-10 21:00:00;0,62;1,19;0,21;207;475;15;4.062;1.694;2.368;%3.0
2025-10-10 22:00:00;1,3;1,5;0,28;413;491;11;1.017;0.852;0.165;%3.0
2025-10-10 23:00:00;1,31;1,5;0,32;412;491;10;1.020;0.852;0.167;%8.0
2025-10-11 00:00:00;1,31;1,51;0,3;411;490;10;1.021;0.853;0.168;%4.0
2025-10-11 01:00:00;1,33;1,53;0,29;410;489;11;0.997;0.832;0.165;%4.0
2025-10-11 02:00:00;1,3;1,5;0,29;413;491;11;1.022;0.856;0.166;%3.0
2025-10-11 03:00:00;0,43;0,94;0,21;151;458;15;23.456;7.183;16.273;%4.0
2025-10-11 04:00:00;0,6;1,15;0,22;201;468;15;4.520;1.851;2.670;%8.0
2025-10-11 05:00:00;0,59;1,17;0,21;197;470;15;4.460;1.787;2.673;%8.0
2025-10-11 06:00:00;0,6;1,16;0,22;203;472;15;4.499;1.847;2.652;%14.0
2025-10-11 07:00:00;0,6;1,16;0,22;201;471;15;4.501;1.836;2.665;%14.0
2025-10-11 08:00:00;0,6;1,16;0,21;201;472;15;4.510;1.842;2.668;%9.0
2025-10-11 09:00:00;0,6;1,16;0,21;202;472;15;4.507;1.843;2.665;%9.0
2025-10-11 10:00:00;0,59;1,15;0,21;201;468;15;4.533;1.856;2.677;%8.0
2025-10-11 11:00:00;0,59;1,16;0,21;200;472;15;4.496;1.825;2.671;%8.0
2025-10-11 12:00:00;0,6;1,16;0,21;201;472;15;4.502;1.835;2.667;%8.0
2025-10-11 13:00:00;0,6;1,16;0,22;202;472;15;4.506;1.839;2.667;%10.0
2025-10-11 14:00:00;0,6;1,15;0,22;200;467;15;4.540;1.854;2.686;%17.0
2025-10-11 15:00:00;0,59;1,12;0,21;200;458;15;4.584;1.913;2.670;%9.0
2025-10-11 16:00:00;0,59;1,15;0,21;201;472;15;4.519;1.836;2.684;%9.0
2025-10-11 17:00:00;0,59;1,15;0,21;201;472;15;4.516;1.842;2.674;%8.0
2025-10-11 18:00:00;0,58;1,12;0,21;198;461;15;4.582;1.886;2.696;%8.0
2025-10-11 19:00:00;0,59;1,14;0,21;200;467;15;4.508;1.843;2.665;%8.0
2025-10-11 20:00:00;0,59;1,16;0,21;200;472;15;4.523;1.835;2.688;%9.0
2025-10-11 21:00:00;0,61;1,17;0,23;201;472;15;4.508;1.832;2.676;%19.0
2025-10-11 22:00:00;0,55;0,97;0,21;188;396;15;4.905;2.232;2.673;%9.0
2025-10-11 23:00:00;0,6;1,15;0,21;203;471;15;4.486;1.843;2.643;%9.0
2025-10-12 00:00:00;0,6;1,15;0,21;202;471;15;4.515;1.849;2.667;%8.0
2025-10-12 01:00:00;0,6;1,16;0,21;201;471;15;4.491;1.831;2.660;%8.0
2025-10-12 02:00:00;0,58;1,07;0,21;194;435;15;4.677;1.995;2.682;%8.0
2025-10-12 03:00:00;0,6;1,16;0,21;202;471;15;4.510;1.844;2.666;%9.0
2025-10-12 04:00:00;0,61;1,16;0,23;201;472;15;4.524;1.838;2.686;%11.0
2025-10-12 05:00:00;0,6;1,18;0,22;197;469;15;4.438;1.774;2.664;%16.0
2025-10-12 06:00:00;0,59;1,12;0,21;201;462;15;4.561;1.904;2.657;%8.0
2025-10-12 07:00:00;0,58;1,06;0,21;199;437;15;4.656;2.026;2.630;%6.0
2025-10-12 08:00:00;0,59;1,14;0,21;200;467;15;4.574;1.870;2.704;%4.0
2025-10-12 09:00:00;0,66;1,21;0,21;221;475;15;3.433;1.536;1.896;%3.0
2025-10-12 10:00:00;0,6;1,16;0,21;202;471;15;4.388;1.801;2.587;%3.0
2025-10-12 11:00:00;1,3;1,5;0,29;413;491;11;1.021;0.855;0.166;%3.0
2025-10-12 12:00:00;1,31;1,51;0,31;412;491;11;1.014;0.848;0.166;%7.0
2025-10-12 13:00:00;1,3;1,49;0,3;413;491;10;1.023;0.857;0.166;%6.0
2025-10-12 14:00:00;1,29;1,49;0,29;413;491;11;1.023;0.856;0.167;%4.0
2025-10-12 15:00:00;1,3;1,49;0,28;413;491;11;1.020;0.854;0.166;%3.0
2025-10-12 16:00:00;1,29;1,49;0,28;414;491;11;1.020;0.855;0.165;%3.0
2025-10-12 17:00:00;0,42;0,9;0,21;146;436;15;26.920;8.332;18.588;%7.0
2025-10-12 18:00:00;0,6;1,19;0,21;200;477;15;4.442;1.778;2.664;%8.0
2025-10-12 19:00:00;0,6;1,19;0,21;199;477;15;4.454;1.774;2.680;%10.0
2025-10-12 20:00:00;0,61;1,18;0,22;199;473;15;4.468;1.795;2.673;%18.0
2025-10-12 21:00:00;0,6;1,18;0,21;200;477;15;4.464;1.788;2.676;%8.0
2025-10-12 22:00:00;0,6;1,19;0,21;200;477;15;4.448;1.778;2.670;%9.0
2025-10-12 23:00:00;0,6;1,19;0,21;200;477;15;4.439;1.775;2.664;%8.0
2025-10-13 00:00:00;0,6;1,19;0,21;202;477;15;4.416;1.786;2.631;%8.0
2025-10-13 01:00:00;0,6;1,19;0,21;200;474;15;4.441;1.789;2.652;%8.0
2025-10-13 02:00:00;0,6;1,17;0,21;201;473;15;4.422;1.801;2.621;%8.0
2025-10-13 03:00:00;0,6;1,12;0,22;195;448;15;4.552;1.893;2.658;%12.0
2025-10-13 04:00:00;0,6;1,14;0,23;197;457;15;4.539;1.871;2.667;%12.0
2025-10-13 05:00:00;0,6;1,22;0,21;198;483;15;4.355;1.704;2.651;%8.0
2025-10-13 06:00:00;0,6;1,2;0,21;201;481;15;4.402;1.761;2.641;%8.0
2025-10-13 07:00:00;0,61;1,2;0,21;202;483;15;4.391;1.753;2.638;%8.0
2025-10-13 08:00:00;0,6;1,19;0,21;201;480;15;4.415;1.763;2.651;%8.0
2025-10-13 09:00:00;0,61;1,21;0,21;200;484;15;4.400;1.739;2.662;%8.0
2025-10-13 10:00:00;0,61;1,21;0,22;201;484;15;4.390;1.743;2.647;%15.0
2025-10-13 11:00:00;0,61;1,21;0,22;201;484;15;4.393;1.743;2.650;%12.0
2025-10-13 12:00:00;0,6;1,21;0,21;200;484;15;4.424;1.745;2.679;%9.0
2025-10-13 13:00:00;0,6;1,21;0,21;200;484;15;4.400;1.732;2.668;%8.0
2025-10-13 14:00:00;0,6;1,23;0,21;194;481;15;4.366;1.679;2.687;%8.0
2025-10-13 15:00:00;0,6;1,21;0,21;200;484;15;4.413;1.736;2.677;%8.0
2025-10-13 16:00:00;0,6;1,23;0,21;194;482;15;4.407;1.693;2.714;%8.0
2025-10-13 17:00:00;0,61;1,23;0,22;196;482;15;4.382;1.694;2.688;%14.0
2025-10-13 18:00:00;0,6;1,26;0,21;188;479;15;4.325;1.614;2.712;%13.0
2025-10-13 19:00:00;0,6;1,19;0,21;195;470;15;4.432;1.747;2.685;%8.0
2025-10-13 20:00:00;0,6;1,21;0,21;198;484;15;4.458;1.738;2.720;%8.0
2025-10-13 21:00:00;0,55;0,96;0,21;183;381;15;4.965;2.276;2.688;%7.0
2025-10-13 22:00:00;0,6;1,25;0,21;191;477;15;4.242;1.615;2.627;%5.0
2025-10-13 23:00:00;0,6;1,22;0,21;196;479;15;4.359;1.696;2.663;%4.0
2025-10-14 00:00:00;0,87;1,37;0,22;282;488;14;1.932;1.091;0.840;%3.0
2025-10-14 01:00:00;1,32;1,52;0,33;410;490;11;1.012;0.844;0.168;%9.0
2025-10-14 02:00:00;1,33;1,53;0,29;409;489;11;0.991;0.825;0.166;%3.0
2025-10-14 03:00:00;1,34;1,56;0,29;404;488;11;0.970;0.801;0.169;%3.0
2025-10-14 04:00:00;1,32;1,53;0,31;408;489;14;0.994;0.826;0.168;%3.0
2025-10-14 05:00:00;1,34;1,56;0,28;406;487;11;0.968;0.801;0.166;%3.0
2025-10-14 06:00:00;1,31;1,52;0,28;410;489;11;0.995;0.829;0.166;%3.0
2025-10-14 07:00:00;0,42;0,98;0,21;142;465;15;27.244;7.692;19.552;%7.0
2025-10-14 08:00:00;0,61;1,19;0,22;197;470;15;4.417;1.767;2.650;%15.0
2025-10-14 09:00:00;0,61;1,23;0,21;195;482;15;4.373;1.688;2.685;%12.0
2025-10-14 10:00:00;0,6;1,26;0,21;189;479;15;4.319;1.618;2.701;%8.0
2025-10-14 11:00:00;0,58;1,22;0,21;185;482;16;4.698;1.705;2.993;%9.0
2025-10-14 12:00:00;0,58;1,21;0,21;184;472;16;4.593;1.699;2.894;%9.0
2025-10-14 13:00:00;0,58;1,17;0,21;187;461;15;4.662;1.796;2.867;%9.0
2025-10-14 14:00:00;0,6;1,17;0,22;191;462;15;4.608;1.815;2.793;%17.0
2025-10-14 15:00:00;0,59;1,19;0,21;189;464;15;4.469;1.732;2.737;%10.0
2025-10-14 16:00:00;0,58;1,13;0,21;190;442;15;4.533;1.856;2.677;%7.0
2025-10-14 17:00:00;0,6;1,23;0,21;194;477;15;4.322;1.670;2.652;%5.0
2025-10-14 18:00:00;0,6;1,24;0,21;190;480;15;4.415;1.660;2.755;%7.0
2025-10-14 19:00:00;0,6;1,21;0,21;191;466;15;4.393;1.708;2.686;%8.0
2025-10-14 20:00:00;0,59;1,17;0,21;194;463;15;4.474;1.783;2.690;%8.0
2025-10-14 21:00:00;0,6;1,19;0,22;192;462;15;4.458;1.763;2.696;%17.0
2025-10-14 22:00:00;0,6;1,22;0,21;191;472;15;4.372;1.678;2.694;%10.0
2025-10-14 23:00:00;0,6;1,22;0,21;195;478;15;4.406;1.714;2.692;%9.0
2025-10-15 00:00:00;0,6;1,24;0,21;193;481;15;4.368;1.668;2.700;%8.0
2025-10-15 01:00:00;0,6;1,23;0,21;194;479;16;4.364;1.679;2.685;%8.0
2025-10-15 02:00:00;0,59;1,18;0,21;194;467;15;4.464;1.769;2.695;%8.0
2025-10-15 03:00:00;0,57;1,06;0,21;183;410;15;4.664;1.984;2.680;%8.0
2025-10-15 04:00:00;0,61;1,18;0,23;190;460;16;4.501;1.766;2.735;%19.0
2025-10-15 05:00:00;0,59;1,19;0,21;190;462;15;4.429;1.729;2.700;%9.0
2025-10-15 06:00:00;0,59;1,18;0,21;192;462;15;4.454;1.763;2.691;%8.0
2025-10-15 07:00:00;0,6;1,19;0,21;193;466;15;4.415;1.742;2.673;%8.0
2025-10-15 08:00:00;0,6;1,22;0,21;193;476;15;4.367;1.687;2.679;%8.0
2025-10-15 09:00:00;0,59;1,2;0,21;189;461;15;4.382;1.709;2.673;%8.0
2025-10-15 10:00:00;0,59;1,16;0,21;197;464;15;4.519;1.828;2.691;%8.0
2025-10-15 11:00:00;0,62;1,2;0,25;195;469;17;4.632;1.817;2.816;%14.0
2025-10-15 12:00:00;0,59;1,22;0,21;192;486;15;4.568;1.720;2.847;%6.0
2025-10-15 13:00:00;0,6;1,22;0,21;195;486;15;4.487;1.719;2.768;%4.0
2025-10-15 14:00:00;1,09;1,47;0,23;342;489;13;1.323;0.915;0.408;%3.0
2025-10-15 15:00:00;1,32;1,53;0,29;409;489;10;0.991;0.825;0.166;%3.0
2025-10-15 16:00:00;1,32;1,52;0,28;410;490;10;1.000;0.835;0.165;%3.0
2025-10-15 17:00:00;1,32;1,52;0,3;411;490;10;1.001;0.836;0.166;%6.0
2025-10-15 18:00:00;1,33;1,53;0,3;408;489;10;0.990;0.823;0.167;%5.0
2025-10-15 19:00:00;1,31;1,51;0,28;411;490;10;1.006;0.841;0.165;%4.0
2025-10-15 20:00:00;0,42;0,99;0,21;137;465;15;26.003;7.027;18.977;%7.0
2025-10-15 21:00:00;0,58;1,17;0,21;187;461;15;4.683;1.802;2.881;%9.0
2025-10-15 22:00:00;0,58;1,2;0,21;187;474;15;4.638;1.735;2.902;%8.0
2025-10-15 23:00:00;0,57;1,16;0,21;186;458;15;4.692;1.810;2.881;%9.0
2025-10-16 00:00:00;0,59;1,24;0,22;187;484;15;4.586;1.683;2.903;%13.0
2025-10-16 01:00:00;0,59;1,23;0,21;188;484;15;4.575;1.690;2.884;%9.0
2025-10-16 02:00:00;0,59;1,23;0,21;189;484;15;4.595;1.708;2.888;%9.0
2025-10-16 03:00:00;0,59;1,24;0,21;184;476;15;4.523;1.658;2.865;%9.0
2025-10-16 04:00:00;0,59;1,24;0,21;185;483;15;4.552;1.650;2.902;%9.0
2025-10-16 05:00:00;0,58;1,23;0,21;183;474;15;4.542;1.669;2.873;%8.0
2025-10-16 06:00:00;0,6;1,21;0,22;186;467;15;4.574;1.729;2.845;%16.0
2025-10-16 07:00:00;0,56;1,08;0,21;178;417;15;4.747;1.921;2.825;%6.0
2025-10-16 08:00:00;0,59;1,23;0,21;184;471;15;4.481;1.660;2.821;%7.0
2025-10-16 09:00:00;0,59;1,25;0,21;188;487;15;4.483;1.647;2.835;%8.0
2025-10-16 10:00:00;0,59;1,26;0,21;186;486;15;4.454;1.618;2.835;%8.0
