Pursaklar ANKTOCDELLAPP03;Latency;Read Latency;Write Latency;Avg. Size;Read Size;Write Size;Total IOPS;Read IOPS;Write IOPS;CPU Utilization
2025-10-18 07:00:00;0,82;2,68;0,26;111;416;19;7.480;1.735;5.745;%15.0
2025-10-18 08:00:00;0,83;2,8;0,27;107;417;19;7.405;1.643;5.762;%15.0
2025-10-18 09:00:00;1,49;3,05;1,1;107;407;32;7.617;1.534;6.083;%24.0
2025-10-18 10:00:00;0,82;2,97;0,25;100;412;19;7.298;1.511;5.787;%18.0
2025-10-18 11:00:00;0,82;3,24;0,25;92;407;19;7.149;1.348;5.801;%15.0
2025-10-18 12:00:00;0,82;3,22;0,26;93;407;19;7.133;1.362;5.771;%15.0
2025-10-18 13:00:00;0,83;3,33;0,27;90;401;19;7.095;1.311;5.785;%17.0
2025-10-18 14:00:00;0,85;3,09;0,28;97;401;19;7.276;1.483;5.793;%24.0
2025-10-18 15:00:00;0,82;3,26;0,26;92;403;20;7.130;1.337;5.793;%15.0
2025-10-18 16:00:00;0,82;3,14;0,26;94;407;19;7.196;1.386;5.809;%15.0
2025-10-18 17:00:00;0,84;2,93;0,29;101;413;19;7.339;1.528;5.810;%20.0
2025-10-18 18:00:00;0,84;2,91;0,28;103;412;21;7.376;1.555;5.821;%20.0
2025-10-18 19:00:00;0,82;2,98;0,25;100;410;19;7.324;1.518;5.806;%15.0
2025-10-18 20:00:00;0,82;2,69;0,25;110;410;19;7.623;1.771;5.852;%16.0
2025-10-18 21:00:00;0,82;2,73;0,25;109;410;19;7.575;1.738;5.837;%16.0
2025-10-18 22:00:00;0,86;2,94;0,29;102;403;20;7.399;1.586;5.813;%22.0
2025-10-18 23:00:00;0,82;2,86;0,25;104;408;19;7.440;1.632;5.809;%16.0
2025-10-19 00:00:00;1,2;3,13;0,73;103;399;31;7.592;1.479;6.113;%19.0
2025-10-19 01:00:00;0,97;3,24;0,43;93;399;20;7.222;1.396;5.825;%21.0
2025-10-19 02:00:00;0,82;3,1;0,24;92;384;18;7.193;1.441;5.752;%15.0
2025-10-19 03:00:00;0,81;2,89;0,26;91;363;18;7.330;1.548;5.782;%15.0
2025-10-19 04:00:00;0,98;3,05;0,44;98;406;19;7.224;1.485;5.739;%15.0
2025-10-19 05:00:00;0,82;2,96;0,25;101;414;18;7.228;1.504;5.724;%18.0
2025-10-19 06:00:00;0,82;2,91;0,25;103;416;18;7.273;1.549;5.724;%18.0
2025-10-19 07:00:00;0,8;2,87;0,24;102;412;18;7.327;1.567;5.760;%15.0
2025-10-19 08:00:00;0,82;2,92;0,25;101;410;19;7.342;1.553;5.790;%15.0
2025-10-19 09:00:00;1,3;3,05;0,87;105;400;31;7.621;1.526;6.095;%27.0
2025-10-19 10:00:00;0,83;2,98;0,27;99;403;19;7.364;1.532;5.833;%16.0
2025-10-19 11:00:00;0,82;3,08;0,26;96;407;19;7.272;1.436;5.837;%15.0
2025-10-19 12:00:00;0,83;3,24;0,27;93;407;20;7.180;1.360;5.821;%15.0
2025-10-19 13:00:00;0,83;3,22;0,26;94;410;19;7.164;1.365;5.800;%15.0
2025-10-19 14:00:00;0,87;3,17;0,3;96;407;20;7.235;1.422;5.813;%22.0
2025-10-19 15:00:00;0,83;2,96;0,26;102;410;19;7.382;1.559;5.823;%15.0
2025-10-19 16:00:00;0,81;3,17;0,25;95;410;19;7.169;1.384;5.785;%15.0
2025-10-19 17:00:00;0,81;3,17;0,24;94;406;19;7.182;1.393;5.788;%15.0
2025-10-19 18:00:00;0,82;3,12;0,26;95;408;19;7.225;1.421;5.804;%15.0
2025-10-19 19:00:00;0,86;3,06;0,3;98;407;20;7.293;1.478;5.815;%23.0
2025-10-19 20:00:00;0,84;2,99;0,28;100;406;20;7.336;1.525;5.811;%16.0
2025-10-19 21:00:00;0,83;2,83;0,26;105;408;20;7.444;1.645;5.799;%15.0
2025-10-19 22:00:00;0,82;2,83;0,25;106;415;19;7.374;1.620;5.754;%15.0
2025-10-19 23:00:00;0,81;2,72;0,25;109;414;19;7.500;1.716;5.784;%16.0
2025-10-20 00:00:00;1,27;2,82;0,83;114;409;31;7.827;1.724;6.103;%27.0
2025-10-20 01:00:00;0,94;2,95;0,41;101;411;20;7.346;1.524;5.822;%15.0
2025-10-20 02:00:00;0,82;2,69;0,26;107;400;19;7.576;1.747;5.829;%16.0
2025-10-20 03:00:00;2;3;1,72;97;369;21;7.448;1.625;5.823;%22.0
2025-10-20 04:00:00;1;3,15;0,46;95;406;18;7.189;1.424;5.765;%21.0
2025-10-20 05:00:00;0,82;2,78;0,24;108;414;18;7.454;1.694;5.760;%15.0
2025-10-20 06:00:00;0,81;2,96;0,23;100;414;18;7.249;1.517;5.733;%15.0
2025-10-20 07:00:00;0,82;2,65;0,25;112;410;18;7.602;1.818;5.784;%16.0
2025-10-20 08:00:00;0,89;2,57;0,33;119;412;21;7.781;1.953;5.828;%23.0
2025-10-20 09:00:00;1,55;2,8;1,18;119;409;35;7.981;1.801;6.180;%21.0
2025-10-20 10:00:00;0,89;2,61;0,33;117;416;20;7.763;1.903;5.860;%19.0
2025-10-20 11:00:00;0,89;2,83;0,35;109;416;23;7.565;1.663;5.902;%23.0
2025-10-20 12:00:00;0,87;2,61;0,31;120;414;25;7.807;1.904;5.902;%18.0
2025-10-20 13:00:00;0,92;3;0,38;105;409;26;7.456;1.541;5.915;%23.0
2025-10-20 14:00:00;0,93;3,08;0,4;107;413;31;7.459;1.479;5.981;%21.0
2025-10-20 15:00:00;0,96;3,04;0,44;98;413;20;7.295;1.456;5.839;%15.0
2025-10-20 16:00:00;0,93;2,91;0,39;104;413;20;7.388;1.574;5.814;%15.0
2025-10-20 17:00:00;0,9;3,22;0,35;98;409;24;7.237;1.392;5.844;%23.0
2025-10-20 18:00:00;0,92;3,21;0,36;105;407;31;7.420;1.454;5.965;%19.0
2025-10-20 19:00:00;0,95;3,25;0,4;100;405;27;7.323;1.420;5.903;%20.0
2025-10-20 20:00:00;0,87;2,84;0,3;108;409;21;7.524;1.684;5.839;%19.0
2025-10-20 21:00:00;0,84;2,87;0,27;105;406;20;7.484;1.652;5.832;%15.0
2025-10-20 22:00:00;0,82;3,02;0,25;100;408;20;7.298;1.506;5.792;%15.0
2025-10-20 23:00:00;0,84;2,91;0,26;105;410;20;7.411;1.608;5.804;%16.0
2025-10-21 00:00:00;1,29;3,17;0,84;103;406;31;7.585;1.462;6.123;%26.0
2025-10-21 01:00:00;1,16;3,06;0,67;101;411;21;7.355;1.496;5.859;%16.0
2025-10-21 02:00:00;0,86;3,11;0,3;96;397;22;7.295;1.443;5.852;%16.0
2025-10-21 03:00:00;2,15;3,28;1,87;92;360;27;7.310;1.436;5.873;%25.0
2025-10-21 04:00:00;1,15;3,32;0,65;96;405;24;7.169;1.342;5.827;%24.0
2025-10-21 05:00:00;0,92;3,44;0,37;92;403;24;7.058;1.256;5.802;%16.0
2025-10-21 06:00:00;0,9;3,36;0,35;92;407;22;7.082;1.291;5.791;%21.0
2025-10-21 07:00:00;0,93;3,04;0,38;102;406;24;7.339;1.497;5.842;%23.0
2025-10-21 08:00:00;0,91;3,1;0,36;101;406;25;7.331;1.469;5.862;%16.0
2025-10-21 09:00:00;1,59;3,4;1,19;100;396;34;7.510;1.363;6.148;%24.0
2025-10-21 10:00:00;0,95;3,37;0,42;96;407;28;7.247;1.305;5.942;%20.0
2025-10-21 11:00:00;0,88;3,36;0,35;88;409;19;7.241;1.277;5.964;%15.0
2025-10-21 12:00:00;0,87;3,41;0,34;86;403;19;7.296;1.262;6.033;%18.0
2025-10-21 13:00:00;0,96;3,5;0,43;85;404;20;7.124;1.218;5.905;%19.0
2025-10-21 14:00:00;0,85;3,3;0,32;95;410;26;7.352;1.324;6.028;%17.0
2025-10-21 15:00:00;0,9;3,39;0,36;94;406;26;7.202;1.281;5.921;%20.0
2025-10-21 16:00:00;0,97;3,38;0,44;101;405;35;7.324;1.308;6.015;%22.0
2025-10-21 17:00:00;0,92;3,4;0,39;95;406;29;7.197;1.270;5.927;%20.0
2025-10-21 18:00:00;0,89;3,12;0,34;100;406;25;7.262;1.429;5.833;%20.0
2025-10-21 19:00:00;0,9;3,35;0,36;95;405;26;7.166;1.294;5.873;%17.0
2025-10-21 20:00:00;0,86;3,08;0,3;101;409;23;7.297;1.462;5.835;%19.0
2025-10-21 21:00:00;0,88;3,37;0,33;94;404;25;7.145;1.295;5.850;%19.0
2025-10-21 22:00:00;0,85;2,86;0,29;107;409;23;7.463;1.633;5.830;%16.0
2025-10-21 23:00:00;0,86;3,15;0,31;99;408;25;7.249;1.399;5.850;%19.0
2025-10-22 00:00:00;0,88;2,7;0,33;113;409;23;7.630;1.774;5.856;%21.0
2025-10-22 01:00:00;1,03;3,06;0,5;103;406;24;7.351;1.511;5.840;%17.0
2025-10-22 02:00:00;0,87;3,14;0,33;97;403;23;7.252;1.400;5.852;%19.0
2025-10-22 03:00:00;2,1;2,85;1,87;106;368;26;7.631;1.781;5.850;%20.0
2025-10-22 04:00:00;1;3,28;0,47;92;393;22;7.138;1.351;5.787;%15.0
2025-10-22 05:00:00;0,93;3,24;0,38;95;395;23;7.167;1.384;5.782;%16.0
2025-10-22 06:00:00;0,96;3,28;0,42;95;399;23;7.153;1.357;5.796;%25.0
2025-10-22 07:00:00;0,87;3,29;0,31;92;400;22;7.103;1.323;5.779;%16.0
2025-10-22 08:00:00;0,9;2,96;0,35;104;404;23;7.359;1.557;5.803;%16.0
2025-10-22 09:00:00;1;2,69;0,47;116;409;25;7.694;1.831;5.864;%21.0
2025-10-22 10:00:00;0,96;2,87;0,42;110;412;25;7.446;1.633;5.813;%20.0
2025-10-22 11:00:00;0,89;2,86;0,34;105;413;19;7.362;1.599;5.762;%15.0
2025-10-22 12:00:00;1,02;3,14;0,5;96;403;20;7.209;1.430;5.779;%15.0
2025-10-22 13:00:00;1;3,08;0,48;97;405;20;7.273;1.462;5.811;%18.0
2025-10-22 14:00:00;0,86;3,16;0,31;96;402;22;7.244;1.410;5.834;%20.0
2025-10-22 15:00:00;0,87;3,2;0,32;97;401;25;7.298;1.387;5.911;%16.0
2025-10-22 16:00:00;0,92;3,18;0,4;94;407;21;7.250;1.373;5.878;%15.0
2025-10-22 17:00:00;0,96;3,08;0,44;104;407;29;7.431;1.470;5.961;%23.0
2025-10-22 18:00:00;0,87;3,13;0,32;100;408;25;7.350;1.423;5.927;%19.0
2025-10-22 19:00:00;0,87;2,88;0,32;108;407;26;7.552;1.630;5.922;%17.0
2025-10-22 20:00:00;0,91;3,04;0,37;102;405;24;7.415;1.511;5.904;%21.0
2025-10-22 21:00:00;0,86;2,9;0,31;106;409;24;7.488;1.597;5.891;%19.0
2025-10-22 22:00:00;0,83;2,93;0,28;103;410;22;7.369;1.540;5.829;%16.0
2025-10-22 23:00:00;0,84;3,08;0,28;97;403;22;7.270;1.443;5.827;%19.0
2025-10-23 00:00:00;0,87;2,93;0,32;102;398;22;7.443;1.579;5.864;%19.0
2025-10-23 01:00:00;1,01;3,09;0,49;99;399;24;7.302;1.470;5.832;%16.0
2025-10-23 02:00:00;0,84;2,94;0,29;101;402;21;7.341;1.539;5.802;%15.0
2025-10-23 03:00:00;1,94;2,9;1,66;101;369;24;7.492;1.670;5.823;%22.0
2025-10-23 04:00:00;1,02;3,06;0,5;98;410;20;7.219;1.448;5.771;%15.0
2025-10-23 05:00:00;0,88;2,7;0,33;111;408;21;7.518;1.743;5.775;%16.0
2025-10-23 06:00:00;0,87;2,52;0,32;121;419;21;7.705;1.926;5.779;%19.0
2025-10-23 07:00:00;0,91;2,76;0,38;110;412;23;7.537;1.693;5.844;%20.0
2025-10-23 08:00:00;0,88;2,76;0,33;110;411;23;7.552;1.701;5.851;%16.0
2025-10-23 09:00:00;0,92;2,94;0,37;106;408;25;7.437;1.574;5.863;%17.0
2025-10-23 10:00:00;1,05;3,3;0,53;91;401;19;7.080;1.330;5.750;%21.0
2025-10-23 11:00:00;1;3,11;0,48;96;403;20;7.232;1.443;5.789;%15.0
2025-10-23 12:00:00;0,97;3,31;0,44;90;401;20;7.109;1.314;5.796;%15.0
2025-10-23 13:00:00;0,92;3;0,37;99;403;20;7.329;1.519;5.810;%15.0
2025-10-23 14:00:00;1,01;3,02;0,48;106;407;27;7.456;1.554;5.902;%23.0
2025-10-23 15:00:00;0,94;2,62;0,39;124;410;31;7.933;1.947;5.986;%22.0
2025-10-23 16:00:00;2,92;3,73;2,74;100;389;35;7.530;1.392;6.138;%23.0
2025-10-23 17:00:00;0,93;3,25;0,39;101;401;30;7.336;1.391;5.944;%21.0
2025-10-23 18:00:00;0,92;3,64;0,38;92;402;30;7.108;1.183;5.925;%21.0
2025-10-23 19:00:00;0,88;3,37;0,34;93;401;25;7.179;1.296;5.883;%20.0
2025-10-23 20:00:00;0,84;3,35;0,29;91;398;24;7.195;1.294;5.901;%16.0
2025-10-23 21:00:00;0,83;3,01;0,27;98;397;21;7.411;1.510;5.901;%16.0
2025-10-23 22:00:00;0,88;3,09;0,32;98;400;22;7.267;1.462;5.804;%23.0
2025-10-23 23:00:00;0,86;3,01;0,3;102;404;23;7.292;1.511;5.781;%24.0
2025-10-24 00:00:00;0,83;3,05;0,27;97;400;21;7.243;1.459;5.783;%15.0
2025-10-24 01:00:00;1,02;2,91;0,49;104;403;21;7.388;1.608;5.779;%16.0
2025-10-24 02:00:00;0,87;2,56;0,3;116;402;20;7.773;1.950;5.823;%23.0
2025-10-24 03:00:00;2,29;2,68;2,15;110;361;25;7.794;1.967;5.826;%17.0
2025-10-24 04:00:00;1,04;2,84;0,52;107;405;21;7.421;1.656;5.765;%15.0
2025-10-24 05:00:00;0,9;2,58;0,34;119;409;21;7.674;1.934;5.741;%22.0
2025-10-24 06:00:00;0,86;2,48;0,29;122;410;19;7.755;2.041;5.714;%18.0
2025-10-24 07:00:00;0,84;2,89;0,26;103;402;19;7.326;1.603;5.722;%15.0
2025-10-24 08:00:00;0,83;2,97;0,25;100;402;19;7.270;1.539;5.730;%15.0
2025-10-24 09:00:00;0,85;3,05;0,28;98;401;20;7.225;1.483;5.742;%15.0
2025-10-24 10:00:00;1,13;3,23;0,62;103;403;30;7.317;1.419;5.898;%25.0
2025-10-24 11:00:00;0,94;3,13;0,4;95;404;19;7.162;1.415;5.747;%15.0
2025-10-24 12:00:00;0,89;3,04;0,35;99;411;20;7.211;1.462;5.749;%15.0
2025-10-24 13:00:00;0,82;2,89;0,27;104;413;21;7.335;1.562;5.773;%16.0
2025-10-24 14:00:00;0,83;3,08;0,28;98;410;20;7.197;1.431;5.767;%19.0
2025-10-24 15:00:00;0,86;3,01;0,31;100;410;21;7.266;1.480;5.786;%19.0
2025-10-24 16:00:00;0,91;3,21;0,37;94;405;21;7.120;1.358;5.761;%15.0
2025-10-24 17:00:00;0,87;3,26;0,3;98;403;26;7.175;1.368;5.807;%16.0
2025-10-24 18:00:00;0,85;3,46;0,29;88;405;21;6.950;1.225;5.724;%20.0
2025-10-24 19:00:00;0,82;3,2;0,26;95;408;20;7.106;1.366;5.740;%17.0
2025-10-24 20:00:00;0,83;3,18;0,27;95;407;21;7.115;1.375;5.740;%15.0
2025-10-24 21:00:00;0,84;2,99;0,27;102;405;22;7.262;1.515;5.748;%16.0
2025-10-24 22:00:00;0,88;3,11;0,33;98;403;22;7.173;1.435;5.738;%21.0
2025-10-24 23:00:00;0,84;3,14;0,26;95;396;20;7.149;1.420;5.729;%18.0
2025-10-25 00:00:00;0,87;3,01;0,3;99;395;22;7.265;1.508;5.758;%16.0
2025-10-25 01:00:00;1,02;3,13;0,5;99;404;23;7.182;1.439;5.743;%16.0
2025-10-25 02:00:00;0,87;3,03;0,31;97;396;20;7.183;1.479;5.705;%22.0
2025-10-25 03:00:00;1,97;3;1,68;100;370;25;7.352;1.597;5.754;%17.0
2025-10-25 04:00:00;0,99;3,36;0,46;91;405;20;6.970;1.278;5.692;%14.0
2025-10-25 05:00:00;0,84;2,8;0,29;98;383;19;7.554;1.640;5.914;%19.0
2025-10-25 06:00:00;0,92;2,76;0,34;111;397;21;7.487;1.784;5.703;%19.0
2025-10-25 07:00:00;0,87;2,93;0,3;103;400;21;7.266;1.570;5.696;%15.0
2025-10-25 08:00:00;0,99;2,85;0,45;110;403;25;7.436;1.674;5.762;%17.0
2025-10-25 09:00:00;0,99;2,79;0,46;112;406;25;7.461;1.707;5.754;%21.0
2025-10-25 10:00:00;0,89;2,8;0,33;110;410;22;7.373;1.673;5.699;%17.0
2025-10-25 11:00:00;0,9;2,78;0,33;112;410;23;7.445;1.708;5.737;%16.0
2025-10-25 12:00:00;0,83;2,92;0,26;103;409;19;7.242;1.552;5.690;%15.0
2025-10-25 13:00:00;0,84;2,99;0,27;101;411;19;7.158;1.498;5.660;%20.0
2025-10-25 14:00:00;0,88;3,16;0,33;98;409;22;7.060;1.380;5.680;%17.0
2025-10-25 15:00:00;0,89;2,96;0,34;105;409;24;7.279;1.543;5.736;%16.0
2025-10-25 16:00:00;0,97;3,29;0,43;95;397;25;7.089;1.338;5.751;%19.0
2025-10-25 17:00:00;0,89;3,25;0,33;94;395;22;7.092;1.364;5.728;%18.0
2025-10-25 18:00:00;0,83;3,36;0,27;90;401;20;6.983;1.271;5.712;%15.0
2025-10-25 19:00:00;0,84;3,25;0,27;93;400;21;7.064;1.338;5.725;%15.0
2025-10-25 20:00:00;0,86;3,41;0,29;89;398;20;6.988;1.266;5.723;%19.0
2025-10-25 21:00:00;0,9;3,46;0,34;89;398;22;7.015;1.250;5.764;%18.0
2025-10-25 22:00:00;0,83;3,27;0,27;92;401;21;7.048;1.321;5.727;%15.0
2025-10-25 23:00:00;0,81;3,39;0,25;88;403;19;6.967;1.246;5.721;%15.0
2025-10-26 00:00:00;0,86;3,15;0,31;95;402;21;7.124;1.384;5.740;%18.0
2025-10-26 01:00:00;1,14;3,31;0,64;95;404;23;7.067;1.325;5.742;%20.0
2025-10-26 02:00:00;0,83;3,01;0,27;95;387;19;7.169;1.479;5.690;%15.0
2025-10-26 03:00:00;0,81;2,76;0,24;96;364;18;7.359;1.651;5.708;%15.0
2025-10-26 04:00:00;0,99;3,1;0,45;97;402;19;7.150;1.452;5.698;%15.0
2025-10-26 05:00:00;0,89;3,08;0,33;99;405;20;7.142;1.466;5.676;%22.0
2025-10-26 06:00:00;0,87;2,98;0,3;100;403;19;7.185;1.522;5.662;%23.0
2025-10-26 07:00:00;0,9;3,06;0,34;101;402;23;7.201;1.475;5.725;%16.0
2025-10-26 08:00:00;0,89;3,25;0,34;95;406;23;7.056;1.341;5.715;%15.0
2025-10-26 09:00:00;0,94;3,15;0,4;100;406;24;7.159;1.419;5.740;%21.0
2025-10-26 10:00:00;0,92;3,23;0,37;98;406;25;7.112;1.366;5.746;%19.0
2025-10-26 11:00:00;0,9;3,3;0,35;95;408;24;7.059;1.315;5.743;%15.0
2025-10-26 12:00:00;0,98;3,03;0,43;104;407;25;7.283;1.520;5.763;%21.0
2025-10-26 13:00:00;0,88;2,96;0,32;104;409;22;7.283;1.543;5.740;%20.0
2025-10-26 14:00:00;0,83;2,71;0,26;111;411;20;7.467;1.743;5.724;%16.0
2025-10-26 15:00:00;0,84;2,78;0,27;109;409;20;7.412;1.690;5.722;%15.0
2025-10-26 16:00:00;0,83;2,91;0,26;103;407;20;7.286;1.569;5.717;%15.0
2025-10-26 17:00:00;0,85;2,91;0,28;104;411;20;7.284;1.569;5.715;%23.0
2025-10-26 18:00:00;0,82;2,82;0,26;107;416;19;7.358;1.621;5.737;%16.0
2025-10-26 19:00:00;0,83;2,83;0,27;107;413;20;7.373;1.626;5.747;%15.0
2025-10-26 20:00:00;0,84;2,89;0,27;105;408;21;7.373;1.596;5.777;%16.0
2025-10-26 21:00:00;0,87;2,87;0,31;105;407;21;7.382;1.610;5.772;%20.0
2025-10-26 22:00:00;0,91;3,14;0,36;101;403;26;7.230;1.437;5.793;%19.0
2025-10-26 23:00:00;0,89;3,18;0,33;98;401;24;7.184;1.401;5.783;%16.0
2025-10-27 00:00:00;0,9;3,34;0,35;91;397;22;7.031;1.288;5.744;%21.0
2025-10-27 01:00:00;1,08;2,95;0,58;104;405;23;7.323;1.564;5.759;%17.0
2025-10-27 02:00:00;0,91;2,8;0,37;108;405;22;7.387;1.658;5.730;%16.0
2025-10-27 03:00:00;2,11;2,85;1,89;109;376;28;7.620;1.772;5.848;%22.0
2025-10-27 04:00:00;1,05;2,78;0,54;113;415;24;7.427;1.695;5.732;%24.0
2025-10-27 05:00:00;0,94;2,66;0,39;120;415;27;7.578;1.817;5.760;%18.0
2025-10-27 06:00:00;0,93;2,6;0,39;116;416;19;7.536;1.848;5.688;%20.0
2025-10-27 07:00:00;0,87;2,83;0,31;110;408;25;7.407;1.645;5.762;%19.0
2025-10-27 08:00:00;0,84;2,76;0,28;110;409;22;7.429;1.687;5.742;%16.0
2025-10-27 09:00:00;0,92;3,1;0,37;101;402;25;7.242;1.462;5.780;%22.0
2025-10-27 10:00:00;0,96;2,96;0,42;101;403;19;7.269;1.551;5.719;%21.0
2025-10-27 11:00:00;0,91;3,19;0,36;93;396;20;7.113;1.380;5.733;%15.0
2025-10-27 12:00:00;1,02;3,15;0,5;94;395;20;7.158;1.410;5.748;%15.0
2025-10-27 13:00:00;0,98;3,08;0,46;96;399;20;7.205;1.444;5.762;%15.0
2025-10-27 14:00:00;0,92;2,91;0,38;107;409;24;7.387;1.583;5.804;%22.0
2025-10-27 15:00:00;0,9;2,94;0,36;108;404;29;7.470;1.570;5.901;%20.0
2025-10-27 16:00:00;0,94;3,35;0,41;96;396;30;7.213;1.305;5.908;%20.0
2025-10-27 17:00:00;0,85;3,26;0,3;92;397;22;7.134;1.338;5.797;%20.0
2025-10-27 18:00:00;0,86;3,25;0,3;95;397;25;7.163;1.358;5.805;%16.0
2025-10-27 19:00:00;0,82;3,17;0,25;92;393;20;7.143;1.388;5.754;%15.0
2025-10-27 20:00:00;0,81;3,49;0,25;83;391;19;6.940;1.203;5.737;%17.0
2025-10-27 21:00:00;0,82;3,61;0,26;81;390;20;6.883;1.148;5.735;%19.0
2025-10-27 22:00:00;0,81;3,59;0,24;82;392;19;6.849;1.154;5.695;%14.0
2025-10-27 23:00:00;0,82;2,94;0,25;101;401;19;7.256;1.545;5.711;%15.0
2025-10-28 00:00:00;0,85;2,56;0,27;117;407;20;7.632;1.919;5.712;%16.0
2025-10-28 01:00:00;0,88;2,69;0,32;113;412;20;7.442;1.752;5.690;%20.0
2025-10-28 02:00:00;0,85;2,45;0,29;121;416;19;7.693;1.982;5.711;%19.0
2025-10-28 03:00:00;1,94;2,65;1,69;112;378;21;7.662;1.947;5.715;%16.0
2025-10-28 04:00:00;0,98;2,66;0,44;113;406;20;7.505;1.809;5.696;%15.0
2025-10-28 05:00:00;0,82;2,79;0,25;105;407;18;7.322;1.640;5.682;%15.0
2025-10-28 06:00:00;0,82;2,93;0,26;100;410;18;7.188;1.508;5.680;%22.0
2025-10-28 07:00:00;0,81;3,13;0,25;94;403;19;7.118;1.388;5.730;%15.0
2025-10-28 08:00:00;0,83;2,97;0,26;100;403;19;7.279;1.528;5.751;%15.0
2025-10-28 09:00:00;0,82;3,02;0,25;98;404;19;7.205;1.475;5.730;%15.0
2025-10-28 10:00:00;0,96;2,98;0,43;105;405;26;7.402;1.553;5.849;%21.0
2025-10-28 11:00:00;1;2,45;0,48;122;408;20;8.122;2.133;5.990;%19.0
2025-10-28 12:00:00;0,85;2,77;0,3;108;403;24;7.792;1.726;6.066;%17.0
2025-10-28 13:00:00;0,85;2,84;0,29;105;396;22;7.570;1.676;5.894;%22.0
2025-10-28 14:00:00;0,86;3,11;0,29;95;385;21;7.313;1.470;5.843;%19.0
2025-10-28 15:00:00;0,85;3,12;0,28;96;395;22;7.251;1.441;5.810;%15.0
2025-10-28 16:00:00;0,93;3,13;0,39;100;395;26;7.314;1.460;5.855;%22.0
2025-10-28 17:00:00;0,9;3,24;0,36;95;399;25;7.193;1.351;5.843;%24.0
2025-10-28 18:00:00;0,86;3,05;0,31;100;399;25;7.298;1.470;5.828;%16.0
2025-10-28 19:00:00;0,89;3,21;0,34;97;397;26;7.192;1.384;5.808;%20.0
2025-10-28 20:00:00;0,87;3,44;0,32;89;397;24;7.035;1.243;5.792;%20.0
2025-10-28 21:00:00;0,85;3,2;0,29;96;398;24;7.182;1.381;5.801;%16.0
2025-10-28 22:00:00;0,84;3,14;0,29;98;406;23;7.179;1.401;5.779;%16.0
2025-10-28 23:00:00;0,9;2,95;0,34;105;405;24;7.377;1.572;5.805;%24.0
2025-10-29 00:00:00;0,87;3,08;0,32;99;394;24;7.288;1.464;5.824;%16.0
2025-10-29 01:00:00;1,03;3,17;0,52;97;398;24;7.187;1.401;5.786;%16.0
2025-10-29 02:00:00;0,89;2,97;0,34;102;397;24;7.334;1.535;5.799;%23.0
2025-10-29 03:00:00;2,04;2,83;1,79;108;370;26;7.677;1.833;5.844;%17.0
2025-10-29 04:00:00;1,02;2,55;0,5;120;406;22;7.758;1.979;5.779;%16.0
2025-10-29 05:00:00;0,98;2,47;0,44;125;405;23;7.902;2.113;5.790;%22.0
2025-10-29 06:00:00;0,9;2,98;0,35;102;399;24;7.315;1.523;5.791;%19.0
2025-10-29 07:00:00;0,91;2,91;0,36;103;399;23;7.342;1.566;5.776;%16.0
2025-10-29 08:00:00;0,88;3,09;0,33;97;398;22;7.203;1.441;5.763;%19.0
2025-10-29 09:00:00;0,95;3,2;0,41;97;398;24;7.173;1.392;5.781;%19.0
2025-10-29 10:00:00;0,93;3,24;0,39;93;397;22;7.083;1.343;5.739;%15.0
2025-10-29 11:00:00;0,92;3,07;0,37;100;399;24;7.215;1.469;5.746;%19.0
2025-10-29 12:00:00;0,98;3,23;0,43;97;397;25;7.165;1.389;5.776;%20.0
2025-10-29 13:00:00;0,91;3,02;0,35;101;397;23;7.266;1.518;5.748;%16.0
2025-10-29 14:00:00;0,91;3,22;0,36;95;397;23;7.138;1.372;5.766;%16.0
2025-10-29 15:00:00;1,04;2,97;0,52;104;399;25;7.331;1.557;5.774;%21.0
2025-10-29 16:00:00;1,01;3,28;0,49;95;397;25;7.118;1.340;5.778;%23.0
2025-10-29 17:00:00;0,97;3,44;0,43;91;395;25;7.029;1.253;5.776;%16.0
2025-10-29 18:00:00;1,04;3,7;0,52;85;395;24;6.898;1.132;5.765;%23.0
2025-10-29 19:00:00;0,96;3,65;0,43;87;394;26;6.956;1.154;5.802;%19.0
2025-10-29 20:00:00;0,88;3,48;0,34;89;399;24;6.997;1.219;5.778;%15.0
2025-10-29 21:00:00;0,95;3,54;0,42;87;397;24;6.963;1.185;5.778;%21.0
2025-10-29 22:00:00;0,9;3,44;0,36;89;394;24;7.013;1.238;5.775;%19.0
2025-10-29 23:00:00;0,89;3,57;0,34;87;389;25;6.981;1.193;5.787;%16.0
2025-10-30 00:00:00;1;3,34;0,47;92;393;24;7.082;1.297;5.785;%20.0
2025-10-30 01:00:00;1,08;3,44;0,57;91;400;24;7.015;1.256;5.759;%19.0
2025-10-30 02:00:00;0,9;3,59;0,35;83;383;23;6.922;1.163;5.759;%15.0
2025-10-30 03:00:00;2,1;3,12;1,83;97;360;27;7.306;1.528;5.778;%21.0
2025-10-30 04:00:00;1,06;3,35;0,53;92;397;22;7.012;1.305;5.707;%18.0
2025-10-30 05:00:00;0,89;3;0,33;101;396;22;7.245;1.529;5.716;%16.0
2025-10-30 06:00:00;0,93;3,04;0,37;102;401;23;7.190;1.497;5.693;%18.0
2025-10-30 07:00:00;1,05;3,26;0,53;95;399;24;7.108;1.348;5.760;%19.0
2025-10-30 08:00:00;0,92;3,44;0,37;90;398;24;7.005;1.247;5.759;%15.0
