Gaziemir IZMTOCDELLAPP02;Latency;Read Latency;Write Latency;Avg. Size;Read Size;Write Size;Total IOPS;Read IOPS;Write IOPS;CPU Utilization
2025-10-07 16:00:00;0,43;0,42;0,44;310;518;34;2.772;1.581;1.192;%8.0
2025-10-07 17:00:00;0,43;0,43;0,44;289;515;34;2.535;1.344;1.190;%7.0
2025-10-07 18:00:00;0,43;0,43;0,44;283;514;35;2.482;1.285;1.197;%7.0
2025-10-07 19:00:00;0,44;0,43;0,45;296;516;35;2.625;1.426;1.199;%7.0
2025-10-07 20:00:00;0,44;0,42;0,45;310;517;37;2.790;1.587;1.203;%8.0
2025-10-07 21:00:00;0,44;0,42;0,46;314;518;37;2.848;1.642;1.206;%8.0
2025-10-07 22:00:00;0,43;0,42;0,47;343;522;37;3.273;2.065;1.208;%9.0
2025-10-07 23:00:00;0,43;0,42;0,47;348;523;37;3.355;2.149;1.206;%9.0
2025-10-08 00:00:00;0,43;0,41;0,46;351;523;36;3.408;2.201;1.206;%9.0
2025-10-08 01:00:00;0,43;0,41;0,46;350;522;35;3.400;2.197;1.203;%10.0
2025-10-08 02:00:00;0,43;0,42;0,44;336;522;33;3.161;1.957;1.203;%9.0
2025-10-08 03:00:00;0,42;0,41;0,44;315;482;32;3.249;2.046;1.203;%9.0
2025-10-08 04:00:00;0,44;0,42;0,48;327;520;32;3.326;2.012;1.313;%9.0
2025-10-08 05:00:00;0,42;0,42;0,43;324;520;32;3.010;1.800;1.211;%8.0
2025-10-08 06:00:00;0,42;0,42;0,44;338;522;32;3.169;1.978;1.190;%8.0
2025-10-08 07:00:00;0,43;0,42;0,44;333;520;33;3.100;1.907;1.193;%9.0
2025-10-08 08:00:00;0,43;0,42;0,45;331;519;34;3.090;1.894;1.195;%9.0
2025-10-08 09:00:00;0,43;0,42;0,45;340;521;34;3.227;2.027;1.199;%9.0
2025-10-08 10:00:00;0,43;0,41;0,45;344;516;34;3.354;2.158;1.195;%9.0
2025-10-08 11:00:00;0,43;0,42;0,46;343;522;34;3.249;2.058;1.192;%9.0
2025-10-08 12:00:00;0,43;0,42;0,46;349;523;35;3.360;2.161;1.199;%9.0
2025-10-08 13:00:00;0,43;0,42;0,46;350;522;35;3.383;2.184;1.198;%9.0
2025-10-08 14:00:00;0,43;0,41;0,46;352;523;35;3.425;2.221;1.204;%9.0
2025-10-08 15:00:00;0,43;0,42;0,46;350;523;35;3.382;2.184;1.198;%9.0
2025-10-08 16:00:00;0,43;0,42;0,46;336;522;35;3.133;1.938;1.195;%9.0
2025-10-08 17:00:00;0,43;0,42;0,46;331;522;36;3.032;1.841;1.191;%9.0
2025-10-08 18:00:00;0,43;0,42;0,46;328;521;36;3.016;1.820;1.196;%9.0
2025-10-08 19:00:00;0,43;0,42;0,45;312;518;35;2.806;1.610;1.196;%8.0
2025-10-08 20:00:00;0,44;0,42;0,45;300;516;36;2.681;1.479;1.202;%8.0
2025-10-08 21:00:00;0,43;0,41;0,47;354;524;37;3.448;2.248;1.200;%9.0
2025-10-08 22:00:00;0,43;0,41;0,47;354;524;37;3.447;2.248;1.199;%9.0
2025-10-08 23:00:00;0,43;0,41;0,47;354;524;37;3.451;2.250;1.201;%9.0
2025-10-09 00:00:00;0,43;0,41;0,46;354;524;36;3.454;2.251;1.203;%9.0
2025-10-09 01:00:00;0,43;0,41;0,46;353;523;35;3.451;2.252;1.199;%9.0
2025-10-09 02:00:00;0,42;0,41;0,45;353;524;33;3.450;2.251;1.200;%9.0
2025-10-09 03:00:00;0,42;0,41;0,44;338;489;32;3.623;2.425;1.198;%10.0
2025-10-09 04:00:00;0,45;0,41;0,51;342;521;32;3.553;2.253;1.299;%10.0
2025-10-09 05:00:00;0,42;0,41;0,44;353;520;32;3.451;2.266;1.185;%9.0
2025-10-09 06:00:00;0,42;0,41;0,44;353;522;32;3.442;2.256;1.186;%9.0
2025-10-09 07:00:00;0,42;0,41;0,44;354;523;32;3.441;2.254;1.187;%9.0
2025-10-09 08:00:00;0,43;0,41;0,45;354;523;33;3.448;2.256;1.192;%9.0
2025-10-09 09:00:00;0,43;0,41;0,45;353;523;33;3.446;2.254;1.193;%9.0
2025-10-09 10:00:00;0,43;0,41;0,45;351;517;34;3.465;2.276;1.189;%9.0
2025-10-09 11:00:00;0,43;0,41;0,46;354;523;34;3.441;2.253;1.188;%9.0
2025-10-09 12:00:00;0,43;0,41;0,46;354;523;35;3.447;2.253;1.194;%9.0
2025-10-09 13:00:00;0,43;0,42;0,46;354;523;35;3.441;2.248;1.193;%9.0
2025-10-09 14:00:00;0,43;0,41;0,46;354;524;35;3.441;2.247;1.195;%9.0
2025-10-09 15:00:00;0,43;0,41;0,46;354;523;35;3.441;2.249;1.192;%10.0
2025-10-09 16:00:00;0,43;0,42;0,46;354;524;35;3.440;2.248;1.191;%9.0
2025-10-09 17:00:00;0,43;0,42;0,47;355;524;36;3.439;2.247;1.192;%10.0
2025-10-09 18:00:00;0,43;0,41;0,47;354;524;36;3.443;2.245;1.198;%10.0
2025-10-09 19:00:00;0,43;0,42;0,47;354;524;37;3.447;2.247;1.200;%10.0
2025-10-09 20:00:00;0,44;0,41;0,47;354;524;37;3.454;2.251;1.203;%10.0
2025-10-09 21:00:00;0,44;0,41;0,48;355;524;38;3.450;2.249;1.201;%10.0
2025-10-09 22:00:00;0,44;0,42;0,48;355;524;38;3.446;2.250;1.196;%10.0
2025-10-09 23:00:00;0,44;0,42;0,48;355;524;38;3.449;2.249;1.201;%10.0
2025-10-10 00:00:00;0,43;0,41;0,47;353;524;37;3.462;2.251;1.211;%10.0
2025-10-10 01:00:00;0,43;0,42;0,47;353;523;36;3.452;2.248;1.204;%10.0
2025-10-10 02:00:00;0,43;0,41;0,46;353;524;34;3.456;2.252;1.204;%9.0
2025-10-10 03:00:00;0,42;0,41;0,45;338;490;33;3.622;2.418;1.204;%10.0
2025-10-10 04:00:00;0,42;0,41;0,44;340;521;33;3.587;2.252;1.335;%9.0
2025-10-10 05:00:00;0,42;0,41;0,45;353;522;33;3.449;2.259;1.190;%9.0
2025-10-10 06:00:00;0,43;0,41;0,45;353;522;33;3.448;2.257;1.191;%10.0
2025-10-10 07:00:00;0,43;0,41;0,45;353;522;34;3.451;2.257;1.194;%10.0
2025-10-10 08:00:00;0,43;0,41;0,46;353;522;35;3.458;2.261;1.197;%10.0
2025-10-10 09:00:00;0,43;0,41;0,46;353;523;35;3.454;2.255;1.199;%10.0
2025-10-10 10:00:00;0,43;0,41;0,46;351;517;35;3.474;2.279;1.195;%10.0
2025-10-10 11:00:00;0,43;0,41;0,45;354;523;34;3.447;2.252;1.195;%9.0
2025-10-10 12:00:00;0,43;0,42;0,45;353;523;34;3.449;2.249;1.200;%9.0
2025-10-10 13:00:00;0,43;0,41;0,46;354;524;34;3.451;2.252;1.199;%9.0
2025-10-10 14:00:00;0,43;0,41;0,45;353;524;34;3.447;2.247;1.200;%9.0
2025-10-10 15:00:00;0,43;0,42;0,46;353;524;34;3.445;2.246;1.199;%10.0
2025-10-10 16:00:00;0,43;0,41;0,46;354;524;35;3.445;2.251;1.194;%9.0
2025-10-10 17:00:00;0,43;0,41;0,46;354;524;35;3.445;2.248;1.197;%9.0
2025-10-10 18:00:00;0,43;0,41;0,46;354;524;35;3.441;2.247;1.195;%9.0
2025-10-10 19:00:00;0,43;0,41;0,46;354;524;36;3.448;2.248;1.200;%9.0
2025-10-10 20:00:00;0,43;0,42;0,47;354;523;36;3.455;2.250;1.205;%9.0
2025-10-10 21:00:00;0,43;0,42;0,47;354;524;36;3.454;2.249;1.205;%10.0
2025-10-10 22:00:00;0,43;0,42;0,47;354;524;37;3.449;2.250;1.199;%10.0
2025-10-10 23:00:00;0,43;0,41;0,47;354;524;37;3.451;2.248;1.203;%9.0
2025-10-11 00:00:00;0,43;0,41;0,47;354;524;36;3.453;2.250;1.203;%9.0
2025-10-11 01:00:00;0,43;0,42;0,46;352;523;35;3.463;2.250;1.213;%10.0
2025-10-11 02:00:00;0,43;0,41;0,45;353;524;34;3.458;2.251;1.206;%9.0
2025-10-11 03:00:00;0,42;0,41;0,45;338;490;33;3.628;2.418;1.210;%10.0
2025-10-11 04:00:00;0,42;0,42;0,43;338;521;33;3.601;2.256;1.345;%10.0
2025-10-11 05:00:00;0,42;0,41;0,44;350;522;32;3.478;2.258;1.221;%9.0
2025-10-11 06:00:00;0,42;0,41;0,44;352;523;32;3.456;2.256;1.200;%9.0
2025-10-11 07:00:00;0,42;0,41;0,44;352;523;32;3.453;2.253;1.200;%9.0
2025-10-11 08:00:00;0,43;0,41;0,45;352;523;33;3.460;2.256;1.204;%9.0
2025-10-11 09:00:00;0,43;0,41;0,45;353;523;34;3.460;2.256;1.205;%9.0
2025-10-11 10:00:00;0,43;0,41;0,46;351;517;35;3.483;2.280;1.203;%9.0
2025-10-11 11:00:00;0,43;0,41;0,46;353;523;36;3.458;2.253;1.205;%10.0
2025-10-11 12:00:00;0,43;0,42;0,47;353;523;36;3.464;2.254;1.210;%10.0
2025-10-11 13:00:00;0,43;0,42;0,47;353;524;36;3.460;2.251;1.209;%10.0
2025-10-11 14:00:00;0,43;0,41;0,47;353;524;36;3.457;2.246;1.211;%10.0
2025-10-11 15:00:00;0,44;0,42;0,47;353;524;36;3.462;2.251;1.211;%10.0
2025-10-11 16:00:00;0,43;0,42;0,47;354;524;36;3.448;2.247;1.201;%10.0
2025-10-11 17:00:00;0,43;0,41;0,47;354;524;36;3.449;2.247;1.202;%10.0
2025-10-11 18:00:00;0,43;0,42;0,47;353;524;36;3.459;2.251;1.208;%10.0
2025-10-11 19:00:00;0,44;0,41;0,47;354;524;37;3.450;2.248;1.203;%10.0
2025-10-11 20:00:00;0,44;0,42;0,47;354;524;37;3.451;2.245;1.206;%10.0
2025-10-11 21:00:00;0,44;0,42;0,48;354;524;38;3.455;2.251;1.205;%10.0
2025-10-11 22:00:00;0,44;0,42;0,48;354;523;38;3.448;2.248;1.201;%10.0
2025-10-11 23:00:00;0,44;0,42;0,48;355;523;38;3.449;2.252;1.197;%10.0
2025-10-12 00:00:00;0,44;0,41;0,48;354;524;38;3.452;2.248;1.204;%10.0
2025-10-12 01:00:00;0,44;0,42;0,48;354;522;37;3.456;2.254;1.202;%10.0
2025-10-12 02:00:00;0,43;0,41;0,46;353;524;35;3.456;2.251;1.205;%10.0
2025-10-12 03:00:00;0,42;0,41;0,45;338;491;33;3.622;2.418;1.204;%10.0
2025-10-12 04:00:00;0,43;0,41;0,45;339;521;32;3.591;2.251;1.340;%10.0
2025-10-12 05:00:00;0,42;0,41;0,44;352;522;32;3.453;2.260;1.193;%9.0
2025-10-12 06:00:00;0,42;0,41;0,44;352;522;32;3.454;2.257;1.197;%9.0
2025-10-12 07:00:00;0,42;0,41;0,44;353;523;32;3.450;2.254;1.196;%9.0
2025-10-12 08:00:00;0,43;0,41;0,45;352;523;33;3.458;2.256;1.201;%9.0
2025-10-12 09:00:00;0,43;0,42;0,45;352;523;33;3.462;2.257;1.205;%9.0
2025-10-12 10:00:00;0,43;0,42;0,46;351;517;34;3.484;2.281;1.203;%10.0
2025-10-12 11:00:00;0,43;0,41;0,46;354;523;36;3.455;2.255;1.200;%9.0
2025-10-12 12:00:00;0,43;0,42;0,47;354;523;36;3.456;2.252;1.204;%9.0
2025-10-12 13:00:00;0,43;0,41;0,47;353;523;36;3.459;2.251;1.208;%9.0
2025-10-12 14:00:00;0,43;0,41;0,47;353;523;36;3.460;2.251;1.209;%9.0
2025-10-12 15:00:00;0,44;0,42;0,47;353;523;36;3.456;2.251;1.205;%10.0
2025-10-12 16:00:00;0,43;0,41;0,47;353;523;36;3.452;2.248;1.204;%9.0
2025-10-12 17:00:00;0,43;0,41;0,47;354;524;36;3.458;2.252;1.206;%10.0
2025-10-12 18:00:00;0,43;0,42;0,47;353;524;36;3.457;2.248;1.209;%10.0
2025-10-12 19:00:00;0,43;0,42;0,47;353;524;36;3.458;2.246;1.212;%10.0
2025-10-12 20:00:00;0,44;0,42;0,48;353;524;37;3.461;2.250;1.212;%10.0
2025-10-12 21:00:00;0,44;0,42;0,48;353;523;38;3.463;2.251;1.211;%10.0
2025-10-12 22:00:00;0,44;0,42;0,48;354;524;38;3.455;2.250;1.205;%10.0
2025-10-12 23:00:00;0,44;0,41;0,48;354;524;38;3.458;2.251;1.207;%10.0
2025-10-13 00:00:00;0,44;0,42;0,47;353;524;37;3.452;2.243;1.209;%9.0
2025-10-13 01:00:00;0,43;0,41;0,47;353;523;36;3.451;2.247;1.203;%10.0
2025-10-13 02:00:00;0,43;0,41;0,46;353;524;34;3.456;2.252;1.204;%9.0
2025-10-13 03:00:00;0,42;0,41;0,45;338;490;33;3.628;2.421;1.208;%10.0
2025-10-13 04:00:00;0,44;0,42;0,49;340;522;33;3.584;2.251;1.333;%10.0
2025-10-13 05:00:00;0,43;0,41;0,45;352;522;32;3.461;2.260;1.201;%9.0
2025-10-13 06:00:00;0,43;0,41;0,45;352;522;32;3.463;2.259;1.204;%9.0
2025-10-13 07:00:00;0,43;0,41;0,45;351;521;33;3.469;2.263;1.206;%10.0
2025-10-13 08:00:00;0,43;0,41;0,46;352;522;34;3.465;2.257;1.208;%10.0
2025-10-13 09:00:00;0,43;0,41;0,46;352;523;34;3.462;2.256;1.207;%10.0
2025-10-13 10:00:00;0,43;0,41;0,46;351;518;35;3.480;2.278;1.202;%10.0
2025-10-13 11:00:00;0,43;0,42;0,46;353;523;35;3.457;2.252;1.204;%10.0
2025-10-13 12:00:00;0,43;0,41;0,46;352;523;35;3.466;2.252;1.214;%10.0
2025-10-13 13:00:00;0,43;0,41;0,46;353;524;35;3.461;2.249;1.212;%10.0
2025-10-13 14:00:00;0,43;0,41;0,46;352;524;35;3.456;2.245;1.211;%10.0
2025-10-13 15:00:00;0,43;0,42;0,47;353;524;35;3.458;2.249;1.209;%10.0
2025-10-13 16:00:00;0,43;0,42;0,47;353;524;36;3.455;2.250;1.205;%9.0
2025-10-13 17:00:00;0,43;0,42;0,47;354;524;37;3.456;2.249;1.208;%10.0
2025-10-13 18:00:00;0,43;0,41;0,47;353;524;37;3.459;2.247;1.212;%10.0
2025-10-13 19:00:00;0,43;0,41;0,47;353;524;37;3.462;2.250;1.212;%9.0
2025-10-13 20:00:00;0,43;0,41;0,47;353;524;37;3.460;2.248;1.213;%9.0
2025-10-13 21:00:00;0,44;0,41;0,47;353;524;38;3.467;2.251;1.216;%10.0
2025-10-13 22:00:00;0,44;0,42;0,48;353;524;38;3.463;2.247;1.215;%10.0
2025-10-13 23:00:00;0,44;0,42;0,48;354;524;38;3.460;2.251;1.209;%10.0
2025-10-14 00:00:00;0,43;0,41;0,47;353;523;36;3.464;2.253;1.212;%10.0
2025-10-14 01:00:00;0,43;0,42;0,46;352;523;35;3.460;2.251;1.209;%10.0
2025-10-14 02:00:00;0,43;0,42;0,45;353;524;33;3.454;2.251;1.203;%10.0
2025-10-14 03:00:00;0,42;0,41;0,45;338;490;33;3.623;2.420;1.203;%10.0
2025-10-14 04:00:00;0,45;0,41;0,51;339;521;32;3.595;2.254;1.340;%10.0
2025-10-14 05:00:00;0,42;0,41;0,44;353;522;32;3.450;2.258;1.193;%9.0
2025-10-14 06:00:00;0,42;0,41;0,44;353;523;32;3.449;2.255;1.195;%9.0
2025-10-14 07:00:00;0,43;0,41;0,45;353;523;33;3.451;2.253;1.197;%9.0
2025-10-14 08:00:00;0,43;0,41;0,45;353;523;33;3.459;2.256;1.203;%9.0
2025-10-14 09:00:00;0,43;0,41;0,45;353;523;33;3.459;2.255;1.204;%9.0
2025-10-14 10:00:00;0,43;0,41;0,45;350;517;34;3.482;2.277;1.204;%9.0
2025-10-14 11:00:00;0,43;0,42;0,46;352;522;34;3.456;2.251;1.205;%10.0
2025-10-14 12:00:00;0,43;0,42;0,46;352;523;34;3.459;2.248;1.211;%10.0
2025-10-14 13:00:00;0,43;0,42;0,46;353;524;35;3.459;2.250;1.209;%10.0
2025-10-14 14:00:00;0,43;0,42;0,46;352;523;34;3.457;2.246;1.211;%9.0
2025-10-14 15:00:00;0,43;0,42;0,46;353;523;34;3.457;2.250;1.207;%10.0
2025-10-14 16:00:00;0,43;0,42;0,46;353;524;35;3.453;2.249;1.204;%10.0
2025-10-14 17:00:00;0,43;0,42;0,46;353;523;35;3.454;2.250;1.205;%10.0
2025-10-14 18:00:00;0,43;0,42;0,47;353;523;36;3.460;2.247;1.213;%10.0
2025-10-14 19:00:00;0,43;0,42;0,47;353;523;37;3.460;2.249;1.212;%10.0
2025-10-14 20:00:00;0,44;0,42;0,48;353;524;38;3.469;2.248;1.220;%10.0
2025-10-14 21:00:00;0,44;0,42;0,48;353;523;38;3.467;2.250;1.217;%10.0
2025-10-14 22:00:00;0,44;0,42;0,48;354;524;38;3.450;2.246;1.204;%10.0
2025-10-14 23:00:00;0,44;0,41;0,48;354;523;38;3.456;2.251;1.205;%10.0
2025-10-15 00:00:00;0,43;0,41;0,47;353;523;37;3.463;2.253;1.210;%9.0
2025-10-15 01:00:00;0,43;0,42;0,47;353;523;36;3.463;2.253;1.210;%9.0
2025-10-15 02:00:00;0,43;0,41;0,45;351;522;34;3.474;2.256;1.218;%9.0
2025-10-15 03:00:00;0,42;0,41;0,45;339;490;33;3.622;2.420;1.202;%9.0
2025-10-15 04:00:00;0,44;0,41;0,48;342;522;32;3.558;2.252;1.305;%10.0
2025-10-15 05:00:00;0,43;0,41;0,45;353;522;32;3.446;2.258;1.188;%10.0
2025-10-15 06:00:00;0,43;0,41;0,45;353;523;32;3.449;2.255;1.194;%10.0
2025-10-15 07:00:00;0,43;0,41;0,45;353;523;33;3.452;2.253;1.198;%10.0
2025-10-15 08:00:00;0,43;0,41;0,46;353;523;34;3.452;2.255;1.196;%10.0
2025-10-15 09:00:00;0,43;0,41;0,46;353;523;34;3.457;2.257;1.200;%10.0
2025-10-15 10:00:00;0,43;0,41;0,46;351;517;34;3.471;2.276;1.195;%9.0
2025-10-15 11:00:00;0,43;0,41;0,45;353;523;33;3.440;2.246;1.194;%9.0
2025-10-15 12:00:00;0,43;0,41;0,45;353;524;33;3.449;2.250;1.199;%9.0
2025-10-15 13:00:00;0,43;0,41;0,45;353;523;33;3.450;2.251;1.199;%9.0
2025-10-15 14:00:00;0,43;0,41;0,45;353;523;33;3.446;2.245;1.200;%9.0
2025-10-15 15:00:00;0,43;0,41;0,45;353;523;33;3.448;2.250;1.198;%9.0
2025-10-15 16:00:00;0,43;0,41;0,45;354;523;34;3.447;2.251;1.196;%9.0
2025-10-15 17:00:00;0,43;0,42;0,45;354;523;34;3.446;2.250;1.196;%9.0
2025-10-15 18:00:00;0,43;0,41;0,46;354;524;35;3.447;2.247;1.200;%9.0
2025-10-15 19:00:00;0,43;0,41;0,46;354;524;36;3.451;2.249;1.202;%9.0
2025-10-15 20:00:00;0,43;0,42;0,47;354;524;37;3.450;2.247;1.203;%10.0
2025-10-15 21:00:00;0,43;0,42;0,47;354;524;37;3.454;2.251;1.203;%10.0
2025-10-15 22:00:00;0,44;0,42;0,47;354;524;37;3.449;2.249;1.200;%10.0
2025-10-15 23:00:00;0,43;0,42;0,47;355;524;37;3.446;2.250;1.196;%10.0
2025-10-16 00:00:00;0,43;0,42;0,46;354;523;36;3.452;2.253;1.200;%9.0
2025-10-16 01:00:00;0,43;0,42;0,46;353;523;35;3.446;2.247;1.198;%9.0
2025-10-16 02:00:00;0,43;0,41;0,45;353;524;33;3.447;2.250;1.197;%9.0
2025-10-16 03:00:00;0,42;0,41;0,44;339;490;32;3.618;2.419;1.198;%9.0
2025-10-16 04:00:00;0,43;0,42;0,44;338;521;32;3.603;2.253;1.350;%9.0
2025-10-16 05:00:00;0,42;0,41;0,44;352;520;32;3.458;2.270;1.188;%9.0
2025-10-16 06:00:00;0,42;0,41;0,44;352;521;32;3.457;2.261;1.195;%9.0
2025-10-16 07:00:00;0,42;0,41;0,44;353;523;32;3.450;2.254;1.196;%9.0
2025-10-16 08:00:00;0,42;0,41;0,45;352;522;33;3.464;2.256;1.207;%9.0
2025-10-16 09:00:00;0,43;0,42;0,45;352;523;33;3.461;2.256;1.206;%10.0
2025-10-16 10:00:00;0,43;0,41;0,45;350;517;34;3.474;2.274;1.199;%10.0
