Adana ADNTOCDELLAPP02;Latency;Read Latency;Write Latency;Avg. Size;Read Size;Write Size;Total IOPS;Read IOPS;Write IOPS;CPU Utilization
2025-10-07 21:00:00;0,75;0,82;0,25;462;529;10;0.363;0.316;0.047;%1.0
2025-10-07 22:00:00;0,74;0,82;0,24;457;529;10;0.368;0.316;0.051;%1.0
2025-10-07 23:00:00;0,75;0,82;0,25;464;529;10;0.361;0.316;0.045;%1.0
2025-10-08 00:00:00;0,74;0,82;0,25;459;529;10;0.365;0.316;0.049;%1.0
2025-10-08 01:00:00;0,74;0,82;0,25;462;527;10;0.363;0.317;0.046;%1.0
2025-10-08 02:00:00;0,74;0,82;0,25;459;529;9;0.364;0.315;0.049;%1.0
2025-10-08 03:00:00;0,74;0,82;0,25;465;529;10;0.360;0.315;0.045;%1.0
2025-10-08 04:00:00;0,74;0,81;0,25;461;529;10;0.362;0.315;0.047;%1.0
2025-10-08 05:00:00;0,74;0,81;0,25;465;529;10;0.361;0.316;0.045;%1.0
2025-10-08 06:00:00;0,74;0,81;0,24;461;529;9;0.364;0.316;0.048;%1.0
2025-10-08 07:00:00;0,74;0,81;0,25;464;529;10;0.361;0.316;0.045;%1.0
2025-10-08 08:00:00;0,74;0,82;0,25;460;528;10;0.365;0.316;0.048;%1.0
2025-10-08 09:00:00;0,74;0,82;0,24;460;529;10;0.364;0.316;0.049;%1.0
2025-10-08 10:00:00;0,74;0,82;0,24;457;529;10;0.367;0.316;0.051;%1.0
2025-10-08 11:00:00;0,74;0,82;0,25;458;529;10;0.365;0.316;0.050;%1.0
2025-10-08 12:00:00;0,74;0,82;0,25;456;529;10;0.367;0.316;0.051;%1.0
2025-10-08 13:00:00;0,74;0,82;0,25;457;529;10;0.366;0.315;0.051;%1.0
2025-10-08 14:00:00;0,74;0,83;0,25;456;529;10;0.367;0.315;0.052;%1.0
2025-10-08 15:00:00;0,74;0,83;0,24;455;529;10;0.368;0.316;0.053;%1.0
2025-10-08 16:00:00;0,74;0,83;0,25;456;529;10;0.367;0.315;0.051;%1.0
2025-10-08 17:00:00;0,74;0,82;0,24;454;529;10;0.369;0.316;0.053;%1.0
2025-10-08 18:00:00;0,74;0,82;0,25;457;529;10;0.367;0.316;0.051;%1.0
2025-10-08 19:00:00;0,74;0,82;0,25;457;529;10;0.367;0.315;0.051;%1.0
2025-10-08 20:00:00;0,74;0,82;0,24;458;529;10;0.366;0.316;0.050;%1.0
2025-10-08 21:00:00;0,74;0,82;0,24;457;529;10;0.368;0.317;0.051;%1.0
2025-10-08 22:00:00;0,74;0,82;0,25;460;529;10;0.364;0.316;0.049;%1.0
2025-10-08 23:00:00;0,74;0,81;0,25;458;529;9;0.366;0.316;0.050;%1.0
2025-10-09 00:00:00;0,74;0,81;0,25;463;529;10;0.363;0.316;0.046;%1.0
2025-10-09 01:00:00;0,73;0,81;0,24;459;528;10;0.365;0.316;0.049;%1.0
2025-10-09 02:00:00;0,75;0,82;0,26;464;529;10;0.361;0.315;0.045;%1.0
2025-10-09 03:00:00;0,74;0,81;0,25;460;529;9;0.363;0.315;0.048;%1.0
2025-10-09 04:00:00;0,74;0,81;0,25;464;529;10;0.361;0.315;0.045;%1.0
2025-10-09 05:00:00;0,74;0,81;0,24;461;529;9;0.364;0.316;0.048;%1.0
2025-10-09 06:00:00;0,74;0,81;0,25;465;529;10;0.360;0.316;0.044;%1.0
2025-10-09 07:00:00;0,73;0,81;0,24;459;529;9;0.366;0.316;0.050;%1.0
2025-10-09 08:00:00;0,74;0,81;0,26;464;528;10;0.361;0.316;0.045;%1.0
2025-10-09 09:00:00;0,74;0,82;0,25;456;529;9;0.368;0.316;0.052;%1.0
2025-10-09 10:00:00;0,75;0,83;0,25;459;529;10;0.366;0.317;0.049;%1.0
2025-10-09 11:00:00;0,74;0,83;0,24;452;529;10;0.370;0.316;0.054;%1.0
2025-10-09 12:00:00;0,75;0,83;0,25;458;529;10;0.365;0.316;0.050;%1.0
2025-10-09 13:00:00;0,74;0,83;0,24;454;529;10;0.369;0.316;0.053;%1.0
2025-10-09 14:00:00;0,74;0,82;0,25;458;529;10;0.366;0.316;0.050;%1.0
2025-10-09 15:00:00;0,74;0,83;0,23;451;529;10;0.371;0.316;0.055;%1.0
2025-10-09 16:00:00;0,76;0,83;0,26;460;529;11;0.364;0.316;0.049;%1.0
2025-10-09 17:00:00;0,74;0,83;0,25;453;529;10;0.370;0.316;0.054;%1.0
2025-10-09 18:00:00;0,75;0,82;0,25;459;529;10;0.364;0.315;0.049;%1.0
2025-10-09 19:00:00;0,74;0,82;0,24;453;529;10;0.370;0.316;0.054;%1.0
2025-10-09 20:00:00;0,74;0,82;0,25;461;529;10;0.364;0.316;0.048;%1.0
2025-10-09 21:00:00;0,73;0,82;0,24;452;529;9;0.371;0.316;0.054;%1.0
2025-10-09 22:00:00;0,74;0,82;0,24;459;529;10;0.365;0.316;0.049;%1.0
2025-10-09 23:00:00;0,74;0,81;0,24;457;529;10;0.367;0.316;0.051;%1.0
2025-10-10 00:00:00;0,74;0,81;0,24;461;528;10;0.364;0.317;0.047;%1.0
2025-10-10 01:00:00;0,73;0,81;0,24;458;528;10;0.366;0.317;0.049;%1.0
2025-10-10 02:00:00;0,74;0,81;0,25;462;529;10;0.362;0.316;0.047;%1.0
2025-10-10 03:00:00;0,74;0,81;0,25;458;528;9;0.365;0.316;0.049;%1.0
2025-10-10 04:00:00;0,74;0,81;0,25;463;529;10;0.360;0.314;0.045;%1.0
2025-10-10 05:00:00;0,73;0,81;0,25;459;529;9;0.364;0.315;0.049;%1.0
2025-10-10 06:00:00;0,74;0,81;0,25;463;529;10;0.363;0.317;0.046;%1.0
2025-10-10 07:00:00;0,74;0,81;0,25;460;529;9;0.365;0.316;0.048;%1.0
2025-10-10 08:00:00;0,74;0,81;0,25;462;528;10;0.363;0.317;0.046;%1.0
2025-10-10 09:00:00;0,74;0,82;0,25;457;529;10;0.366;0.316;0.051;%1.0
2025-10-10 10:00:00;0,74;0,82;0,25;459;529;10;0.366;0.316;0.049;%1.0
2025-10-10 11:00:00;0,74;0,82;0,25;456;529;10;0.367;0.315;0.052;%1.0
2025-10-10 12:00:00;0,74;0,82;0,25;457;529;10;0.367;0.316;0.051;%1.0
2025-10-10 13:00:00;0,74;0,82;0,25;454;529;10;0.369;0.316;0.053;%1.0
2025-10-10 14:00:00;0,74;0,82;0,25;455;529;10;0.367;0.315;0.052;%1.0
2025-10-10 15:00:00;0,74;0,83;0,25;454;529;10;0.369;0.316;0.054;%1.0
2025-10-10 16:00:00;0,75;0,83;0,25;456;529;10;0.368;0.316;0.052;%1.0
2025-10-10 17:00:00;0,75;0,83;0,25;455;529;10;0.369;0.316;0.052;%1.0
2025-10-10 18:00:00;0,75;0,83;0,25;456;529;10;0.368;0.316;0.052;%1.0
2025-10-10 19:00:00;0,74;0,82;0,25;455;529;10;0.369;0.316;0.052;%1.0
2025-10-10 20:00:00;0,74;0,82;0,25;457;529;10;0.367;0.316;0.051;%1.0
2025-10-10 21:00:00;0,74;0,82;0,24;458;529;10;0.366;0.316;0.050;%1.0
2025-10-10 22:00:00;0,74;0,82;0,25;458;529;10;0.367;0.316;0.050;%1.0
2025-10-10 23:00:00;0,75;0,82;0,24;461;529;10;0.362;0.315;0.047;%1.0
2025-10-11 00:00:00;0,74;0,82;0,24;462;529;10;0.363;0.316;0.047;%1.0
2025-10-11 01:00:00;0,74;0,81;0,25;463;527;11;0.362;0.317;0.045;%1.0
2025-10-11 02:00:00;0,74;0,82;0,24;461;529;10;0.363;0.316;0.048;%1.0
2025-10-11 03:00:00;0,74;0,81;0,25;463;529;10;0.361;0.315;0.046;%1.0
2025-10-11 04:00:00;0,74;0,82;0,24;459;529;9;0.365;0.316;0.049;%1.0
2025-10-11 05:00:00;0,75;0,82;0,25;464;529;10;0.361;0.316;0.045;%1.0
2025-10-11 06:00:00;0,74;0,82;0,25;460;529;9;0.365;0.316;0.048;%1.0
2025-10-11 07:00:00;0,74;0,81;0,25;464;529;10;0.361;0.315;0.045;%1.0
2025-10-11 08:00:00;0,74;0,81;0,24;458;528;9;0.366;0.316;0.050;%1.0
2025-10-11 09:00:00;0,74;0,82;0,25;462;529;10;0.362;0.315;0.047;%1.0
2025-10-11 10:00:00;0,74;0,82;0,24;455;529;9;0.368;0.316;0.052;%1.0
2025-10-11 11:00:00;0,75;0,83;0,26;459;529;10;0.365;0.316;0.049;%1.0
2025-10-11 12:00:00;0,74;0,82;0,24;454;529;10;0.370;0.316;0.054;%1.0
2025-10-11 13:00:00;0,74;0,82;0,25;459;529;10;0.365;0.316;0.050;%1.0
2025-10-11 14:00:00;0,73;0,82;0,24;453;529;10;0.371;0.316;0.055;%1.0
2025-10-11 15:00:00;0,74;0,82;0,25;457;529;10;0.367;0.316;0.051;%1.0
2025-10-11 16:00:00;0,74;0,82;0,25;450;529;9;0.372;0.316;0.056;%1.0
2025-10-11 17:00:00;0,75;0,83;0,25;459;529;10;0.365;0.316;0.049;%1.0
2025-10-11 18:00:00;0,74;0,82;0,24;453;529;10;0.370;0.316;0.054;%1.0
2025-10-11 19:00:00;0,75;0,82;0,26;460;529;10;0.364;0.315;0.048;%1.0
2025-10-11 20:00:00;0,73;0,82;0,24;452;529;10;0.370;0.316;0.055;%1.0
2025-10-11 21:00:00;0,74;0,82;0,26;461;529;10;0.363;0.316;0.047;%1.0
2025-10-11 22:00:00;0,74;0,82;0,24;454;529;9;0.368;0.316;0.053;%1.0
2025-10-11 23:00:00;0,74;0,81;0,26;463;529;10;0.362;0.316;0.046;%1.0
2025-10-12 00:00:00;0,73;0,81;0,24;457;529;9;0.368;0.317;0.051;%1.0
2025-10-12 01:00:00;0,74;0,81;0,27;462;528;11;0.364;0.317;0.047;%1.0
2025-10-12 02:00:00;0,73;0,81;0,25;457;529;9;0.366;0.316;0.050;%1.0
2025-10-12 03:00:00;0,74;0,81;0,26;463;529;10;0.361;0.315;0.046;%1.0
2025-10-12 04:00:00;0,74;0,81;0,25;459;529;9;0.365;0.316;0.049;%1.0
2025-10-12 05:00:00;0,74;0,81;0,26;464;529;10;0.362;0.316;0.045;%1.0
2025-10-12 06:00:00;0,74;0,82;0,25;458;529;9;0.365;0.315;0.050;%1.0
2025-10-12 07:00:00;0,75;0,82;0,25;463;529;10;0.362;0.316;0.046;%1.0
2025-10-12 08:00:00;0,74;0,82;0,24;458;529;9;0.367;0.317;0.050;%1.0
2025-10-12 09:00:00;0,75;0,82;0,25;461;529;10;0.363;0.316;0.047;%1.0
2025-10-12 10:00:00;0,74;0,82;0,26;459;529;10;0.365;0.316;0.049;%1.0
2025-10-12 11:00:00;0,75;0,82;0,25;459;529;10;0.364;0.315;0.049;%1.0
2025-10-12 12:00:00;0,74;0,82;0,25;457;529;10;0.366;0.315;0.050;%1.0
2025-10-12 13:00:00;0,75;0,83;0,25;458;529;10;0.366;0.316;0.050;%1.0
2025-10-12 14:00:00;0,75;0,83;0,24;456;529;10;0.367;0.316;0.051;%1.0
2025-10-12 15:00:00;0,74;0,82;0,25;457;529;10;0.366;0.316;0.051;%1.0
2025-10-12 16:00:00;0,74;0,82;0,24;455;529;10;0.369;0.316;0.052;%1.0
2025-10-12 17:00:00;0,74;0,82;0,25;457;529;10;0.367;0.316;0.051;%1.0
2025-10-12 18:00:00;0,74;0,82;0,25;457;529;10;0.367;0.316;0.051;%1.0
2025-10-12 19:00:00;0,74;0,82;0,24;457;529;10;0.367;0.316;0.051;%1.0
2025-10-12 20:00:00;0,74;0,82;0,25;458;529;10;0.366;0.316;0.050;%1.0
2025-10-12 21:00:00;0,73;0,81;0,25;456;529;10;0.368;0.316;0.052;%1.0
2025-10-12 22:00:00;0,73;0,81;0,24;458;529;10;0.365;0.316;0.049;%1.0
2025-10-12 23:00:00;0,74;0,81;0,24;459;529;10;0.364;0.315;0.049;%1.0
2025-10-13 00:00:00;0,74;0,81;0,25;462;528;10;0.363;0.316;0.047;%1.0
2025-10-13 01:00:00;0,73;0,81;0,25;458;528;10;0.366;0.317;0.049;%1.0
2025-10-13 02:00:00;0,74;0,81;0,25;463;529;10;0.362;0.316;0.046;%1.0
2025-10-13 03:00:00;0,73;0,8;0,24;459;529;9;0.364;0.316;0.049;%1.0
2025-10-13 04:00:00;0,73;0,81;0,25;463;529;10;0.362;0.316;0.046;%1.0
2025-10-13 05:00:00;0,73;0,81;0,25;457;529;9;0.366;0.316;0.051;%1.0
2025-10-13 06:00:00;0,73;0,81;0,25;460;528;10;0.364;0.316;0.048;%1.0
2025-10-13 07:00:00;0,73;0,81;0,25;459;529;9;0.365;0.315;0.049;%1.0
2025-10-13 08:00:00;0,74;0,81;0,25;460;528;10;0.364;0.316;0.047;%1.0
2025-10-13 09:00:00;0,73;0,81;0,24;454;528;9;0.370;0.316;0.053;%1.0
2025-10-13 10:00:00;0,73;0,81;0,25;458;529;10;0.366;0.317;0.050;%1.0
2025-10-13 11:00:00;0,73;0,82;0,24;452;529;10;0.368;0.314;0.054;%1.0
2025-10-13 12:00:00;0,74;0,82;0,26;458;528;10;0.366;0.317;0.049;%1.0
2025-10-13 13:00:00;0,74;0,82;0,25;452;529;10;0.371;0.316;0.055;%1.0
2025-10-13 14:00:00;0,75;0,83;0,25;458;528;11;0.365;0.316;0.049;%1.0
2025-10-13 15:00:00;0,73;0,82;0,24;451;528;10;0.372;0.317;0.055;%1.0
2025-10-13 16:00:00;0,74;0,82;0,25;458;528;11;0.365;0.316;0.050;%1.0
2025-10-13 17:00:00;0,73;0,81;0,25;451;528;10;0.371;0.316;0.055;%1.0
2025-10-13 18:00:00;0,75;0,82;0,26;459;529;11;0.365;0.316;0.049;%1.0
2025-10-13 19:00:00;0,74;0,82;0,25;452;529;10;0.370;0.316;0.055;%1.0
2025-10-13 20:00:00;0,75;0,83;0,25;460;529;10;0.365;0.316;0.049;%1.0
2025-10-13 21:00:00;0,74;0,83;0,25;454;528;10;0.370;0.317;0.053;%1.0
2025-10-13 22:00:00;0,75;0,82;0,25;461;528;10;0.364;0.317;0.047;%1.0
2025-10-13 23:00:00;0,74;0,82;0,24;456;529;9;0.367;0.316;0.051;%1.0
2025-10-14 00:00:00;0,74;0,81;0,25;463;528;10;0.362;0.317;0.045;%1.0
2025-10-14 01:00:00;0,74;0,81;0,25;456;527;10;0.368;0.318;0.051;%1.0
2025-10-14 02:00:00;0,75;0,82;0,26;464;529;10;0.361;0.316;0.045;%1.0
2025-10-14 03:00:00;0,74;0,82;0,25;459;529;9;0.364;0.315;0.049;%1.0
2025-10-14 04:00:00;0,74;0,81;0,26;464;529;10;0.361;0.316;0.045;%1.0
2025-10-14 05:00:00;0,73;0,81;0,24;458;529;9;0.365;0.316;0.049;%1.0
2025-10-14 06:00:00;0,74;0,81;0,25;466;529;10;0.360;0.316;0.044;%1.0
2025-10-14 07:00:00;0,74;0,81;0,24;460;529;10;0.364;0.316;0.048;%1.0
2025-10-14 08:00:00;0,74;0,81;0,25;463;529;10;0.363;0.317;0.046;%1.0
2025-10-14 09:00:00;0,75;0,82;0,24;460;529;10;0.364;0.316;0.048;%1.0
2025-10-14 10:00:00;0,74;0,82;0,24;460;529;10;0.364;0.316;0.048;%1.0
2025-10-14 11:00:00;0,74;0,82;0,24;457;529;10;0.366;0.315;0.050;%1.0
2025-10-14 12:00:00;0,74;0,82;0,25;457;529;10;0.367;0.316;0.051;%1.0
2025-10-14 13:00:00;0,74;0,83;0,25;455;529;10;0.367;0.315;0.052;%1.0
2025-10-14 14:00:00;0,75;0,82;0,25;458;529;10;0.366;0.316;0.050;%1.0
2025-10-14 15:00:00;0,74;0,83;0,25;454;529;10;0.369;0.316;0.053;%1.0
2025-10-14 16:00:00;0,74;0,83;0,25;455;529;10;0.368;0.316;0.052;%1.0
2025-10-14 17:00:00;0,74;0,82;0,25;455;529;10;0.369;0.316;0.053;%1.0
2025-10-14 18:00:00;0,74;0,82;0,26;455;529;10;0.369;0.316;0.052;%1.0
2025-10-14 19:00:00;0,74;0,81;0,25;456;529;10;0.367;0.316;0.051;%1.0
2025-10-14 20:00:00;0,74;0,81;0,24;457;529;10;0.367;0.316;0.051;%1.0
2025-10-14 21:00:00;0,74;0,81;0,25;459;529;10;0.365;0.316;0.049;%1.0
2025-10-14 22:00:00;0,74;0,81;0,25;458;529;10;0.367;0.316;0.050;%1.0
2025-10-14 23:00:00;0,74;0,81;0,25;461;529;10;0.363;0.316;0.048;%1.0
2025-10-15 00:00:00;0,73;0,81;0,25;459;529;9;0.365;0.316;0.049;%1.0
2025-10-15 01:00:00;0,74;0,81;0,25;461;527;10;0.364;0.317;0.047;%1.0
2025-10-15 02:00:00;0,74;0,81;0,25;461;529;9;0.363;0.316;0.048;%1.0
2025-10-15 03:00:00;0,74;0,81;0,25;463;529;10;0.361;0.315;0.046;%1.0
2025-10-15 04:00:00;0,74;0,81;0,25;460;529;9;0.365;0.316;0.048;%1.0
2025-10-15 05:00:00;0,74;0,81;0,26;463;528;10;0.363;0.317;0.046;%1.0
2025-10-15 06:00:00;0,74;0,81;0,24;460;529;9;0.363;0.316;0.048;%1.0
2025-10-15 07:00:00;0,74;0,81;0,25;462;529;10;0.362;0.316;0.046;%1.0
2025-10-15 08:00:00;0,73;0,81;0,24;459;528;10;0.366;0.316;0.049;%1.0
2025-10-15 09:00:00;0,74;0,82;0,26;460;529;10;0.364;0.316;0.048;%1.0
2025-10-15 10:00:00;0,74;0,82;0,25;455;529;10;0.368;0.315;0.052;%1.0
2025-10-15 11:00:00;0,74;0,82;0,25;460;529;10;0.364;0.315;0.048;%1.0
2025-10-15 12:00:00;0,73;0,82;0,25;453;529;10;0.370;0.316;0.054;%1.0
2025-10-15 13:00:00;0,74;0,82;0,25;458;529;10;0.366;0.316;0.050;%1.0
2025-10-15 14:00:00;0,73;0,82;0,25;453;529;10;0.370;0.317;0.054;%1.0
2025-10-15 15:00:00;0,75;0,82;0,25;459;529;11;0.365;0.316;0.049;%1.0
2025-10-15 16:00:00;0,74;0,82;0,24;453;529;10;0.370;0.316;0.054;%1.0
2025-10-15 17:00:00;0,74;0,82;0,25;458;529;10;0.366;0.316;0.050;%1.0
2025-10-15 18:00:00;0,74;0,83;0,24;452;529;10;0.371;0.316;0.055;%1.0
2025-10-15 19:00:00;0,75;0,82;0,25;460;529;11;0.365;0.316;0.048;%1.0
2025-10-15 20:00:00;0,74;0,82;0,24;453;529;10;0.370;0.316;0.054;%1.0
2025-10-15 21:00:00;0,75;0,83;0,25;461;529;10;0.362;0.315;0.047;%1.0
2025-10-15 22:00:00;0,74;0,83;0,24;455;529;10;0.368;0.316;0.052;%1.0
2025-10-15 23:00:00;0,75;0,82;0,26;463;529;10;0.361;0.316;0.046;%1.0
2025-10-16 00:00:00;0,74;0,82;0,24;456;528;9;0.367;0.316;0.051;%1.0
2025-10-16 01:00:00;0,74;0,81;0,26;462;527;10;0.363;0.317;0.046;%1.0
2025-10-16 02:00:00;0,73;0,81;0,24;459;529;9;0.365;0.316;0.049;%1.0
2025-10-16 03:00:00;0,74;0,81;0,25;464;529;10;0.361;0.316;0.045;%1.0
2025-10-16 04:00:00;0,73;0,81;0,25;459;529;9;0.366;0.316;0.049;%1.0
2025-10-16 05:00:00;0,74;0,81;0,25;464;529;10;0.361;0.316;0.045;%1.0
2025-10-16 06:00:00;0,73;0,81;0,25;460;529;9;0.364;0.316;0.049;%1.0
2025-10-16 07:00:00;0,74;0,81;0,25;462;528;10;0.360;0.314;0.046;%1.0
2025-10-16 08:00:00;0,74;0,81;0,25;458;528;10;0.366;0.316;0.050;%1.0
